chembl_id;organism;canonical_smiles;AUC /ng.hr.mL-1
CHEMBL604710;Rattus norvegicus;O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1;761.0
CHEMBL604687;Rattus norvegicus;CC(=O)N1CCC[C@H]1COc1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1;1200.0
CHEMBL60367;Rattus norvegicus;CCC(=O)c1c(C)c(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl;24300.0
CHEMBL603078;Rattus norvegicus;COc1ccc(NC(=O)Nc2ccc(F)cc2)cc1-c1c(Br)cnn1C;507.0
CHEMBL602483;Rattus norvegicus;O[C@@H](CN1c2cccc(-c3cccc(OC(F)(F)F)c3)c2OC[C@@H]1c1cccc(OC(F)(F)C(F)F)c1)C(F)(F)F;19800.0
CHEMBL602468;Rattus norvegicus;CCC(NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1;1329.0
CHEMBL602180;Rattus norvegicus;COc1cnc(-c2ccccn2)nc1N1CCCC1;15.0
CHEMBL601221;Mus musculus;CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21;1256.0
CHEMBL60058;Rattus norvegicus;C/C(=N\O)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl;39460.0
CHEMBL600002;Mus musculus;CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C(C)C)nn1;4673.0
CHEMBL6;Ovis aries;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;97096.0
CHEMBL599589;Rattus norvegicus;O=C(c1ccc(Cn2cnc3ccccc32)cc1)N1CC[C@H](N2CCCC2)C1;2736.0
CHEMBL598675;Rattus norvegicus;O=C(O)CC1CC2(CCN(C(=O)NC3C4CC5CC(C4)CC3C5)CC2)c2ccccc21;3532.0
CHEMBL598608;Mus musculus;O=C(NCCS(=O)(=O)c1ccc(C(F)(F)F)cn1)c1ccc(Cl)cc1;3343.0
CHEMBL598172;Rattus norvegicus;COc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1-c1c(Br)cnn1C;298.0
CHEMBL598011;Rattus norvegicus;COc1ccc(N(C(=O)CN2C=CN(c3ccccc3)C(=O)[C@H](Cc3n[nH]c4ccccc34)C2=O)C(C)C)cc1;260.0
CHEMBL597909;Rattus norvegicus;CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccc(NS(C)(=O)=O)cc3CC[C@@H]21;2486.0
CHEMBL59765;Rattus norvegicus;CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CCC2;83.0
CHEMBL597375;Rattus norvegicus;Cc1cc(C)cc(C(CC(C)C)NC(=O)c2cc(COc3cc(F)ccc3F)ccc2CCC(=O)O)c1;470.0
CHEMBL597146;Rattus norvegicus;Cc1cc(C)cc(C(CC(C)C)NC(=O)c2cc(COc3cccc(F)c3)ccc2CCC(=O)O)c1;1090.0
CHEMBL596455;Rattus norvegicus;COC(=O)N(C)c1cc2c(NCc3ccc(OC)c(Cl)c3)ncnc2c(CCO)c1OC.Cl;540.0
CHEMBL596401;Rattus norvegicus;CCC(C)(C)C(=O)Nc1cc(C)c(C)c(S(=O)(=O)N2CCOCC2)c1;4805.0
CHEMBL595937;Mus musculus;CCS(=O)(=O)c1cccc(Oc2cccc(-c3c(C)nc4c(C(F)(F)F)cccn34)c2)c1;7792.0
CHEMBL595936;Mus musculus;CCc1nc2c(C(F)(F)F)cccc2n1-c1cccc(Oc2cccc(S(C)(=O)=O)c2)c1;1781.0
CHEMBL595910;Rattus norvegicus;O=C(NO)c1cnc(N2CCN(C(/C=C/c3ccccc3)CO)CC2)nc1;316.0
CHEMBL595831;Rattus norvegicus;O=C([O-])/C=C/c1ccc(Cn2cccn2)cc1OCCc1ccc2ccccc2c1.[Na+];1360.0
CHEMBL595689;Rattus norvegicus;Cc1cnc2c(C(F)(F)F)cccc2c1-c1cccc(Oc2cccc(S(C)(=O)=O)c2)c1;1690.0
CHEMBL595483;Mus musculus;CCS(=O)(=O)c1cccc(Oc2cccc(-n3c(C)nc4c(C(F)(F)F)cccc43)c2)c1;2944.0
CHEMBL595474;Mus musculus;Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3)nn2)CC1;500.0
CHEMBL59541;Rattus norvegicus;Cc1c(C)c2c(c(C)c1OCc1ccccc1)C(CN1CCC[C@H]1COc1ccc(/C=C3\SC(=O)NC3=O)cc1)C(C)(C)O2.O=C(O)/C=C\C(=O)O;53790.0
CHEMBL595333;Rattus norvegicus;C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](COC(=O)/C=C/c3ccc(O)c(O)c3)O[C@@H](OCCc3ccc(O)c(O)c3)[C@@H]2O)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O;112137.89
CHEMBL595252;Rattus norvegicus;O=S(=O)(c1ccccc1)c1c[nH]c2cccc(CCN3CCCCC3)c12;2262.0
CHEMBL595222;Rattus norvegicus;CS(=O)(=O)c1cccc(Oc2cccc(-n3cnc4c(C(F)(F)F)cccc43)c2)c1;12148.0
CHEMBL594994;Mus musculus;Cc1nc2c(Cl)cccc2n1-c1cccc(Oc2cccc(S(C)(=O)=O)c2)c1;1499.0
CHEMBL594757;Rattus norvegicus;Cc1nc2c(C(F)(F)F)cccc2n1-c1cccc(Oc2cccc(S(C)(=O)=O)c2)c1;8938.0
CHEMBL594671;Rattus norvegicus;CC(C)[C@H](C(=O)Nc1nccs1)c1ccc(Cl)cc1;10000.0
CHEMBL594544;Rattus norvegicus;O=C(NO)c1cnc(N2CCN(C(/C=C/c3ccc(F)cc3)CO)CC2)nc1;521.0
CHEMBL594525;Rattus norvegicus;CC(C)[C@H](C(=O)Nc1ncc(F)s1)c1ccc(Cl)cc1;194000.0
CHEMBL594050;Rattus norvegicus;Cc1nc2c(C(F)(F)F)cccc2n1-c1cccc(Oc2cccc(S(=O)(=O)C(C)C)c2)c1;1291.0
CHEMBL594034;Rattus norvegicus;Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@@H](C(=O)O)n2nccn2)cc1;928.0
CHEMBL593814;Mus musculus;CCS(=O)(=O)c1cccc(Oc2cccc(-n3c(C)nc4c(Cl)cccc43)c2)c1;1776.0
CHEMBL593277;Rattus norvegicus;O=C([O-])CCc1ccc(Cn2cccn2)cc1OCCc1ccc2ccccc2c1.[Na+];22900.0
CHEMBL593205;Rattus norvegicus;CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(CCc1cccc(Oc3ccc(C(=O)O)cc3)c1)CC2.Cl;10532.0
CHEMBL593108;Mus musculus;FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2;7800.0
CHEMBL592765;Rattus norvegicus;CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cc(F)cc(Cl)c2)C1;166.0
CHEMBL592763;Rattus norvegicus;CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)OC)c2cccc(Cl)c2)C1;10.0
CHEMBL592762;Rattus norvegicus;CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2)C1;380.0
CHEMBL592646;Mus musculus;CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C2CCCC2)nn1;8096.0
CHEMBL592445;Mus musculus;CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1;42593.0
CHEMBL592030;Rattus norvegicus;NCCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21;4200.0
CHEMBL591578;Rattus norvegicus;CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1;301.0
CHEMBL591429;Rattus norvegicus;C=CCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O;526.67
CHEMBL591223;Rattus norvegicus;COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Br)cnn1C;281.0
CHEMBL591217;Rattus norvegicus;C[C@H]1CN(C(=O)c2cc3c(C(=O)C(=O)N(C)C)cn(C)c3cc2Cl)[C@H](C)CN1C(c1ccccc1)c1ccccc1;1272.0
CHEMBL591076;Rattus norvegicus;Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N1CCCNC1c1cc(C(F)(F)F)cc(C(F)(F)F)c1;145.0
CHEMBL590958;Mus musculus;CC(=O)c1ccc(Nc2c3ccccc3nc3occc23)cc1;211.0
CHEMBL590609;Mus musculus;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N\OCCNC(=O)CCC[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC1=O;82000.0
CHEMBL589908;Rattus norvegicus;O=C(c1ccc(Cn2ccc3cccc(Cl)c32)cc1)N1CC[C@H](N2CCCC2)C1;63.0
CHEMBL589766;Mus musculus;CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21;370.0
CHEMBL589371;Rattus norvegicus;Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)C1(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1;108.0
CHEMBL589305;Rattus norvegicus;COc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1;1225.0
CHEMBL588564;Mus musculus;O=C(Nc1ccc(C(F)(F)F)cc1)c1cc(Cl)cc2nc(C(F)(F)F)[nH]c12;16800.0
CHEMBL584944;Rattus norvegicus;CCC[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1;380000000.0
CHEMBL584766;Rattus norvegicus;N#Cc1cc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)ccc1F;339.0
CHEMBL584730;Rattus norvegicus;O=C(OC1([C@H]2COC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@H](OCCO)C1;11.0
CHEMBL584323;Rattus norvegicus;O=C(OC1([C@H]2COC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC2CCC(C1)N2CCO;1916.0
CHEMBL584052;Mus musculus;O=C1Nc2ccccc2-c2ccnc3[nH]cc(c23)C1c1ccc(O)cc1;12500.0
CHEMBL583895;Rattus norvegicus;C[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1;160000000.0
CHEMBL58359;Rattus norvegicus;Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2C)c(C#N)c1C;667100.0
CHEMBL583513;Rattus norvegicus;O=C(O)CCCCCCCC(=O)OC[C@H]1CC[C@@H](n2cnc3c(=O)[nH]cnc32)O1;2683.33
CHEMBL583253;Rattus norvegicus;CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(CCl)CC3=O;4700.0
CHEMBL583202;Rattus norvegicus;O=C([C@H]1c2ccccc2CN1C(=O)c1cc(Cl)c(O)cc1O)N1CCCC1;2100.0
CHEMBL583042;Rattus norvegicus;Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1;1600.0
CHEMBL582995;Rattus norvegicus;Cc1cc(CN2C(=O)C(C3=NS(=O)(=O)c4c(CNS(N)(=O)=O)cccc43)=C(O)[C@@H]2C(C)(C)C)ccc1F;102.0
CHEMBL580059;Mus musculus;Cc1[nH]c(C)c(-c2ccc(OCc3ccc(OC(F)(F)F)cc3)nc2)c(=O)c1Cl;5600.0
CHEMBL578606;Mus musculus;CN1CCN(c2ccccc2C(=O)/C=C/c2ccc(/C=C/C(=O)NO)nc2)CC1;1397.0
CHEMBL578238;Rattus norvegicus;CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)ccc12;4110000.0
CHEMBL578192;Mus musculus;C[C@H](c1nc2c(C3CC3)nccn2c1-c1ccc(C#N)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1;1910.0
CHEMBL578028;Rattus norvegicus;CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12;8769000.0
CHEMBL577946;Mus musculus;CN1CCN(Cc2ccccc2C(=O)/C=C/c2cccc(/C=C/C(=O)NO)c2)CC1;849.0
CHEMBL577711;Mus musculus;CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1;536.0
CHEMBL577513;Mus musculus;CN1CCN(c2ccccc2C(=O)/C=C/c2cccc(/C=C/C(=O)NO)n2)CC1;1898.0
CHEMBL577393;Rattus norvegicus;CN1CCN(CCNC(=O)[C@@H]2N[C@H](CC(C)(C)C)[C@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)CC1;1888000.0
CHEMBL576982;Rattus norvegicus;CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1;14467.0
CHEMBL576471;Rattus norvegicus;O=C(OC1([C@H]2COC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC2CCC(C1)N2;4365.0
CHEMBL576430;Rattus norvegicus;CC(=O)Oc1ccccc1C(=O)OCC(=O)OCCSSCCO[N+](=O)[O-];892000.0
CHEMBL576342;Rattus norvegicus;CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12;11746000.0
CHEMBL576096;Mus musculus;C[C@H](c1nc2c(C3CC3)nccn2c1-c1ccc(C#N)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(OC(F)(F)F)cc1;2570.0
CHEMBL576060;Rattus norvegicus;O=C(O)CC1CCN(C(=O)OC2([C@H]3COC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1;2463.0
CHEMBL575777;Rattus norvegicus;Cc1cc(CN2C(=O)C(C3=NS(=O)(=O)c4c(CNS(C)(=O)=O)cccc43)=C(O)[C@@H]2C(C)(C)C)ccc1F;2750.0
CHEMBL575538;Rattus norvegicus;COCCOCCNC(=O)[C@@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F;145000.0
CHEMBL575474;Rattus norvegicus;Clc1cc2sc(N3CCC(N4CCCCC4)CC3)nc2cn1;56.0
CHEMBL575121;Rattus norvegicus;CN1CCC(CCNC(=O)[C@@H]2N[C@H](CC(C)(C)C)[C@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)CC1;1078000.0
CHEMBL575023;Rattus norvegicus;Fc1ccc(-c2cc3sc(N4CCC(N5CCCCC5)CC4)nc3cn2)cn1;1069.0
CHEMBL574663;Rattus norvegicus;CO[C@H]1C[C@@H](CO[C@H]2CC[C@H](C(=O)O)CC2)N(C(=O)Cc2cc(Cl)c(NC(=O)c3cn(C)c4ccccc34)cc2Cl)C1;975.0
CHEMBL574645;Rattus norvegicus;OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2;3400.0
CHEMBL574613;Rattus norvegicus;CC[S@+]([O-])c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1;1229.1
CHEMBL574588;Rattus norvegicus;Cc1ccc(-c2ccc3occ(-c4ccc([S@+](C)[O-])cc4)c3c2)o1;1380.0
CHEMBL574128;Rattus norvegicus;CC(=O)O[C@H]1CC2=C([C@H](C)C[C@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)OC(C)=O)CC[C@]2(C)[C@@]2(C)CC[C@H]3C(C)(C)C(=O)CC[C@]3(C)[C@H]12;1045.0
CHEMBL573829;Rattus norvegicus;Cc1nc2ccc(NCc3cccc(C(F)(F)F)c3)cc2n(CCNC(=O)CO)c1=O;148.0
CHEMBL573;Mus musculus;O=C(O)c1cccnc1;6980.0
CHEMBL572933;Rattus norvegicus;CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12;7677000.0
CHEMBL572876;Rattus norvegicus;O=C(CO)NCCN1C(=O)COc2ccc(NCc3ccc(Cl)c(Cl)c3)cc21;122.0
CHEMBL572683;Rattus norvegicus;Cc1cc(CN2C(=O)C(C3=NS(=O)(=O)c4c(CN(C)S(C)(=O)=O)cccc43)=C(O)[C@@H]2C(C)(C)C)ccc1F;582.0
CHEMBL572558;Rattus norvegicus;N#Cc1ccc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cc1;697.0
CHEMBL572094;Mus musculus;O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)C2;198000.0
CHEMBL572056;Rattus norvegicus;CC[C@]1(C)C[C@@H](OC(=O)NC(=O)c2ccc(OP(=O)([O-])[O-])cc2)[C@@]2(C)[C@H]3C(=O)CC[C@@]3(CC[C@H]2C)[C@@H](C)[C@@H]1O.[Na+].[Na+];1290.0
CHEMBL571960;Rattus norvegicus;CC(=O)Oc1ccccc1C(=O)OCCSSCCO[N+](=O)[O-];749000.0
CHEMBL571732;Rattus norvegicus;CC(=O)Oc1ccccc1C(=O)NCCSSCCO[N+](=O)[O-];0.0
CHEMBL571581;Rattus norvegicus;Cc1c(Nc2c(C#N)cncc2-c2cc3cc(CN4CCN(C)CC4)ccc3o2)ccc2[nH]ccc12;1140.0
CHEMBL571278;Rattus norvegicus;C#Cc1cccc(Nc2nccc3c(Nc4ncccc4-c4cc(NC)ncn4)c(C)ccc23)c1;9414.0
CHEMBL571105;Rattus norvegicus;O=C(OC1([C@H]2COC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1C2CCC1CN(CCO)C2;1276.0
CHEMBL571104;Mus musculus;CN1CCN(c2cccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)n3)c2)CC1;1506.0
CHEMBL571091;Rattus norvegicus;c1ccc(Cc2ccc(OC[C@H]3CCCN3)cc2)cc1;471.0
CHEMBL571040;Rattus norvegicus;C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC;2019.3
CHEMBL571000;Rattus norvegicus;O=CNCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O;144.0
CHEMBL570833;Mus musculus;CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5CC6CCC(C5)O6)c5cnn(CC(F)(F)F)c5n4)cc3)cc2)CC1;12466.0
CHEMBL570803;Mus musculus;COc1ccc(/C=N/OCC(=O)N2CC(C)OC(C)C2)cc1OC1CCCC1;1893.0
CHEMBL570667;Rattus norvegicus;NCC1CCN(c2nccc(-c3ccc4ccccc4c3)n2)CC1;1029.0
CHEMBL570573;Rattus norvegicus;CNc1cc(-c2cccnc2Nc2c(C)ccc3c(Nc4ccc5sc(C)nc5c4)nccc23)ncn1;12300.0
CHEMBL570567;Mus musculus;CNc1cc(-c2cccnc2Nc2c(C)ccc3c(Nc4ccc(C#N)cc4)nccc23)ncn1;52800.0
CHEMBL570533;Rattus norvegicus;Cc1cccc(-c2nc(Nc3ccncc3)c3ccccc3n2)n1;524.0
CHEMBL570441;Rattus norvegicus;CC(=O)N1C2CCC1CN(C(=O)OC1([C@H]3COC(C)(C)[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC1)C2;6.0
CHEMBL570437;Rattus norvegicus;CC1(C)OC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N(S(=O)(=O)c2ccc(Cl)cc2)[C@@H]1C1CC1;1372.0
CHEMBL570222;Rattus norvegicus;O=C(OC1([C@H]2COC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@H](NS(=O)(=O)C(F)(F)F)C1;870.0
CHEMBL570217;Rattus norvegicus;CC(C)[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1;480000000.0
CHEMBL570214;Mus musculus;CN1CCN(Cc2ccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)cc2)CC1;1052.0
CHEMBL570209;Rattus norvegicus;CN1CC2CCC(C1)N2C(=O)OC1([C@H]2COC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1;2908.0
CHEMBL570007;Rattus norvegicus;CC(=O)N1C2CCC1CN(C(=O)OC1([C@H]3CO[C@H](C)[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC1)C2;23.0
CHEMBL569972;Rattus norvegicus;CC(C)(CO)N1CCN(C(=O)OC2([C@H]3COC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1;446.0
CHEMBL569966;Rattus norvegicus;CC[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1;150000000.0
CHEMBL569880;Rattus norvegicus;C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OCCOC;428.5
CHEMBL569748;Mus musculus;CN1CCN(Cc2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)c2)CC1;736.0
CHEMBL569716;Mus musculus;CN1CCN(c2ccccc2C(=O)/C=C/c2ccc(/C=C/C(=O)NO)cc2)CC1;698.0
CHEMBL569467;Rattus norvegicus;O=C(OC1([C@H]2COC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1C2CCC1CNC2;4662.0
CHEMBL569327;Mus musculus;CN1CCN(Cc2ccccc2C(=O)/C=C/c2ccc(/C=C/C(=O)NO)nc2)CC1;1492.0
CHEMBL569297;Rattus norvegicus;CC(C)(C(=O)O)C1CCN(C(=O)OC2([C@H]3COC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1;703.0
CHEMBL569296;Rattus norvegicus;CC(=O)N1C2CCC1CN(C(=O)OC1([C@H]3COC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC1)C2;871.0
CHEMBL569182;Rattus norvegicus;COc1cc([C@@H](C)N[C@H](C)c2cccc(Cl)c2)nn1-c1ccc(Br)cc1;0.444
CHEMBL569094;Rattus norvegicus;NC(=O)CC1CCN(C(=O)OC2([C@H]3COC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1;35.0
CHEMBL569005;Rattus norvegicus;CN1C2CCC1CN(C(=O)OC1([C@H]3COC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC1)C2;939.0
CHEMBL568915;Rattus norvegicus;O=C(Nc1ccc(OCCCN2CCOCC2)cc1)NC1CCCCC1;863.0
CHEMBL568894;Rattus norvegicus;CC(C)(C)[C@H]1C(O)=C(C2=CS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)C(=O)N1Cc1ccc(F)cc1;189.0
CHEMBL568872;Mus musculus;CN1CCN(Cc2ccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)n3)cc2)CC1;2524.0
CHEMBL568869;Rattus norvegicus;CN(C)CC(=O)N1C2CCC1CN(C(=O)OC1([C@H]3COC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC1)C2;567.0
CHEMBL568809;Rattus norvegicus;CC(=O)N1C2CCC1CN(C(=O)OC1([C@H]3CO[C@@H](C)[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC1)C2;178.0
CHEMBL568782;Rattus norvegicus;CCN1C2CCC1CN(C(=O)OC1([C@H]3COC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC1)C2;1099.0
CHEMBL568580;Rattus norvegicus;CN1CCN(c2cc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3c2)CC1;4320.0
CHEMBL568138;Rattus norvegicus;COc1cnc2c(NCc3nnc4ccc(-c5cc(F)cc(F)c5)nn34)ccnc2c1;31100.0
CHEMBL568013;Rattus norvegicus;O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCSSCCO[N+](=O)[O-];60000.0
CHEMBL566955;Rattus norvegicus;CC(C)(C)C[C@H]1N[C@@H](C(=O)NC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12;5094000.0
CHEMBL566757;Rattus norvegicus;O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1;12337.0
CHEMBL566685;Rattus norvegicus;COc1cnc2c(NCc3nnc4ccc(-c5cc(C)ns5)nn34)ccnc2c1;3500.0
CHEMBL566248;Rattus norvegicus;CCC(C)(C)C(=O)Nc1cc(CN2CCOCC2)c(C)cn1;158.0
CHEMBL566225;Mus musculus;Clc1ccc(Oc2ccc(OC[C@H]3CCCN3)cc2)cc1;2362.0
CHEMBL565861;Rattus norvegicus;CCNC(=O)[C@H]1c2ccccc2CN1C(=O)c1cc(Cl)c(O)cc1O;1300.0
CHEMBL565789;Rattus norvegicus;O=C(O)CCCN1CCC[C@H]1COc1ccc(Oc2ccc(Cl)cc2)cc1;12968.0
CHEMBL565727;Rattus norvegicus;O=C(COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCSSCCO[N+](=O)[O-];49000.0
CHEMBL565632;Rattus norvegicus;CN(C)CCOc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc2c1;2694.0
CHEMBL565612;Rattus norvegicus;CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1;2208.0
CHEMBL565122;Rattus norvegicus;C[C@H](Cc1ccccc1)n1c(-c2ccccc2O)nc2ccnc(C(F)(F)F)c2c1=O;518.0
CHEMBL565022;Rattus norvegicus;CCN1C[C@@H](N(Cc2cc(Cl)ccc2Cl)c2ccc(C#N)c(Cl)c2)CC1=O;150.0
CHEMBL564740;Mus musculus;CCN(CC)c1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO;1000.0
CHEMBL564575;Rattus norvegicus;Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21;32151.0
