chembl_id;organism;canonical_smiles;PPB /%
CHEMBL397688;Rattus norvegicus;O=C(NC1Cc2ccccc2N(CC(CO)CO)C1=O)c1cc2cc(Cl)sc2[nH]1;0.51
CHEMBL397420;Rattus norvegicus;CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O;98.0
CHEMBL397192;Rattus norvegicus;O=C(NC1Cc2ccccc2N(CC(=O)N2CCC(O)CC2)C1=O)c1cc2cc(Cl)sc2[nH]1;1.83
CHEMBL396618;Rattus norvegicus;CC(C)C1SC(Nc2ccccc2C(F)(F)F)=NC1=O;99.8
CHEMBL3962812;Mus musculus;Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cnc(OC2CCOCC2)c(N2CCOCC2)c1;98.0
CHEMBL395955;Rattus norvegicus;NC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;0.38
CHEMBL395733;Rattus norvegicus;O=C(NC1Cc2ccccc2N(CCO)C1=O)c1cc2sc(Cl)c(Cl)c2[nH]1;0.03
CHEMBL395732;Rattus norvegicus;N/C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)=N\O;0.6
CHEMBL395708;Rattus norvegicus;CCC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;0.15
CHEMBL395707;Rattus norvegicus;CSCCN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;0.03
CHEMBL3950353;Mus musculus;N#Cc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)c(F)cc21;99.4
CHEMBL394992;Mus musculus;COc1ccc2c(c1)[n+]([O-])c(NCCN(C)C)n[n+]2[O-];100.0
CHEMBL394847;Rattus norvegicus;CN1C[C@H](F)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C;86.0
CHEMBL394786;Rattus norvegicus;CC(=O)N1CCN(C)C(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)C1;70.0
CHEMBL394526;Rattus norvegicus;O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2sc(Cl)c(Cl)c2[nH]1;0.08
CHEMBL394251;Rattus norvegicus;CN(C)C(=O)Cc1ccccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O;94.0
CHEMBL393581;Rattus norvegicus;Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccccn1;77.0
CHEMBL392573;Rattus norvegicus;Cc1cc2ncc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)c(C)n2n1;64.0
CHEMBL392273;Mus musculus;Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCNCC6)c45)ccc32)c1;98.4
CHEMBL392249;Rattus norvegicus;Cc1ncc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3ccc(CN4CCOCC4)nc3)c3ccccc23)cn1;97.0
CHEMBL3919664;Rattus norvegicus;C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1cccc(C(F)(F)F)c1F;76.0
CHEMBL3914857;Rattus norvegicus;C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1ccnc(C(F)(F)F)c1F;56.0
CHEMBL391370;Mus musculus;CCCN(CCC)CCNc1n[n+]([O-])c2ccccc2[n+]1[O-];97.7
CHEMBL390701;Rattus norvegicus;CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;0.04
CHEMBL390406;Rattus norvegicus;O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(-c2ccc(C(O)CN3CCOCC3)nc2)c(F)c1;33.0
CHEMBL390394;Rattus norvegicus;NC(N)=Nc1nccc2c(Cl)cc(-c3cccc(C(=O)O)c3)cc12;99.8
CHEMBL389847;Rattus norvegicus;C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3C[C@@H](C(=O)N4CC[C@H](NC(=O)CNC(=N)N)C4)N(C)C3)[C@H](C)[C@H]12;10.0
CHEMBL389605;Rattus norvegicus;Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12;99.0
CHEMBL389332;Rattus norvegicus;CN1C[C@H](OCc2ccccc2)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C;93.0
CHEMBL389331;Rattus norvegicus;CO[C@@H]1C[C@@H](c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)N(C)C1;75.0
CHEMBL389061;Rattus norvegicus;COCC[C@H](CC1(C(=O)N[C@@H]2C[C@H]2c2ccc(OC)cc2)CCCC1)C(=O)O;96.8
CHEMBL388908;Rattus norvegicus;CN1C[C@@H](F)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C;94.0
CHEMBL388012;Rattus norvegicus;Cc1nccn1CC(=O)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1;75.0
CHEMBL387785;Rattus norvegicus;Cc1cn(CC(=O)c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)cn1;69.0
CHEMBL387675;Oryctolagus cuniculus;CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C;90.0
CHEMBL386760;Rattus norvegicus;COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1;98.7
CHEMBL386710;Rattus norvegicus;CN1CCOCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C;78.0
CHEMBL386637;Mus musculus;CN(C)[C@H]1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1;97.9
CHEMBL386515;Rattus norvegicus;CN(C)C(C)(C)c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1;88.7
CHEMBL386463;Oryctolagus cuniculus;Cc1nn(-c2ccc3onc(N)c3c2)c2c(=O)n(-c3ccc(-c4ccccc4CN4CC[C@@H](O)C4)cc3)c(C)nc12;91.0
CHEMBL385937;Rattus norvegicus;Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(N)ncc2c1;98.7
CHEMBL383104;Rattus norvegicus;CCCCNC(=O)N1Cc2n[nH]c(NC(=O)Cc3ccc(N4CCCC4)cc3)c2C1;95.0
CHEMBL3828718;Mus musculus;COC(=O)N(CC(=O)O)Cc1cc(OCc2nc(-c3ccc(Cl)cc3)oc2C)ccc1F;99.6
CHEMBL3828074;Rattus norvegicus;CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1;99.0
CHEMBL3823985;Rattus norvegicus;CCCCC(NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(C)C)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)O;98.4
CHEMBL3823876;Rattus norvegicus;CCCCC(NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(N)=O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)O;96.1
CHEMBL3823541;Rattus norvegicus;CCCCC(NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(N)=O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)O;99.2
CHEMBL3823478;Mus musculus;COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN(C)C;33.0
CHEMBL3823354;Rattus norvegicus;Cc1cc(C2C=CN=CN2)c(C)s1.Cl;70.0
CHEMBL3823133;Rattus norvegicus;CCCCC(NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)O;99.5
CHEMBL3823101;Mus musculus;COc1cc(-c2cn(C)c(=O)c3cnccc23)c(OC)cc1CN(C)C;23.0
CHEMBL3822888;Rattus norvegicus;CCCCC(NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(N)=O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)O;97.6
CHEMBL3822727;Rattus norvegicus;CCCCC(NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(N)=O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)O;98.7
CHEMBL381949;Oryctolagus cuniculus;CN(C)Cc1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1;94.4
CHEMBL381751;Mus musculus;CN(C/C=C\CN)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O;69.8
CHEMBL381743;Rattus norvegicus;Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3ccc(CN4CCOCC4)nc3)c3ccccc23)cc1;97.0
CHEMBL3809850;Rattus norvegicus;CC(C)[C@@](O)(C(=O)N1CCC(C2CCN(c3ccc(C(=O)N(C)C)c(Cl)c3)CC2)CC1)C(F)(F)F;98.2
CHEMBL380947;Rattus norvegicus;CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12;98.4
CHEMBL380946;Rattus norvegicus;CCCCNC(=O)N1Cc2n[nH]c(NC(=O)[C@@H](C)c3ccc4ccccc4c3)c2C1;99.0
CHEMBL380394;Rattus norvegicus;O=C(O)c1c(NS(=O)(=O)c2ccccc2)ccc2c1CCCC2;99.8
CHEMBL3800282;Rattus norvegicus;CC1(C)CC(=O)c2c(SC3CCCC3)sc(-c3cc[nH]n3)c2C1;99.3
CHEMBL3799213;Mus musculus;N#C[C@@H]1C[C@H]1c1c(C(F)(F)F)sc2nc(Cn3nc(C(F)(F)F)cc3Cl)cc(=O)n12;98.6
CHEMBL379828;Rattus norvegicus;COc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O;99.7
CHEMBL379761;Mus musculus;CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C;97.9
CHEMBL3797264;Rattus norvegicus;COc1cccc(Oc2cccc(N3CCCCC3)c2CN/C(N)=N/C(=O)c2ccc(C[C@H](N)C(=O)O)cc2)c1;88.0
CHEMBL379658;Rattus norvegicus;CCN1CCN(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)C(=O)C1=O;98.8
CHEMBL3794145;Mus musculus;O=C(O)C1CN(Cc2ccc(-c3noc(-c4onc(-c5ccccn5)c4C(F)(F)F)n3)cc2)C1;97.6
CHEMBL379132;Rattus norvegicus;CC(=O)N(C)CCN(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12;98.3
CHEMBL379036;Oryctolagus cuniculus;Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CCCC4)cc3F)cc12;82.0
CHEMBL378981;Mus musculus;CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1;96.0
CHEMBL378927;Rattus norvegicus;Cc1ccc(NS(=O)(=O)c2ccccc2)c(C(=O)O)c1;99.7
CHEMBL378763;Rattus norvegicus;CCC[C@H](CC1(C(=O)Nc2nnc(CC)s2)CCCC1)C(=O)O;97.9
CHEMBL378730;Rattus norvegicus;Cc1ccc2c(c1)c(-c1ccnc3c(Cl)cccc13)c(C)n2CC(=O)O;99.4
CHEMBL3785321;Rattus norvegicus;Cc1ccoc1C(=O)Nc1ccc(N2Cc3c(Cl)cccc3C2=O)c(Cl)c1;99.0
CHEMBL378029;Rattus norvegicus;CNC(=O)C(=O)N(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12;98.3
CHEMBL3780276;Bos taurus;COc1ccc(Cc2nnc(Nc3ccc(NC(=O)Nc4ccc(OC)cc4)cc3)c3ccccc23)cc1;7.88
CHEMBL377759;Rattus norvegicus;CC(=O)N(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12;95.6
CHEMBL377414;Rattus norvegicus;CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(F)cc1F;99.0
CHEMBL377198;Rattus norvegicus;O=C(O)c1c(NS(=O)(=O)c2ccccc2)ccc2ccccc12;99.8
CHEMBL377012;Rattus norvegicus;CCc1ccc(NS(=O)(=O)c2ccccc2)c(C(=O)O)c1;99.8
CHEMBL376722;Rattus norvegicus;CNC(=O)N1CCN(Cc2ccnc(Nc3ncc(C#N)s3)c2C)CC1;91.3
CHEMBL3765114;Rattus norvegicus;N#Cc1cccc(S(=O)(=O)c2cnc3cc(F)ccc3c2-c2ccc(Cl)cc2)c1;99.73
CHEMBL3764348;Mus musculus;CC(C)(C)c1ncc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1;69.0
CHEMBL376140;Mus musculus;CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O;81.2
CHEMBL375306;Rattus norvegicus;N#Cc1cnc(Nc2cc(CN3CCN(C(N)=O)CC3)ccn2)s1;90.8
CHEMBL375248;Rattus norvegicus;CNC(=O)N1CCN(Cc2ccnc(Nc3ncc(C#N)s3)c2)CC1;87.4
CHEMBL374507;Rattus norvegicus;CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(OCCO[C@H]4CC[C@]5(C)[C@H]6C[C@H](O)[C@@]7(C)[C@@H](CC[C@@H]7[C@H](C)CCC(=O)O)[C@@H]6[C@H](O)C[C@@H]5C4)c(C)c3)C[C@@]21C;98.3
CHEMBL374350;Mus musculus;Cc1cc2nc(NCCCO)n(CC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2cc1C;99.9
CHEMBL3741589;Mus musculus;O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1;99.5
CHEMBL373882;Rattus norvegicus;CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1;93.0
CHEMBL373749;Rattus norvegicus;O=C(NC1Cc2ccccc2NC1=O)c1cc2sc(Cl)c(Cl)c2[nH]1;0.03
CHEMBL373693;Rattus norvegicus;N#Cc1cnc(Nc2cc(CN3CCOCC3)ccn2)s1;90.9
CHEMBL373532;Mus musculus;O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)CC1;60.0
CHEMBL372357;Rattus norvegicus;O=c1c(C2=Nc3ccccc3S(=O)(=O)N2)c(O)c2cc(F)ccc2n1CCC1CC1;99.9
CHEMBL3663242;Rattus norvegicus;C[C@H]1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl;90.4
CHEMBL3644620;Rattus norvegicus;CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3cnc(N5CCCCC5)cn3)C4)n[nH]c2c1;99.9
CHEMBL3634761;Rattus norvegicus;CCn1cc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)cn1;97.8
CHEMBL3634598;Rattus norvegicus;Cc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl;95.5
CHEMBL3634015;Mus musculus;Cc1n[nH]c(C)c1[C@H](C)NC(=O)COc1cc(C(F)(F)F)c2c(-c3ccccc3)nn(C)c2n1;99.0
CHEMBL3634013;Mus musculus;COc1ccc([C@H](C)NC(=O)COc2cc(C(F)(F)F)c3c(-c4ccccc4)nn(C)c3n2)cc1;99.0
CHEMBL36327;Rattus norvegicus;O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1;85.0
CHEMBL3623311;Mus musculus;CCOc1ccc(-c2csc(Nc3ccc(Cl)cn3)n2)nc1;99.64
CHEMBL3623138;Mus musculus;Nc1ncc(C(=O)NC2CN(C(=O)C3CC3)C2)c2ccc(-c3cccc(F)c3)nc12;94.4
CHEMBL3623121;Mus musculus;CC(C)NC(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12;99.0
CHEMBL3623119;Mus musculus;CCC(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12;99.0
CHEMBL3622445;Rattus norvegicus;Cc1nnc2n1-c1ccc(-c3cncc([C@](C)(O)C(F)(F)F)c3)cc1CC2;25.0
CHEMBL3622444;Rattus norvegicus;CC(C)(O)c1cncc(-c2ccc3c(c2)CCc2nnc(C(F)(F)F)n2-3)c1;30.0
CHEMBL3622442;Rattus norvegicus;Cc1nnc2n1-c1ccc(-c3cncc(C(C)(C)O)c3)cc1CC2;67.0
CHEMBL3622331;Rattus norvegicus;COc1nc(N2CC[C@@H](C)N(C(=O)c3cc(C)ccc3-n3nccn3)CC2)ncc1C(F)(F)F;95.0
CHEMBL3622324;Rattus norvegicus;Cc1ncc(Cl)c(N2CC[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)CC2)n1;88.0
CHEMBL3622137;Rattus norvegicus;CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)c(C)s3)nc21;99.0
CHEMBL3618201;Rattus norvegicus;O=C(O)c1ccc(Oc2cc(NC(=O)N3CCC(O)(c4ccc(F)cc4)CC3)cc(Oc3ccc(F)cc3)c2)cc1;99.6
CHEMBL3618191;Rattus norvegicus;CCC(CC)CC1(O)CCN(c2nc3c(F)cc(C(F)(F)F)cc3[nH]2)CC1;99.0
CHEMBL3618190;Rattus norvegicus;O=C(Nc1cc(F)cc(C(F)(F)F)c1)N1CCC(O)(c2ccc(Br)cc2)CC1;99.0
CHEMBL3618189;Rattus norvegicus;CCC(CC)CC1(O)CCN(C(=O)Nc2cc(F)cc(C(F)(F)F)c2)CC1;97.0
CHEMBL361812;Rattus norvegicus;O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2;96.1
CHEMBL3617309;Rattus norvegicus;O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CCC2)c1ccccc1Cl;99.0
CHEMBL3617297;Rattus norvegicus;O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC2)c1c(F)cccc1F;99.0
CHEMBL3617295;Rattus norvegicus;O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CCC2)c1c(F)cccc1F;99.0
CHEMBL3617260;Mus musculus;CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F;99.3
CHEMBL3613642;Rattus norvegicus;CC(C)N1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc(C(F)(F)F)cc3[N+](=O)[O-])cc2)CC1;99.0
CHEMBL3613639;Rattus norvegicus;CC(C)N1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc(S(F)(F)(F)(F)F)cc3)cc2)CC1;99.91
CHEMBL3609819;Rattus norvegicus;COc1cccc2nc(CCCN(C)CC[C@]3(OC(=O)C(C)C)C[C@H]4CCC[C@@H]3c3ccccc34)[nH]c12;99.8
CHEMBL3609759;Rattus norvegicus;COc1cc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)n1;98.4
CHEMBL3609755;Rattus norvegicus;COc1c(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc(-n2cnc(C)c2)c1F;99.3
CHEMBL3609754;Rattus norvegicus;Cc1cn(-c2ccc(-c3cn([C@H]4CCc5c(F)cccc5N(CC(F)(F)F)C4=O)nn3)c(F)c2)cn1;99.3
CHEMBL3609749;Rattus norvegicus;COc1cc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1;99.4
CHEMBL3609540;Rattus norvegicus;Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(C2(C)CC2)n1;93.5
CHEMBL3609539;Rattus norvegicus;CCC(CC)c1nc(-c2sc(NC(=O)N3CCC[C@H]3C(N)=O)nc2C)cs1;94.0
CHEMBL3609538;Rattus norvegicus;Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(C2CCC2)n1;92.8
