chembl_id;organism;canonical_smiles;PPB /%
CHEMBL3609529;Rattus norvegicus;CN(C)[C@@H]1C[C@@H](C(N)=O)N(C(=O)Nc2nc3c(s2)-c2nc(C(C)(C)C)ncc2CC3)C1;94.5
CHEMBL3609528;Rattus norvegicus;CN(C)C[C@@]1(C(N)=O)CCCN1C(=O)Nc1nc2c(s1)-c1nc(C(C)(C)C)ncc1CC2;87.9
CHEMBL3609525;Rattus norvegicus;C[C@@H]1CCN(C(=O)Nc2nc3c(s2)-c2nc(C(C)(C)C)ncc2CC3)[C@@H]1C(N)=O;94.2
CHEMBL3609524;Rattus norvegicus;CC(C)(C)c1ncc2c(n1)-c1sc(NC(=O)N3CC[C@@H]4C[C@@]43C(N)=O)nc1CC2;90.0
CHEMBL3609520;Mus musculus;C[C@@H]1CCN(C(=O)Nc2nc3c(s2)-c2nc(C(C)(C)C(F)(F)F)sc2CC3)[C@@H]1C(N)=O;89.0
CHEMBL3609516;Rattus norvegicus;CC(C)(C)c1nc2c(s1)CCc1nc(NC(=O)N3CCC[C@@]3(C)C(N)=O)sc1-2;92.1
CHEMBL3609515;Rattus norvegicus;NC(=O)[C@@H]1CCCN1C(=O)Nc1nc2c(s1)-c1nc(CC3CC3)sc1CC2;95.0
CHEMBL3609514;Rattus norvegicus;CC(C)(C)c1nc2c(s1)CCc1nc(NC(=O)N3CCC[C@H]3C(N)=O)sc1-2;92.6
CHEMBL3608936;Rattus norvegicus;Cc1nc(NC(=O)N2CC[C@@H]3C[C@@]32C(N)=O)sc1-c1csc(C(C)(C)C)n1;91.8
CHEMBL3608927;Rattus norvegicus;Cc1nc(NC(=O)N2CC[C@@H](C)[C@H]2C(N)=O)sc1-c1csc(C2(C(F)(F)F)CC2)n1;93.5
CHEMBL3605458;Rattus norvegicus;CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(S(=O)(=O)CC)CC2)c2ccccc12;97.0
CHEMBL3605457;Mus musculus;CCS(=O)(=O)N1CCC([C@@H](C)n2c(C)c(C(=O)NCc3c(OC)cc(C)[nH]c3=O)c3ccccc32)CC1;94.0
CHEMBL3605456;Rattus norvegicus;COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCOCC2)c2ccccc12;66.0
CHEMBL3605455;Rattus norvegicus;CCS(=O)(=O)N1CCC([C@@H](C)n2c(C)c(C(=O)NCc3c(C)cc(C)[nH]c3=O)c3ccccc32)CC1;91.0
CHEMBL3605454;Rattus norvegicus;Cc1cc(C)c(CNC(=O)c2c(C)n([C@H](C)C3CCN(C)CC3)c3ccccc23)c(=O)[nH]1;41.0
CHEMBL3605453;Rattus norvegicus;Cc1cc(C)c(CNC(=O)c2c(C)n([C@H](C)C3CCOCC3)c3ccccc23)c(=O)[nH]1;86.0
CHEMBL3605452;Mus musculus;COC[C@@H](C)n1c(C)c(C(=O)NCc2c(C)cc(C)nc2O)c2ccccc21;84.0
CHEMBL3605451;Mus musculus;CCC(C)n1c(C)c(C(=O)NCc2c(C)cc(C)nc2O)c2ccccc21;97.0
CHEMBL3605450;Mus musculus;Cc1cc(C)c(CNC(=O)c2c(C)n(C(C)C)c3ccccc23)c(O)n1;95.0
CHEMBL3605449;Mus musculus;Cc1cc(C)c(CNC(=O)c2c(C)n(C(C)c3ccccn3)c3ccccc23)c(=O)[nH]1;88.0
CHEMBL3605448;Rattus norvegicus;Cc1cc(C)c(CNC(=O)c2c(C)n(C(C)c3cnn(C)c3)c3ccccc23)c(=O)[nH]1;80.0
CHEMBL3605446;Rattus norvegicus;Cc1cc(C)c(CNC(=O)c2c(C)n([C@H](C)c3ccccc3)c3ccccc23)c(=O)[nH]1;98.0
CHEMBL3605177;Rattus norvegicus;C[C@@H]1CCN(C(=O)Nc2nc3c(s2)-c2cc(C(C)(C)C(F)(F)F)ncc2OC3)[C@@H]1C(N)=O;96.7
CHEMBL3604429;Rattus norvegicus;C[C@H]1Cn2c(nnc2-c2cc(F)ccn2)CN1C(=O)c1cccc(Cl)c1Cl;91.0
CHEMBL3604426;Rattus norvegicus;COc1ccnc(-c2nnc3n2C[C@H](C)N(C(=O)c2cccc(Cl)c2Cl)C3)c1;93.0
CHEMBL3604424;Rattus norvegicus;C[C@H]1Cn2c(nnc2-c2ccccn2)CN1C(=O)c1cccc(Cl)c1Cl;55.1
CHEMBL3604423;Rattus norvegicus;C[C@H]1Cn2c(nnc2-c2cnccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl;69.8
CHEMBL3604421;Rattus norvegicus;C[C@H]1Cn2c(nnc2-c2ccc(F)cc2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl;92.2
CHEMBL3604333;Rattus norvegicus;C[C@H]1Cn2c(nnc2-c2ccc(F)cc2)CN1C(=O)c1cccc(Cl)c1Cl;92.2
CHEMBL3604331;Rattus norvegicus;C[C@@H]1c2nnc(-c3ccccn3)n2CCN1C(=O)c1cccc(Cl)c1Cl;93.1
CHEMBL3603923;Rattus norvegicus;N#Cc1cc(Cl)cc(-c2cc(-c3ccc(F)cn3)ncn2)c1;83.0
CHEMBL3603857;Rattus norvegicus;Cc1cc(C)c(CNC(=O)c2c(C)n(C(C)C(=O)N3CCCC3)c3ccccc23)c(O)n1;64.0
CHEMBL3601398;Mus musculus;COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2;99.0
CHEMBL3601397;Rattus norvegicus;COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCNC(=O)C4)CC3)cc1)C(=O)C2;99.0
CHEMBL3601377;Rattus norvegicus;COc1ccc(COc2cnn(CC(=O)c3ccc(CN(C)C)cc3C)c(=O)c2)nc1;90.0
CHEMBL3601322;Rattus norvegicus;CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)C[C@H]3CC[C@H](N(C)C)CC3)cc1)[C@H]2c1ccc(Cl)cc1;99.0
CHEMBL3598148;Rattus norvegicus;O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)cc1O;99.0
CHEMBL3598099;Rattus norvegicus;C[C@@H](OC(=O)N1CCC(O[C@H]2CC[C@H](Oc3cnc(S(C)(=O)=O)cn3)CC2)CC1)C(F)(F)F;96.0
CHEMBL3596279;Rattus norvegicus;O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3cccnc23)cc1O;99.0
CHEMBL3594232;Rattus norvegicus;Cc1cc(C(=O)O)nc(N2C[C@H]3C[C@@H](c4ccccc4C(F)(F)F)C[C@H]3C2)n1;99.4
CHEMBL3589557;Rattus norvegicus;Cl.O=C(c1cc(S(=O)(=O)Nc2ccccc2F)c(F)cc1Cl)N1CCN2CCC[C@@H]2C1;88.9
CHEMBL3586436;Mus musculus;Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4c(F)cccc4-n4nccn4)C[C@H]3C2)n1;92.7
CHEMBL3586434;Rattus norvegicus;Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4ccc(F)cc4-n4nccn4)C[C@H]3C2)n1;88.4
CHEMBL3586433;Rattus norvegicus;Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4cccc(F)c4-n4nccn4)C[C@H]3C2)n1;84.4
CHEMBL3582212;Rattus norvegicus;N#Cc1cc2c(cn1)[nH]c1ncc(-c3ccc(CN4CCC5(CC4)COC5)cc3)cc12;96.2
CHEMBL3582201;Rattus norvegicus;N#Cc1cc2c(cn1)[nH]c1ncc(-c3ccc(CN4CCCCC4)cc3)cc12;95.3
CHEMBL3581693;Mus musculus;CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl;99.5
CHEMBL3580976;Rattus norvegicus;CCN(Cc1ccc2[nH]cnc2c1Cl)c1nccc(Nc2cc(C3CC3)[nH]n2)n1;99.3
CHEMBL3580975;Rattus norvegicus;CN(Cc1ccc2[nH]cnc2c1Cl)c1nccc(Nc2cc(C3CC3)[nH]n2)n1;98.9
CHEMBL3580974;Rattus norvegicus;Clc1c(CNc2nccc(Nc3cc(C4CC4)[nH]n3)n2)ccc2[nH]cnc12;99.8
CHEMBL3580972;Rattus norvegicus;C[C@H](Nc1nccc(Nc2cc(C3CC3)[nH]n2)n1)c1ccc2[nH]cnc2c1;98.9
CHEMBL3578293;Rattus norvegicus;C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3c(C(F)(F)F)cccc3[nH]2)C1=O;99.0
CHEMBL3578286;Rattus norvegicus;C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cccnc4)ccc3[nH]2)C1=O;99.0
CHEMBL3578274;Rattus norvegicus;C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(C(F)(F)F)ccc3[nH]2)C1=O;99.0
CHEMBL3578271;Rattus norvegicus;C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(Cl)ccc3[nH]2)C1=O;99.0
CHEMBL355862;Rattus norvegicus;N=C(N)NC(=O)c1cnn(-c2cccc3ncccc23)c1C1CC1;54.0
CHEMBL3545367;Mus musculus;Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1;85.2
CHEMBL3545311;Rattus norvegicus;COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1;73.0
CHEMBL351231;Rattus norvegicus;C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1;94.0
CHEMBL346178;Rattus norvegicus;CC(=O)N(C)C1(c2ccccc2)CCN(CCC[C@]2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)c3ccccc3)C2)CC1;99.4
CHEMBL3427166;Mus musculus;CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+];71.0
CHEMBL3427143;Mus musculus;O=C(N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])OCc1cccc(Cl)c1.[Na+];97.0
CHEMBL3427141;Mus musculus;O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1cccc(Cl)c1;98.0
CHEMBL3417617;Rattus norvegicus;COc1ccc(C(c2ccc(OCCN(C(C)C)C(C)C)cc2)c2cccs2)cc1;60.0
CHEMBL3403793;Rattus norvegicus;CC[C@H](C)COc1ccc([C@H](CN)NC(=O)[C@@H](C)c2ccccc2)cc1;91.0
CHEMBL3403792;Rattus norvegicus;CC[C@H](C)COc1ccc([C@H](CO)NC(=O)[C@H]2C[C@@H]2c2cccs2)cc1;94.0
CHEMBL3403791;Mus musculus;CC(C)COc1ccc([C@H](CO)NC(=O)[C@H]2C[C@@H]2c2cccs2)cc1;95.0
CHEMBL3403790;Rattus norvegicus;COc1ccc([C@H](CO)NC(=O)[C@@H](C)c2ccccc2)cc1;77.0
CHEMBL3401350;Rattus norvegicus;CC(C)[C@]1(C)CC(=O)N(Cc2cc(F)cc(C(=O)N[C@@H](C)c3ccccc3)c2)C(=N)N1;94.1
CHEMBL3394868;Rattus norvegicus;COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1nc(-c2ccc(-c3ccc(-c4ccc5[nH]c([C@@H]6C[C@H](C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)cc3)cc2)c[nH]1)C(C)C;91.7
CHEMBL336156;Rattus norvegicus;COc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1;94.0
CHEMBL3360975;Rattus norvegicus;CC(C)(O)c1cn(-c2ccc(-c3cccc(S(C)(=O)=O)c3)cc2)c(C(C)(C)c2ccccc2Cl)n1;92.0
CHEMBL3360718;Mus musculus;O=C(Nc1ccc(S(=O)(=O)N2CCC(Cl)CC2)cc1)c1ccc([N+](=O)[O-])o1;84.0
CHEMBL3358920;Rattus norvegicus;O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21;98.0
CHEMBL3356151;Mus musculus;FCC[C@H]1C[C@@H]1c1cncc(N2C[C@@H]3CNC[C@@H]3C2)c1.O=C(O)C(F)(F)F;73.0
CHEMBL3342358;Mus musculus;CNc1nc(NCc2ccc(NS(C)(=O)=O)cc2Cl)cc(-c2ccccn2)n1;99.1
CHEMBL3341900;Rattus norvegicus;CC1(C)C(=O)N(c2ccc(F)c(C(F)(F)F)c2)C(=O)C1Cc1ccc(F)cc1NC(=O)Nc1ccc(S(N)(=O)=O)cc1;99.0
CHEMBL3338181;Rattus norvegicus;CCCc1cnc(N2CCC(Oc3ccn(-c4ccc(S(C)(=O)=O)cc4F)c(=O)c3)CC2)nc1;99.0
CHEMBL3330655;Mus musculus;C[C@H](CO)CONC(=O)c1ncc2cncn2c1Nc1ccc(I)cc1F;87.0
CHEMBL3330654;Rattus norvegicus;C[C@H](O)CONC(=O)c1ncc2cncn2c1Nc1ccc(I)cc1F;91.0
CHEMBL3330653;Rattus norvegicus;O=C(NOCCO)c1ncc2cncn2c1Nc1ccc(I)cc1F;89.0
CHEMBL3330652;Rattus norvegicus;O=C(NOCCO)c1ccn2cncc2c1Nc1ccc(I)cc1F;97.8
CHEMBL3330651;Rattus norvegicus;O=C(NOCCO)c1cc(F)c2cncn2c1Nc1ccc(I)cc1F;97.0
CHEMBL3330650;Rattus norvegicus;O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F;99.0
CHEMBL3329696;Rattus norvegicus;Cc1cc(N2CCC[C@@H](N)C2)c2c(n1)n(C)c(=O)n2Cc1ccccc1C#N;42.0
CHEMBL3314003;Rattus norvegicus;O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CCC2)c1c(F)cccc1Cl;99.0
CHEMBL3310783;Rattus norvegicus;N#Cc1c(O)nc(SCc2cccc(F)c2F)nc1C1CC1;99.0
CHEMBL3262028;Rattus norvegicus;COCCn1cc(-c2c(C)nc3c(N4CCOCC4)nccn23)cn1;73.0
CHEMBL3260563;Sus scrofa;Cc1ccc(Sc2ccccc2N2CCNCC2)c([11CH3])c1;98.0
CHEMBL325041;Rattus norvegicus;CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O;95.1
CHEMBL3234331;Rattus norvegicus;Cc1cccc(C)c1NC(=O)CC(C)NCc1cccc2ccccc12;96.0
CHEMBL3234330;Rattus norvegicus;Cc1cccc(C)c1NC(=O)CC(C)NCc1ccccc1;87.9
CHEMBL3234326;Rattus norvegicus;Cc1cccc(C)c1NC(=O)C1CCN(Cc2ccccc2)C1;93.6
CHEMBL3216541;Rattus norvegicus;CCN(CC)CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12.Cl.Cl;97.9
CHEMBL3216526;Rattus norvegicus;CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12.Cl.Cl;95.3
CHEMBL3215861;Rattus norvegicus;CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC.Cl.Cl;93.0
CHEMBL3186763;Mus musculus;CN1CCN(C)/C(=N/c2ccc([N+](=O)[O-])cc2C(=O)Nc2ccccc2)C1;85.0
CHEMBL3183122;Rattus norvegicus;CC[C@@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O;56.6
CHEMBL3134496;Rattus norvegicus;O=C(NC1CCCC1)N1Cc2cc(-c3c[nH]nc3C3CC3)cnc2C1;94.5
CHEMBL3126674;Rattus norvegicus;COc1c(C(=O)N[C@H]2CCCC[C@@H]2O)cc(Cc2ccc(-c3cccnc3)nc2)c2ccccc12;99.4
CHEMBL3126673;Rattus norvegicus;COc1c(C(=O)N[C@H]2CCCC[C@@H]2O)cc(Cc2ccc(-c3cnn(C)c3)nc2)c2ccccc12;99.9
CHEMBL3126672;Rattus norvegicus;COc1c(C(=O)N[C@H]2CCCC[C@@H]2O)cc(Cc2ccc(-n3cccn3)nc2)c2ccccc12;98.6
CHEMBL3126667;Rattus norvegicus;COc1c(C(=O)N[C@H]2CCCC[C@@H]2O)cc(Cc2ccc(C)nc2)c2ccccc12;98.4
CHEMBL3126661;Rattus norvegicus;COc1c(C(=O)N[C@H]2CCCC[C@@H]2O)cc(Cc2ccc(Cl)nc2)c2ccccc12;90.0
CHEMBL3115821;Mus musculus;O=C(Nc1ccc(F)c(-c2nc3cc(-c4ccccc4)cnc3[nH]2)c1)N1CCCC1;95.0
CHEMBL31049;Rattus norvegicus;COc1ccc(Cc2cccc(-c3c(O)c4ccc(Cl)cc4[nH]c3=O)c2)cc1;94.0
CHEMBL297453;Rattus norvegicus;O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1;85.0
CHEMBL286364;Rattus norvegicus;CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O;97.0
CHEMBL281872;Rattus norvegicus;COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1;95.0
CHEMBL272888;Rattus norvegicus;Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1;97.8
CHEMBL272850;Rattus norvegicus;COc1cc(OC)cc(C(=O)Nc2ccc(C)c(C(=O)Nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3)c2)c1;98.8
CHEMBL272172;Rattus norvegicus;CN(C(=O)CS(=O)(=O)N(C)C)[C@H]1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O;74.0
CHEMBL271984;Mus musculus;COc1cc2nccc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC;97.3
CHEMBL271847;Rattus norvegicus;CC(=O)N1C2C=C(CN3CCC(Nc4ccc5ccc(C(F)(F)F)cc5n4)CC3)CC1CCC2;97.3
CHEMBL271636;Rattus norvegicus;COc1cc(F)c2ccc(NC3CCN(CC4=CC5CCCC(C4)N5C(C)=O)CC3)nc2c1;96.3
CHEMBL271141;Rattus norvegicus;Cc1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1;95.8
CHEMBL271140;Rattus norvegicus;Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2C)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1;98.6
CHEMBL270744;Rattus norvegicus;CN(C)S(=O)(=O)N(C)[C@H]1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O;87.0
CHEMBL270548;Rattus norvegicus;COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(Cl)cc3)c2cc1OC;99.2
CHEMBL270515;Mus musculus;CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O;99.9
CHEMBL270514;Rattus norvegicus;CN1CCN(S(=O)(=O)N(C)[C@H]2CCCn3c2nc(C(=O)NCc2ccc(F)cc2)c(O)c3=O)CC1;76.0
CHEMBL270177;Mus musculus;CC1NC(N)=Nc2cccc(Cl)c21;84.0
CHEMBL266349;Rattus norvegicus;N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1;10.0
CHEMBL265502;Rattus norvegicus;Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1;97.0
CHEMBL264241;Mus musculus;CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1;99.0
CHEMBL263101;Rattus norvegicus;Cc1nc2ncccc2cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1;61.0
CHEMBL262777;Rattus norvegicus;CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O;50.0
CHEMBL262341;Rattus norvegicus;O=C1N=CC=C2N=C(c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)CC4)cc3)C(c3ccccc3)=CC12;97.3
CHEMBL261849;Mus musculus;COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1;93.0
CHEMBL261592;Rattus norvegicus;Cc1cc2cc(Nc3ncnn4cc(-c5nnc(C)o5)c(C(C)C)c34)cnc2[nH]1;97.2
CHEMBL258272;Rattus norvegicus;CC(=O)N1C2C=C(CN3CCC(N(C)c4nc5ccccc5s4)CC3)CC1CCC2;99.7
CHEMBL258198;Rattus norvegicus;N#Cc1ccc(NCC(F)(F)c2cccc(F)c2)c(F)c1CC(=O)NCCONC(=N)N;85.0
CHEMBL258018;Rattus norvegicus;Cc1nc(N)ccc1CNC(=O)Cc1c(C#N)ccc(NCC(F)(F)c2ccccn2)c1F;89.0
CHEMBL257557;Rattus norvegicus;COc1cc2nc(N3CCCN(C(=O)N4CCOCC4)CC3)cc(N)c2c(-c2ccc(F)cc2)c1OC;94.0
CHEMBL257543;Rattus norvegicus;N#Cc1ccc(NCC(F)(F)c2ccccn2)c(F)c1CC(=O)NCCONC(=N)N;56.0
CHEMBL257411;Rattus norvegicus;C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1;14.0
CHEMBL257197;Rattus norvegicus;C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N(C)C;14.0
CHEMBL257017;Rattus norvegicus;CC(=O)N1C2C=C(CN3[C@H]4CC[C@@H]3C[C@@H](Nc3ccc5cc(C(F)(F)F)ccc5n3)C4)CC1CCC2;98.4
CHEMBL256995;Rattus norvegicus;C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N(C)C;14.0
CHEMBL256958;Rattus norvegicus;COc1c(NC(=O)c2ccc(C)c(N3C=C(C(=O)NCC(C)(C)C)NN3)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O;92.0
CHEMBL256941;Rattus norvegicus;Cc1cccc(S(=O)(=O)Nc2ccc(C)n(CC(=O)NCCONC(=N)N)c2=O)c1;45.7
CHEMBL256851;Rattus norvegicus;CC(=O)N1C2C=C(CN3[C@H]4CC[C@@H]3C[C@@H](Nc3ccc5ccc(C(F)(F)F)cc5n3)C4)CC1CCC2;98.4
CHEMBL256850;Mus musculus;CC(=O)N1C2C=C(CN3[C@H]4CC[C@@H]3C[C@@H](Nc3ccc5ccc(OC(C)C)cc5n3)C4)CC1CCC2;96.7
CHEMBL256783;Rattus norvegicus;C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12)C(=O)N(C)C;1.0
CHEMBL256240;Rattus norvegicus;CNC(=O)c1cc(F)ccc1CNC(=O)c1nn2c(c1O)C(=O)N(C)C[C@@H]2c1ccccc1;12.0
CHEMBL256226;Mus musculus;Cc1cccc2c1n(C)c(=N)n2CC(=O)c1ccc(Cl)cc1;85.0
CHEMBL256190;Rattus norvegicus;CC(=O)N1C2C=C(CN3CCC(Nc4ccc5cc(Cl)ccc5n4)CC3)CC1CCC2;95.6
CHEMBL256188;Rattus norvegicus;CC(=O)N1C2C=C(CN3CCC(Nc4ccc5cc(C(F)(F)F)ccc5n4)CC3)CC1CCC2;95.4
CHEMBL256091;Rattus norvegicus;N#Cc1ccc(NCC(F)(F)c2ccccn2)c(F)c1CC(=O)NCc1ccc2c(N)noc2c1;98.7
CHEMBL256072;Rattus norvegicus;Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCCc4ncn(C)c4Cl)cc[nH]c3=O)nc12;98.3
CHEMBL255916;Rattus norvegicus;N#Cc1ccc(NCC(F)(F)c2ccccn2)c(F)c1CC(=O)NCc1ccc(N)nc1;85.0
CHEMBL255274;Rattus norvegicus;COc1cc2c(cc1OC)CN(c1nc(N3CCCN(C(=O)N4CC(O)C(O)C4)CC3)nc3cc(OC)c(OC)cc13)CC2;97.0
CHEMBL254992;Rattus norvegicus;COc1c(NC(=O)c2ccc(C)c(N3C=C(C(=O)NCC(C)(C)CN(C)C)NN3)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O;66.0
CHEMBL254784;Rattus norvegicus;Cc1ccc(C(F)(F)CNc2ccc(C#N)c(CC(=O)NCCONC(=N)N)c2F)nc1;97.6
CHEMBL254353;Rattus norvegicus;N#Cc1ccc(NCc2cccc3cccnc23)c(F)c1CC(=O)NCCONC(=N)N;99.6
CHEMBL253968;Rattus norvegicus;O=C(Cn1cc(Nc2nncc3cc(OCCCN4CCC[C@@H]4CO)ccc23)cn1)Nc1cccc(F)c1F;91.0
CHEMBL253293;Rattus norvegicus;O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)NC1CCN(CCC2CCS(=O)(=O)C2)CC1;97.0
CHEMBL252503;Rattus norvegicus;CC(C)(C)C(=O)N1CCC(CN2CCC(NC(=O)Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)CC1;99.0
CHEMBL252502;Rattus norvegicus;CC(=O)N1CCC(CN2CCC(NC(=O)Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)CC1;95.0
CHEMBL252442;Rattus norvegicus;COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CC=C(c2ccccc2)C1;34.0
CHEMBL252258;Mus musculus;CC(=O)N1C2C=C(CN3C4CCC3CC(NC(=O)Nc3cc(F)cc(C(F)(F)F)c3)C4)CC1CCC2;93.0
CHEMBL251865;Rattus norvegicus;COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1C=CC(c2ccccc2)CC1;30.0
