chembl_id;organism;canonical_smiles;Vdss /L.kg-1
CHEMBL1935584;Rattus norvegicus;CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OC[C@@H](C)Cc3ccc(F)cc3)ccc21.Cl;5.7
CHEMBL1935576;Rattus norvegicus;CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OCCCc3ccc(F)cc3)ccc21.Cl;5.3
CHEMBL1935291;Mus musculus;CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3nccs3)cc12)C(=O)O;0.8
CHEMBL1934835;Rattus norvegicus;CC(=O)Nc1cccc(C2CCN(CCCn3nc(-c4ccc(F)c(F)c4)c4ccccc4c3=O)CC2)c1;19.0
CHEMBL1934523;Rattus norvegicus;COCCCS(=O)(=O)c1ccc(-c2ccc(CCN3CCC[C@H]3C)cc2)cc1;7.54
CHEMBL1934521;Rattus norvegicus;C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)CCO)cc2)cc1;5.0
CHEMBL1934520;Rattus norvegicus;COCCS(=O)(=O)c1ccc(-c2ccc(CCN3CCC[C@H]3C)cc2)cc1;7.6
CHEMBL1934476;Rattus norvegicus;Cc1nc(-c2ccc(Cl)cc2)sc1C(=O)N[C@H]1CCCN(c2cccc(C(=O)O)c2)C1;0.832
CHEMBL1934426;Rattus norvegicus;Cc1nn(C2CCOCC2)c(NS(=O)(=O)c2ccc(C3CC3)cc2)c1C(=O)N[C@@H](C)C(C)(C)C;0.5
CHEMBL1934424;Rattus norvegicus;CO[C@H]1CC[C@@H](n2nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c2NS(=O)(=O)c2ccc(C)cc2)CC1;1.2
CHEMBL1934356;Rattus norvegicus;CCCS(=O)(=O)c1ccc(-c2ccc(CCN3CCC[C@H]3C)cc2)cc1;5.9
CHEMBL1934355;Rattus norvegicus;CCS(=O)(=O)c1ccc(-c2ccc(CCN3CCC[C@H]3C)cc2)cc1;14.3
CHEMBL1934354;Rattus norvegicus;C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1;19.8
CHEMBL1934264;Rattus norvegicus;O=C(N[C@H]1CCCc2cc(CN3CCCCC3)ccc21)c1ccc(-c2coc3cccc(F)c3c2=O)cc1;8.83
CHEMBL1934260;Rattus norvegicus;O=C(N[C@H]1CCCc2cc(CN3CCCCC3)ccc21)c1ccc(-c2coc3cccc(Cl)c3c2=O)cc1;6.67
CHEMBL1934259;Rattus norvegicus;O=C(N[C@H]1CCCc2cc(CN3CCCCC3)ccc21)c1ccc(-c2coc3ccccc3c2=O)cc1;9.27
CHEMBL1934205;Rattus norvegicus;COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cccc(OC)c4nc3OC)CC2)c1;4.9
CHEMBL1934204;Rattus norvegicus;COc1nc2c(OC)cccc2nc1NC(=O)N1CCN(c2cc(C)cc(C)c2)CC1;6.23
CHEMBL1934203;Rattus norvegicus;COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cccc(C)c4nc3OC)CC2)c1;22.2
CHEMBL1933586;Mus musculus;CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc(C(N)=O)cn4C)n3)c2)CC1.O=C(O)C(F)(F)F;2.5
CHEMBL1933582;Mus musculus;CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc5c(n4C)CCNC5=O)n3)c2)CC1;2.49
CHEMBL1933550;Rattus norvegicus;O=C(c1cc2ccc(F)cc2[nH]1)N1C[C@]2(CCN(C3CCNC3)C2)c2ccccc21;1.6
CHEMBL1933536;Rattus norvegicus;O=C(c1cc2cc(Cl)ccc2[nH]1)N1C[C@]2(CCN(C3CCNC3)C2)c2ccccc21;13.0
CHEMBL1933365;Rattus norvegicus;O=C(O)CCNC(=O)c1ccc(C(Nc2cnn(-c3ccc(C(F)(F)F)cc3)c2)C2CCCC2)cc1;2.83
CHEMBL1933364;Rattus norvegicus;O=C(O)CCNC(=O)c1ccc(C(CCC(F)(F)F)Nc2cnn(-c3ccc(C(F)(F)F)cc3)c2)cc1;0.615
CHEMBL1933363;Rattus norvegicus;CCCC(Nc1cnn(-c2ccc(C(F)(F)F)cc2)c1)c1ccc(C(=O)NCCC(=O)O)cc1;1.13
CHEMBL1933360;Rattus norvegicus;CCCC(Oc1cnn(-c2ccc(C(F)(F)F)cc2)c1)c1ccc(C(=O)NCCC(=O)O)cc1;1.17
CHEMBL1933349;Rattus norvegicus;COc1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1;2.1
CHEMBL1929551;Rattus norvegicus;Cc1cccc(C[C@H](O)/C=C/[C@H]2CCC(=S)N2CCSCCCC(=O)O)c1;1.76
CHEMBL1929550;Rattus norvegicus;COCc1cccc(C[C@H](O)/C=C/[C@H]2CCC(=S)N2CCCCCCC(=O)O)c1;0.53
CHEMBL1929544;Rattus norvegicus;COCc1cccc(C[C@H](O)/C=C/[C@H]2CSC(=O)N2CCSCCCC(=O)O)c1;0.325
CHEMBL1929542;Rattus norvegicus;O=C(O)CCCSCCN1C(=O)SC[C@@H]1/C=C/[C@@H](O)Cc1cccc(C(F)(F)F)c1;0.512
CHEMBL1929541;Rattus norvegicus;CCCc1cccc(C[C@H](O)/C=C/[C@H]2CSC(=O)N2CCSCCCC(=O)O)c1;1.28
CHEMBL1929540;Rattus norvegicus;CCc1cccc(C[C@H](O)/C=C/[C@H]2CSC(=O)N2CCSCCCC(=O)O)c1;0.538
CHEMBL1929539;Rattus norvegicus;O=C(O)CCCSCCN1C(=O)SC[C@@H]1/C=C/[C@@H](O)Cc1ccccc1;0.792
CHEMBL1929533;Rattus norvegicus;O=C(O)CCCSCCN1C(=O)OC[C@@H]1/C=C/[C@@H](O)Cc1cccc(C(F)(F)F)c1;0.631
CHEMBL1929530;Rattus norvegicus;Cc1cccc(C[C@H](O)/C=C/[C@H]2COC(=O)N2CCSCCCC(=O)O)c1;0.291
CHEMBL1929526;Rattus norvegicus;COCc1cccc(C[C@H](O)/C=C/[C@H]2CCC(=O)N2CCCCCCC(=O)O)c1;0.386
CHEMBL1929039;Rattus norvegicus;Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1ccc2c(c1)NC(=O)CO2;4.626
CHEMBL1927165;Rattus norvegicus;COc1ccc2ncc(F)c([C@@H](O)CN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1;9.8
CHEMBL1927157;Rattus norvegicus;Cl.O=c1c2c3n(c(=O)cc2[nH]n1-c1ccccc1Cl)CCCN(Cc1ccccn1)C3;0.47
CHEMBL1927147;Rattus norvegicus;Cl.O=c1c2c3n(c(=O)cc2[nH]n1-c1ccccc1Cl)CCCN(Cc1ccccc1)C3;0.28
CHEMBL1926900;Rattus norvegicus;COCCOc1ccc(N(Cc2cnccc2C)C2CCN([C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)cc1;9.2
CHEMBL1926896;Rattus norvegicus;COc1ccc(N(Cc2cnccc2C)C2CCN([C@H](C)CCNC(=O)c3c(C)cc(F)nc3C)CC2)cc1;4.6
CHEMBL1926894;Rattus norvegicus;COc1ccc(N(Cc2cccnc2)C2CCN([C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)cc1;50.5
CHEMBL1926893;Rattus norvegicus;COc1ccc(N(Cc2cnccc2C)C2CCN([C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)cc1;40.5
CHEMBL1926891;Rattus norvegicus;COc1ccc(N(Cc2cnccc2C)C2CCN([C@H](C)CCNC(=O)c3c(C)ccnc3Cl)CC2)cc1;15.4
CHEMBL1926886;Rattus norvegicus;CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(N(Cc2cccc(C#N)c2)c2ccc(OC(F)(F)F)cc2)CC1;23.7
CHEMBL1926878;Rattus norvegicus;CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(N(Cc2ccccc2)c2ccc(Oc3ccc(C(=O)O)cc3)cc2)CC1;4.2
CHEMBL1926763;Rattus norvegicus;COc1ccc2nccc(NC(=O)[C@]3(O)CC[C@@H](NCc4cc5c(cn4)OCCO5)CC3)c2n1;2.41
CHEMBL1924024;Rattus norvegicus;COc1cc(C(=O)NCCN2CCCC2)ccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1;2.7
CHEMBL1924014;Rattus norvegicus;O=C(NCCN1CCCCC1)c1ccc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1;1.9
CHEMBL1923983;Rattus norvegicus;CNc1nc2[nH]c(-c3cccc(CNC(=O)COC)n3)cc2c2c1ncn2C;1.8
CHEMBL1923644;Rattus norvegicus;C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccc(F)cc2O1;0.9
CHEMBL1923642;Rattus norvegicus;C[C@@H]1C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccc(F)cc2OCCN[C@@H](C2CC2)C(=O)N1C;1.8
CHEMBL1923640;Rattus norvegicus;C[C@@H]1C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2cccc3c2O[C@H](CC3)CN[C@@H](C2CC2)C(=O)N1C;1.1
CHEMBL1923638;Rattus norvegicus;C[C@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1;2.1
CHEMBL1923629;Rattus norvegicus;C[C@@H]1CN[C@@H](C2CCCCC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1;4.7
CHEMBL1923625;Rattus norvegicus;C[C@@H]1C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2OCCN[C@@H](C2CC2)C(=O)N1C;1.4
CHEMBL1923622;Rattus norvegicus;C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCc2ccccc2O1;1.3
CHEMBL1923621;Rattus norvegicus;C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(Cl)cc2)C(=O)NCCCc2ccccc2O1;1.4
CHEMBL1923620;Rattus norvegicus;CC[C@H](C)[C@@H]1NC[C@@H](C)Oc2ccccc2CCCNC(=O)[C@@H](Cc2ccc(F)cc2)NC(=O)[C@@H](C)N(C)C1=O;2.5
CHEMBL1923619;Rattus norvegicus;CC(C)[C@@H]1NC[C@@H](C)Oc2ccccc2CCCNC(=O)[C@@H](Cc2ccc(F)cc2)NC(=O)[C@@H](C)N(C)C1=O;2.0
CHEMBL1923618;Rattus norvegicus;CCC[C@@H]1NC[C@@H](C)Oc2ccccc2CCCNC(=O)[C@@H](Cc2ccc(F)cc2)NC(=O)[C@@H](C)N(C)C1=O;1.7
CHEMBL1923617;Rattus norvegicus;CC[C@H](C)[C@@H]1NCCOc2ccccc2CCCNC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)[C@@H](C)N(C)C1=O;3.2
CHEMBL1923502;Rattus norvegicus;C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1.Cl.O;1.7
CHEMBL1923181;Rattus norvegicus;COc1cccc([C@@H](C)NC(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1;0.94
CHEMBL1923173;Rattus norvegicus;COc1cccc([C@@H](C)NC(=O)c2c[nH]c3cc(-c4cn[nH]c4)ccc23)c1;0.37
CHEMBL1922823;Mus musculus;NC(=O)C(NC1CCC(c2c[nH]c3ccccc23)CC1)C1CCN(C(=O)/C=C/c2cc(F)cc(F)c2)CC1;3.71
CHEMBL1922675;Rattus norvegicus;Cc1ccc(COc2ccc3c(c2)c(SC(C)(C)C)c(CC(C)(C)C(=O)[O-])n3Cc2ccc(-c3ccc(F)cn3)cc2)nc1.[Na+];0.38
CHEMBL1922674;Rattus norvegicus;Cc1ccc(COc2ccc3c(c2)c(SC(C)(C)C)c(CC(C)(C)C(=O)[O-])n3Cc2ccc(-c3ccc(C)cn3)cc2)nc1.[Na+];0.16
CHEMBL1922673;Rattus norvegicus;CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)[O-])c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1.[Na+];0.7
CHEMBL1922405;Rattus norvegicus;O=c1[nH]ccc2c(Cc3nnc4ccc(-c5ccccc5)nn34)cccc12;6.4
CHEMBL1922381;Rattus norvegicus;CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(NC(=O)[C@H]4CC[C@H](C(=O)O)CC4)cs3)nc2-c2csc(n2)-c2csc(n2)[C@H]([C@@H](O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C;0.1
CHEMBL1922270;Rattus norvegicus;C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCCC3CCOCC3)C[C@@H]21;16.0
CHEMBL1922139;Rattus norvegicus;COc1cccc(CNC(=O)c2[nH]c3cc(-c4cn[nH]c4)ccc3c2CN2CCOCC2)c1;2.0
CHEMBL1922137;Rattus norvegicus;COc1cccc(CNC(=O)c2cn(CCN3CCCC3)c3nc(-c4cn[nH]c4)ccc23)c1;10.0
CHEMBL1922132;Rattus norvegicus;COc1cccc(CNC(=O)c2c[nH]c3nc(-c4cn[nH]c4)ccc23)c1;0.52
CHEMBL1922129;Rattus norvegicus;COc1cccc(CNC(=O)c2cn(CCN(C)C)c3cc(-c4cn[nH]c4)ccc23)c1;3.2
CHEMBL1922106;Mus musculus;Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12.Cl;1.7
CHEMBL1922045;Rattus norvegicus;COc1cccc(CNC(=O)c2c[nH]c3cc(-c4cn[nH]c4)ccc23)c1;0.26
CHEMBL1922043;Rattus norvegicus;COc1cccc(CN(C(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)C2CC2)c1;1.2
CHEMBL1922035;Rattus norvegicus;COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3n2C)c1;0.5
CHEMBL1922034;Rattus norvegicus;COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1;0.3
CHEMBL1922026;Rattus norvegicus;COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)cc3[nH]2)c1;0.46
CHEMBL1921965;Rattus norvegicus;Cl.O=C(Nc1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1)c1ccccn1;0.58
CHEMBL1921964;Rattus norvegicus;Cl.O=C(Nc1ccc(N2C(=O)CC3(CCCCC3)C2=O)c(Cl)c1)c1ccccn1;5.5
CHEMBL1921963;Rattus norvegicus;Cl.O=C(Nc1ccc(N2C(=O)[C@H]3[C@H]4C=C[C@H](C4)[C@H]3C2=O)c(Cl)c1)c1ccccn1;18.0
CHEMBL1917511;Rattus norvegicus;CC(C)(C)c1cc(C(=O)Nc2nc(CN)cs2)n(Cc2ccccc2)n1;10.1
CHEMBL1917456;Rattus norvegicus;Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O;1.7
CHEMBL1917449;Rattus norvegicus;CC(=O)Nc1cccc2c1c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O;0.2
CHEMBL1917433;Rattus norvegicus;Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O;1.1
CHEMBL1917389;Mus musculus;O=C(O)COc1ccc(Cl)cc1C#Cc1cccc(Cl)c1;0.3
CHEMBL1916897;Mus musculus;Cc1ccc(F)cc1Nc1nc2cc(Cl)c(N(C)C(=O)/C=C/CN(C)C)cc2n2cncc12;4.51
CHEMBL1916891;Mus musculus;Cc1ccccc1Nc1nc2cc(F)c(N(C)C(=O)/C=C/CN(C)C)cc2n2cncc12;6.2
CHEMBL1916559;Rattus norvegicus;O=C(O)CCC(=O)N1CCc2cc(-c3noc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)ccc21;0.564
CHEMBL1916525;Rattus norvegicus;[O-][n+]1ccc2c(-c3ccc(F)cc3F)cc(NC3CCNCC3)nc2c1-c1c(F)cccc1F;10.3
CHEMBL1916399;Mus musculus;N#Cc1cc(OC(F)(F)F)cc(-c2nc(-c3ccc4c(c3)CCN4C(=O)CCC(=O)O)no2)c1;0.275
CHEMBL1916344;Rattus norvegicus;Cc1ccccc1-c1c2nccc(-c3ccc(F)cc3F)c2cc[n+]1[O-];1.7
CHEMBL1916288;Rattus norvegicus;Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C;0.23
CHEMBL1916282;Rattus norvegicus;Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1;0.45
CHEMBL1916224;Rattus norvegicus;CCOC(=O)N1CCC(N2CCC[C@@H](NC(=O)c3ccccc3C)C2)CC1;0.98
CHEMBL1916210;Mus musculus;O=C1[C@H](N(CCN2CCOCC2)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC=CCN1O;1.4
CHEMBL1916129;Rattus norvegicus;COc1cc(OC(F)F)cc2c1nc(C)c1c(C)nc(-c3cccnc3C)n12;0.6
CHEMBL1916123;Rattus norvegicus;COc1cc(OC)c2nc(C)c3c(C)nc(-c4cnccc4C)n3c2c1;1.3
CHEMBL1916113;Rattus norvegicus;COc1cc(F)cc2c1nc(C)c1c(C)nc(-c3ccncc3C)n12;0.9
CHEMBL1916091;Rattus norvegicus;COc1ccc2nc(C)c3c(C)nc(-c4cnccc4C)n3c2n1;1.0
CHEMBL1916050;Rattus norvegicus;O=C1[C@H](NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC=CCN1O;3.3
CHEMBL1916039;Rattus norvegicus;Fc1ncncc1Cn1nc(-c2nc(C(F)(F)F)n[nH]2)c2cccnc21;3.1
CHEMBL1916036;Rattus norvegicus;FC(F)(F)c1n[nH]c(-c2nc(Cc3cncnc3)c3ccccn23)n1;3.7
CHEMBL1915910;Rattus norvegicus;COc1ccc2nc(C)c3c(C)nc(-c4c(C)nn(C)c4C)n3c2n1;0.7
CHEMBL1915863;Rattus norvegicus;Cc1cc(OC[C@@H]2CN(C)c3ccccc3O2)cc(C)c1C(=O)Nc1cc(C(C)(C)C(=O)O)ccc1Cl;0.669
CHEMBL1915856;Rattus norvegicus;Cc1cc(OC[C@@H]2CN(C)c3ccccc3O2)cc(C)c1C(=O)Nc1cc(CC(=O)O)ccc1Cl;0.622
CHEMBL1915783;Rattus norvegicus;Cc1noc(NC(=O)N2CCC3(CC2)CC(c2ccc(F)c(Cl)c2)C3)c1C;3.4
CHEMBL1915569;Mus musculus;COc1cc(Nc2nc3c(s2)CCCC3c2ccccc2)ccc1-n1cnc(C)c1;4.6
CHEMBL1915264;Rattus norvegicus;Cc1cc(C(=O)NN2CCOCC2)nn1Cc1cc(Cl)cc2cc(-c3ccccc3)oc12;3.5
CHEMBL1915255;Rattus norvegicus;Cc1cc(C(=O)NC(C)(C)C)nn1Cc1cc(Cl)cc2cc(-c3ccccc3)oc12;4.3
CHEMBL1915251;Rattus norvegicus;Cc1cc(C(=O)NN2CCOCC2)nn1Cc1cc(Cl)cc2cc(C(C)C)oc12;3.0
CHEMBL1915048;Rattus norvegicus;CN[C@@H]1CCN(c2nc(N)nc3c2oc2ncc(Cl)cc23)C1;6.9
CHEMBL1914990;Rattus norvegicus;CC(C)N(/C(Cc1ccc([N+](=O)[O-])cc1)=N/P(=O)(Oc1ccccc1)Oc1ccccc1)C(C)C;5.3
CHEMBL1914743;Rattus norvegicus;O=S(=O)(Nc1cc(-c2ccc3ncc(N4CCOCC4)nc3c2)cnc1Cl)c1ccc(F)cc1;0.19
CHEMBL1914742;Rattus norvegicus;CC(C)N1CCN(c2cnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5)c4)cc3n2)CC1;0.4
CHEMBL1914735;Rattus norvegicus;O=S(=O)(Nc1cc(-c2ccc3ncc(NCCN4CCCCC4)nc3c2)cnc1Cl)c1ccc(F)cc1;0.19
CHEMBL1914727;Rattus norvegicus;O=S(=O)(Nc1cc(-c2ccc3nccc(-c4ccncc4)c3c2)cnc1Cl)c1ccc(F)cc1;0.52
CHEMBL1914726;Rattus norvegicus;O=S(=O)(Nc1cc(-c2ccc3nccc(-c4cccnc4)c3c2)cnc1Cl)c1ccc(F)cc1;0.81
CHEMBL1914489;Rattus norvegicus;CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O;0.5
CHEMBL1912068;Rattus norvegicus;CC(C)S(=O)(=O)NCCCCCNc1nc(-c2ccccn2)cs1;22.0
CHEMBL1911664;Rattus norvegicus;CC(C)(C[C@@](O)(Cc1cc2ccc(C#N)cc2[nH]1)C(F)(F)F)c1cc(S(C)(=O)=O)cc2c1OCC2;7.7
CHEMBL1911538;Rattus norvegicus;Cc1c(COc2cc(OCCC(C)(C)O)ccn2)[nH]c2ccccc2c1=O;1.4
CHEMBL1911525;Mus musculus;Cc1c(COc2cccc(OCC3CCOCC3)c2)[nH]c2ccccc2c1=O;2.3
CHEMBL1911341;Rattus norvegicus;Cc1ccc2c(N)noc2c1-c1ccc2c(c1)NC(=O)C21CCOCC1;2.0
CHEMBL1911338;Rattus norvegicus;Cc1ccc2c(NC3CC3)noc2c1-c1ccc2c(c1)NC(=O)C21CCOCC1;0.8
CHEMBL1911333;Rattus norvegicus;Cc1nnc(-c2ccc(C)c(-c3ccc4c(c3)NC(=O)C43CCN(S(C)(=O)=O)CC3)c2)[nH]1;1.75
CHEMBL1911272;Rattus norvegicus;CN(C)C(=O)c1ccc(-c2ccc3c(n2)Oc2ccccc2[C@H]3C(C)(C)C(=O)Nc2nncs2)cc1F;1.0
CHEMBL1911194;Rattus norvegicus;Cc1nnc(-c2ccc(C)c(-c3ccc4c(c3)NC(=O)C43CCOCC3)c2)[nH]1;1.0
CHEMBL1910947;Rattus norvegicus;O=C(NCc1cc(F)cc(F)c1)c1nc(N2CCCCS2(=O)=O)cc(Br)c1O;0.4
CHEMBL1910856;Rattus norvegicus;CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2cccc(O)c2)C1;8.4
CHEMBL1910547;Rattus norvegicus;O=C([C@H]1CNCC[C@]1(OCC(O)CO)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccc(F)c2)c2cccc(F)c12)C1CC1;0.4
CHEMBL1910319;Rattus norvegicus;O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccc(F)c2)c2cccc(F)c12)C1CC1;48.0
CHEMBL1910294;Rattus norvegicus;COCCCc1cc(CN(C(=O)C2CNCCC2(O)c2ccc(F)c(F)c2)C2CC2)cc(OCCOC)c1;5.0
CHEMBL1910292;Rattus norvegicus;COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)cc(OCCOC)c1;5.0
CHEMBL1909725;Rattus norvegicus;CN(C)S(=O)(=O)NCCCCCNc1nc(-c2ccccn2)cs1;47.0
CHEMBL189192;Rattus norvegicus;Cn1nc(C(F)(F)F)c(CN2CCN(c3nc(N)n4nc(-c5ccco5)nc4n3)CC2)c1Cl;1.8
CHEMBL1873475;Rattus norvegicus;C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1;1838.0
CHEMBL1863379;Rattus norvegicus;N#Cc1ccc(C(O)(c2ccc(C(F)(F)F)cc2)c2cccnc2)cc1;5.7
CHEMBL1863146;Rattus norvegicus;NC(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1;3.6
CHEMBL1863007;Rattus norvegicus;CC(C)Oc1ncc(C(O)(c2cccnc2)c2ccc(Cl)cc2F)cn1;9.1
CHEMBL186279;Rattus norvegicus;CC(C)(CO)CCCCC(=O)CCCCC(C)(C)CO;2.072
CHEMBL186179;Mus musculus;COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1;0.6
CHEMBL186046;Rattus norvegicus;Nc1nc(N2CCN(Cc3c(Cl)cccc3Cl)CC2)nc2nc(-c3ccco3)nn12;2.8
CHEMBL186027;Rattus norvegicus;Cc1ccc2nc(Cl)c(CN3CCN(c4nc(N)n5nc(-c6ccco6)nc5n4)CC3)cc2c1;0.5
CHEMBL186023;Rattus norvegicus;Nc1nc(N2CCN(Cc3ccnc4ccccc34)CC2)nc2nc(-c3ccco3)nn12;0.8
CHEMBL185967;Rattus norvegicus;Nc1nc(N2CCN(Cc3cc4ccccc4nc3Cl)CC2)nc2nc(-c3ccco3)nn12;0.5
CHEMBL185271;Rattus norvegicus;COCC1=C(C(=O)OC)[C@H](c2ccc(F)c(F)c2)N(C(=O)NCCCN2CCC(c3cccc(NC(C)=O)c3)CC2)C(=O)N1;24.0
CHEMBL184514;Rattus norvegicus;CC(C)C[C@@H](C(=O)NCC#N)c1cccc(-c2ccc(N3CCNCC3)cc2)c1;14.8
CHEMBL183937;Rattus norvegicus;Cc1cc(O)c(C(=O)CCc2ccc3occc3c2)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1;11.39
CHEMBL183706;Rattus norvegicus;CCOCCn1cc(C2CCN(CCOc3ccccc3C(=O)O)CC2)c2ccccc21;0.7
CHEMBL1836947;Rattus norvegicus;COc1cc(OC(F)F)ccc1-n1c(C)nc2c(NC(C3CC3)C3CC3)nc(C)nc21;8.2
CHEMBL1836945;Rattus norvegicus;Cc1nc(NC(C2CC2)C2CC2)c2nc(C)n(-c3ccc(OC(F)F)cc3Cl)c2n1;4.5
CHEMBL1836944;Rattus norvegicus;Cc1nc(NC(C2CC2)C2CC2)c2nc(C)n(-c3ccc(OC(F)F)cc3)c2n1;2.0
CHEMBL1836932;Rattus norvegicus;COc1ccc(-n2c(C)nc3c(NC(C4CC4)C4CC4)nc(C)nc32)cc1;2.0
CHEMBL1836317;Rattus norvegicus;CS(=O)(=O)NC[C@H]1CC[C@H](Nc2nc3c(s2)CCSc2ccccc2-3)CC1;3.3
CHEMBL1836215;Rattus norvegicus;Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(C(CO)CO)C2;4.1
CHEMBL1836214;Rattus norvegicus;CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(C(CO)CO)C4)no2)cc1C#N;3.7
CHEMBL1836213;Rattus norvegicus;Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)cnc2c1CCN(C(CO)CO)C2;3.3
CHEMBL1836212;Rattus norvegicus;CC(C)Oc1ccc(-c2nc(-c3cccc4c3OCCN(C(CO)CO)C4)no2)cc1C#N;3.3
CHEMBL1836172;Rattus norvegicus;CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(C(CO)CO)CC4)no2)cc1C#N;7.6
