chembl_id;organism;canonical_smiles;Vdss /L.kg-1
CHEMBL4060556;Rattus norvegicus;O=C(c1ccccc1)N1CCc2oc(-c3ccc(F)cn3)nc2C1;0.73
CHEMBL4060493;Mus musculus;CN1CCc2ccc(Nc3nnc(-c4cc(-c5cccnc5)cc(C(F)(F)F)c4)o3)cc2C1;3.5
CHEMBL4060413;Rattus norvegicus;COc1nn(C)c2ncnc(NS(=O)(=O)c3cccc(Cl)c3Cl)c12;0.3
CHEMBL4060354;Rattus norvegicus;CC(c1cc2cc(-c3cnn(C)c3)cnc2cc1F)n1nnc2ncc(-c3ccc(C(N)=O)c(F)c3)nc21;2.0
CHEMBL4060201;Rattus norvegicus;O=C(CCCCCCn1cc(-c2ncnc3[nH]ccc23)cn1)NO;1.49
CHEMBL4059991;Rattus norvegicus;CC(=O)N[C@H]1CSCc2cc3cc(c2)CSC[C@H](NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)N(C)CC(=O)N(C)CC(=O)N(C)CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)O)CSC3;0.93
CHEMBL4059948;Rattus norvegicus;c1ccc(N2CCN(CCCN3CCN(c4ccccn4)CC3)CC2)nc1;23.7
CHEMBL4059912;Rattus norvegicus;C[C@H]1NCCC[C@@H]1Nc1ncc(C(N)=O)c2sc(-c3ccccc3)cc12;24.0
CHEMBL4059831;Mus musculus;CC[C@@H](NC(=O)c1cnn2cc(C)cnc12)c1ccc(OC(F)(F)F)cc1;4.363
CHEMBL4059790;Rattus norvegicus;COc1cc2ncnc(-n3nc(Nc4ccc(N5CCN(C6CC7CCC6C7)CC5)c(Cl)c4)nc3N)c2cc1OC;27.0
CHEMBL4059788;Rattus norvegicus;O=C(O)c1ccc(NC(=O)[C@@H]2c3cccc(N4CCOCC4=O)c3CCN2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1;0.68
CHEMBL405401;Rattus norvegicus;Cc1ccc(NC(=O)c2ccc(C(C)(C)C)cc2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1;15.8
CHEMBL404519;Rattus norvegicus;C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12;0.1
CHEMBL404511;Mus musculus;CC1NC(NCC(F)F)=Nc2cccc(Cl)c21;3.6
CHEMBL404384;Rattus norvegicus;NCC1(Cc2noc(=O)[nH]2)CCCCC1;1.25
CHEMBL404346;Rattus norvegicus;CN(C)Cc1nccn1-c1ccc(N2CCC(NS(=O)(=O)CCc3ccc(Cl)s3)C2=O)c(F)c1;1.1
CHEMBL404005;Rattus norvegicus;COc1cccc2c1c(/C=C1\C(=O)NN=C1c1snnc1C)cn2C;2.2
CHEMBL403939;Rattus norvegicus;Cc1cc(NC(=O)C2CCOCC2)nn1Cc1cc(Cl)ccc1OCc1ccccc1;3.3
CHEMBL403858;Rattus norvegicus;O=C(N[C@@H]1C[C@H]2CCN(C2)C1)c1cc2ccoc2cn1;2.4
CHEMBL403813;Mus musculus;N#Cc1cc(CN2CCC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1;5.4
CHEMBL403812;Rattus norvegicus;Nc1ccccc1NC(=O)c1ccc(-c2ncc(CN3CCC3)cc2F)cc1;6.3
CHEMBL403776;Rattus norvegicus;CN1CCN(CCc2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1;15.5
CHEMBL403553;Rattus norvegicus;CC#CCn1c(N2CCC[C@@H](N)C2)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21;40.0
CHEMBL403195;Rattus norvegicus;COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)CN2)c1;15.0
CHEMBL402831;Rattus norvegicus;Cc1nc(-c2c(F)cc(Cl)cc2-c2cnc([C@@H](C)NC(=O)[C@@](C)(O)C(F)(F)F)c(F)c2)no1;0.52
CHEMBL402644;Rattus norvegicus;CNCc1cc(C(=O)N2CCN(C3CC3)CC2)ccc1Oc1ccc(Cl)c(Cl)c1;13.0
CHEMBL402548;Mus musculus;CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1;3.7
CHEMBL402393;Rattus norvegicus;O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cc2c(C(F)(F)F)nn3ccccc23)cc1;1.0
CHEMBL402359;Rattus norvegicus;CS(=O)(=O)c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)cc3)C2=O)c(F)c1;0.5
CHEMBL402311;Rattus norvegicus;O=C(N[C@@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)C(=O)O)c1c(Cl)cccc1Cl;0.754
CHEMBL402303;Rattus norvegicus;CN(CC(=O)N1CCC[C@H](c2ccccc2)[C@@H]1CN1CCCC1)c1ccc(Cl)c(Cl)c1;23.0
CHEMBL402208;Rattus norvegicus;Cc1cc(CN2CCC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1;6.9
CHEMBL402109;Rattus norvegicus;CN(C)Cc1nccn1-c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1;0.6
CHEMBL402031;Rattus norvegicus;CS(=O)(=O)c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1;1.1
CHEMBL402011;Mus musculus;C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C;2.1
CHEMBL401825;Rattus norvegicus;CC(C)CCn1nc(-c2cccs2)c(O)c(C2=Nc3ccc(NS(C)(=O)=O)cc3S(=O)(=O)N2)c1=O;0.453
CHEMBL401821;Rattus norvegicus;Cc1ccc(Oc2ccc(N(CC(C)(O)C(=O)NO)S(C)(=O)=O)cc2)cc1;1.3
CHEMBL401471;Rattus norvegicus;Cc1cc(COc2ccc(C(=O)N[C@@H]3C[C@@]4(CCCO4)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1;0.3
CHEMBL401332;Rattus norvegicus;Fc1cc(-c2nc(N3CCN(c4ncccc4C(F)(F)F)CC3)[nH]c2-c2ccc(C(F)(F)F)cc2)cc(F)c1F;1.7
CHEMBL401258;Rattus norvegicus;Cc1cccc(NC(=O)c2ccc(-c3ccc(C#N)cc3)o2)c1;1.9
CHEMBL401164;Mus musculus;CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C;1.6
CHEMBL401158;Rattus norvegicus;CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O;2.3
CHEMBL400954;Rattus norvegicus;Cn1cnc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2C(F)(F)F;8.3
CHEMBL400729;Rattus norvegicus;Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2c(F)cccc21;0.23
CHEMBL400641;Rattus norvegicus;CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCOCC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1;0.99
CHEMBL400624;Rattus norvegicus;COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3cccc(C)c3)CN1CC2;42.0
CHEMBL400571;Rattus norvegicus;CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)nc(NC(C)c4ccccn4)n3)cccc2s1;6.44
CHEMBL400491;Rattus norvegicus;CCCN1CCC2(CC1)NC(=O)N(Cc1cc3cnc(C#N)nc3n1CC(C)(C)C)C2=O;17.3
CHEMBL400395;Rattus norvegicus;CC(C)(C)Cn1c(CN2C(=O)C3(CCNCC3)c3cc(F)ccc32)cc2cnc(C#N)nc21;78.4
CHEMBL399887;Rattus norvegicus;N#Cc1ccc(O[C@@H]2CCCC[C@H]2C#N)cc1C(F)(F)F;6.5
CHEMBL399222;Rattus norvegicus;O=C(c1cccc(Nc2c(Nc3ccccc3C(F)(F)F)c(=O)c2=O)c1O)N1CCCC1;0.66
CHEMBL399215;Mus musculus;CN1CCN(Cc2ccc3c(c2)Cc2c(-c4ccc(-c5ccc(O)cc5)cc4)n[nH]c2-3)CC1;3.4
CHEMBL3989970;Rattus norvegicus;C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F;0.66
CHEMBL398989;Rattus norvegicus;CCN1CCN(CCc2ccc(Nc3ncc(Cl)c(-c4ccc5cc[nH]c5c4)n3)cc2)CC1;10.1
CHEMBL398968;Rattus norvegicus;CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)nc(NCC4CCCCN4CC(C)C)n3)cccc2s1;8.29
CHEMBL398811;Rattus norvegicus;CCNC(=O)CN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21;3.1
CHEMBL3986871;Rattus norvegicus;COc1nc(N(C)C)ccc1-c1cc2c(C(=O)O)c[nH]c2cc1Cl;0.1
CHEMBL398610;Rattus norvegicus;CCOc1cccc2c1c(/C=C1\C(=O)NN=C1c1snnc1C)cn2C;1.1
CHEMBL398584;Rattus norvegicus;CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2;2.1
CHEMBL398509;Mus musculus;CN1CCN(c2ccc(NC(=O)c3ccc(C#N)o3)c(N3CCCCC3)c2)CC1;7.97
CHEMBL398468;Rattus norvegicus;O=C1NC(=O)C2(CCCN2c2ccc(Oc3ccc(-c4nc(-c5ccc(F)cc5)co4)cc3)nc2)C(=O)N1;1.3
CHEMBL398435;Rattus norvegicus;CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1;3.8
CHEMBL398372;Rattus norvegicus;CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1CCOC(=O)NCCCCO;6.4
CHEMBL398301;Rattus norvegicus;Cc1nnsc1C1=NNC(=O)/C1=C\c1cn(C)c2ccc(F)cc12;1.1
CHEMBL398265;Rattus norvegicus;Cc1ccc(Oc2ccc(N(C[C@@H](C(=O)NO)N3CCOCC3)S(C)(=O)=O)cc2)cc1;0.66
CHEMBL398126;Rattus norvegicus;O=C(O)COc1ccc(Cl)cc1C1CCCCCC1;0.52
CHEMBL3979498;Rattus norvegicus;COc1cc(-c2cccc(C(F)(F)F)c2)ccc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ncccn3)ccc21;2.5
CHEMBL397688;Rattus norvegicus;O=C(NC1Cc2ccccc2N(CC(CO)CO)C1=O)c1cc2cc(Cl)sc2[nH]1;2.2
CHEMBL397687;Rattus norvegicus;O=C(O)c1cccc(C2=C(c3cc(Br)ccc3OCc3ccccc3)CCC2)c1;1.0
CHEMBL397237;Rattus norvegicus;C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12;1.0
CHEMBL3972086;Mus musculus;Cc1cc(-c2ncc(CNC(=O)c3ccc4c(c3)[nH]c3ccccc34)cc2F)ccn1;0.4
CHEMBL3967108;Mus musculus;CCN1CCN(Cc2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)cc(F)c7C6=O)c5CO)ccnc4[nH]3)nc2)CC1;1.9
CHEMBL3966346;Mus musculus;O=C1c2c(F)cc(C3CC3)cc2OCCN1c1cccc(-c2ccnc3[nH]c(C4=CCN(C5COC5)CC4)cc23)c1CO;0.6
CHEMBL396618;Rattus norvegicus;CC(C)C1SC(Nc2ccccc2C(F)(F)F)=NC1=O;0.54
CHEMBL396617;Rattus norvegicus;CC(C)C1SC(Nc2ccccc2F)=NC1=O;0.16
CHEMBL396527;Rattus norvegicus;COc1ccc(N2Cc3cc(C)cc(C)c3C2=O)cc1OCCN1CCC(C)CC1;7.8
CHEMBL3962812;Mus musculus;Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cnc(OC2CCOCC2)c(N2CCOCC2)c1;1.2
CHEMBL3961163;Rattus norvegicus;COc1cc(-c2ccc(F)c(C)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21;1.5
CHEMBL3960757;Mus musculus;COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2ccc([C@H]3CC[C@H](c4ccc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c5c4)N3c3ccc(C(C)(C)C)cc3)cc2[nH]1)C(C)C;0.65
CHEMBL3960662;Rattus norvegicus;CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1;4.3
CHEMBL396008;Rattus norvegicus;Cc1cccc(N2C(=O)N(c3ccccc3)C3(CCN(Cc4ccc(-c5cccc(C#N)c5)cc4)CC3)C2=O)c1;30.0
CHEMBL395955;Rattus norvegicus;NC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21;1.4
CHEMBL3958704;Mus musculus;C/C(=C\COc1ccccc1CN(C)C(=O)c1ccc(-c2ccco2)cc1)CCC(=O)O;0.9
CHEMBL395759;Mus musculus;CC(C)(C)[C@H]1CC[C@H](N(C(=O)Nc2ccc(OC(F)(F)F)cc2)C2CCOc3cc(C(=O)NCCC(=O)O)ccc32)CC1;1.4
CHEMBL395609;Rattus norvegicus;COc1ccc([C@@H]2CN(C)Cc3cc(OCCCN4CCOC[C@@H]4C)ccc32)cc1;6.8
CHEMBL395573;Rattus norvegicus;N#Cc1cnc2c(Cl)cc(NCc3cccc[n+]3[O-])cc2c1Nc1ccc(F)c(Cl)c1;1.6
CHEMBL395368;Rattus norvegicus;CSc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(F)CC4)ccc32)cc1;9.6
CHEMBL395298;Rattus norvegicus;COc1ccc(N2Cc3cc(Cl)c(C)c(Cl)c3C2=O)cc1OCCN1CCC(C)CC1;9.1
CHEMBL395297;Rattus norvegicus;COc1ccc(N2Cc3cc(Cl)c(Cl)cc3C2=O)cc1OCCN1CCC(C)CC1;8.5
CHEMBL395284;Rattus norvegicus;O=C(O)c1cccc(C2=C(c3cc(Br)ccc3OCc3ccc(F)cc3)CCC2)c1;0.7
CHEMBL395059;Rattus norvegicus;COc1ccc(N2C(=O)c3c(Cl)cccc3C2C)cc1OCCN1CCC(C)CC1;8.2
CHEMBL394793;Rattus norvegicus;Cc1ccc(NC(=O)C(C)C)cc1C1CCN(CCCNC(=O)[C@@H](C)c2ccc(F)cc2)CC1;3.4
CHEMBL3945880;Mus musculus;O=c1cc(NC2CCN(S(=O)(=O)C(F)(F)F)CC2)c2cc(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)ccc2[nH]1;0.456
CHEMBL394052;Rattus norvegicus;CC(C)(C)c1csc(NC(=O)c2ccn3c(=O)c(/C=C/c4nnn[nH]4)c(N4CCC[C@@H](OC(=O)NCC[N+](C)(C)CC(=O)[O-])C4)nc3c2)n1;1.71
CHEMBL3937744;Rattus norvegicus;COc1cc(-c2cc(OC)c(-n3c(=O)ccc4cc(S(=O)(=O)Nc5ncccn5)ccc43)cc2F)ccc1Cl;1.3
CHEMBL393718;Rattus norvegicus;CCOc1cc(CN2CCC(Nc3nc4cc(S(N)(=O)=O)ccc4o3)CC2)ccc1OC;8.2
CHEMBL3936734;Rattus norvegicus;CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1;5.7
CHEMBL393650;Rattus norvegicus;CCN1c2ccc(NS(=O)(=O)c3cccc(C(F)(F)F)c3)cc2N=C(c2ccc(C(=O)O)cc2)c2cc3c(cc21)C(C)(C)CCC3(C)C;1.2
CHEMBL393596;Rattus norvegicus;c1ccc(-c2c(-c3ccc(OCCN4CCCCC4)cc3)oc3nccc(NCCN4CCNCC4)c23)cc1;60.0
CHEMBL393354;Rattus norvegicus;CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccncc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1;1.7
CHEMBL3932668;Rattus norvegicus;CCS(=O)(=O)c1ccc(Cn2c(C)c(CC(=O)O)c3cccnc32)c(C(F)(F)F)c1;1.2
CHEMBL393218;Rattus norvegicus;CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2;3.1
CHEMBL3931906;Rattus norvegicus;CCS(=O)(=O)c1ccc(Cn2c(C)c(CC(=O)O)c3cccnc32)c(Cl)c1;1.1
CHEMBL3931791;Rattus norvegicus;CN(CCC1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)C(=O)c1c[nH]c(=O)o1;2.2
CHEMBL393139;Rattus norvegicus;COC(=O)[C@@]1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13CC[C@@H](C[C@@H]21)[C@H](C[S+](C)[O-])[C@H]3O;0.57
CHEMBL393109;Rattus norvegicus;CCOCCCN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21;2.0
CHEMBL392990;Rattus norvegicus;c1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1;2.3
CHEMBL392932;Mus musculus;CC(C)(Oc1ccc(Cl)cc1)C(=O)N[C@H]1C2CC3CC1C[C@](S(N)(=O)=O)(C3)C2;2.1
CHEMBL392760;Rattus norvegicus;NCCc1cn(S(=O)(=O)c2c(Cl)nc3sccn23)c2ccccc12;24.0
CHEMBL3927519;Rattus norvegicus;CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc3nc(-c4c(C)cccc4C)nn3c2)cc1;0.33
CHEMBL392659;Rattus norvegicus;OC1CCN(Cc2cc(Br)ccc2OCc2ccc(Cl)cc2)CC1;9.1
CHEMBL3924132;Rattus norvegicus;CCOc1cc(-c2nncn2C)ccc1Nc1ncc2cc(C)nc(NCC(C)(C)C)c2n1;3.52
CHEMBL392273;Mus musculus;Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCNCC6)c45)ccc32)c1;9.5
CHEMBL3921528;Rattus norvegicus;COc1cc(-c2cccc(OC(F)F)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21;2.2
CHEMBL392149;Mus musculus;OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCOC4)ncnc32)[C@H](O)[C@@H]1O;2.8
CHEMBL3919664;Rattus norvegicus;C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1cccc(C(F)(F)F)c1F;2.5
CHEMBL391870;Rattus norvegicus;Cc1cc([C@@H]2C[C@H]2C(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C(F)(F)F)c2)n1;1.1
CHEMBL391869;Rattus norvegicus;Cc1cc(C(C)CC(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C(F)(F)F)c2)n1;0.6
CHEMBL391813;Mus musculus;O=C(CCc1nc(-c2ccc(O)cc2)no1)Nc1ccccc1C(=O)O;1.66
CHEMBL3917415;Mus musculus;N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3cc(C(F)(F)F)ccc3C(=O)N2)CC1;7.2
CHEMBL391737;Rattus norvegicus;C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)CCc2ccc(Cl)s2)C1=O;0.8
CHEMBL391652;Mus musculus;CC(C)(Oc1ccc(F)cc1Cl)C(=O)N[C@H]1C2CC3CC1C[C@](S(N)(=O)=O)(C3)C2;2.6
CHEMBL391640;Rattus norvegicus;C/C(=C\S(=O)(=O)N[C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)c1ccc(Cl)s1;0.4
CHEMBL391581;Rattus norvegicus;Cc1cc([C@@H]2C[C@H]2C(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C#N)c2)n1;0.4
CHEMBL3914857;Rattus norvegicus;C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1ccnc(C(F)(F)F)c1F;1.7
CHEMBL391465;Rattus norvegicus;COCCNS(=O)(=O)c1c(Cl)ccc(Nc2c(Nc3ccccc3)c(=O)c2=O)c1O;0.14
CHEMBL391302;Rattus norvegicus;C[C@H]1CN(C(=O)COc2ccc(Cl)cc2C(=O)NCCN)[C@H](C)CN1Cc1ccc(F)cc1;7.7
CHEMBL391301;Rattus norvegicus;C[C@H]1CN(C(=O)COc2ccc(Cl)cc2C(=O)O)[C@H](C)CN1Cc1ccc(F)cc1;2.4
CHEMBL391239;Rattus norvegicus;COS(=O)(=O)NC(=O)Cc1cc(Cl)ccc1OCC(=O)N1C[C@H](C)N(Cc2ccc(F)cc2)C[C@H]1C;0.5
CHEMBL390934;Rattus norvegicus;CC(=O)Nc1nc2c(Oc3cc(N4CCN([C@@H](C)c5ccc(F)cc5)CC4)ncn3)cccc2s1;5.7
CHEMBL390578;Rattus norvegicus;N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccc(F)cc2c1=O.O=C(O)C(F)(F)F;2.865
CHEMBL3900684;Rattus norvegicus;O=C(O)CNC(=O)C1=C(O)CCN(Cc2ccc(Oc3ccc(Cl)cc3)nc2)C1=O;0.904
CHEMBL390050;Rattus norvegicus;Cc1cn(C[C@H]2CN(c3ccc(-c4cc(C)no4)c(F)c3)C(=O)O2)nn1;0.5
CHEMBL390003;Rattus norvegicus;COc1c(N2CC[C@@H]([C@H](C)NCCC#N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12;2.5
CHEMBL389888;Rattus norvegicus;CC(=O)Nc1nc(C(CCN2CCC(c3ccccc3)CC2)C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cs1;5.3
CHEMBL389877;Mus musculus;CSc1c2sc(C3=C(C(=O)[O-])N4C(=O)[C@H]([C@@H](C)O)[C@H]4[C@H]3C)cn2c[n+]1C[C@H](O)CN;0.34
CHEMBL389847;Rattus norvegicus;C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3C[C@@H](C(=O)N4CC[C@H](NC(=O)CNC(=N)N)C4)N(C)C3)[C@H](C)[C@H]12;0.22
CHEMBL389745;Mus musculus;COc1cc(-c2ccc3c(c2)Nc2ccc(C(C)(C)C(=O)Nc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1N;3.4
CHEMBL38943;Mus musculus;Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O;1.0
CHEMBL389298;Rattus norvegicus;CCCO/N=C(\C)C(Cc1ccc(OCc2nc(-c3ccccc3)oc2C)cc1)C(=O)O;0.329
CHEMBL3892956;Rattus norvegicus;Cc1ccc(CN2CC[C@@H](N3CC[C@@H](c4ccc(O)cc4)[C@H](F)C3)C2=O)cc1;8.2
CHEMBL3891221;Rattus norvegicus;O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12;0.85
CHEMBL388898;Mus musculus;CCc1ccc(NS(=O)(=O)c2ccccc2NCCC2CCCN2C)c(C(=O)O)c1OC;2.0
CHEMBL388739;Rattus norvegicus;C/C(=C1/C(=O)Nc2ccc(NC(N)=O)cc21)c1cc(CNC(=O)c2cccnc2)c[nH]1;0.8
CHEMBL388735;Rattus norvegicus;Fc1ccccc1OC1CCN(c2ccc(-c3nc(Cc4ccccc4)no3)nn2)CC1;8.6
CHEMBL388540;Rattus norvegicus;O=C(O)Cc1ccc(OCC=C(c2ccc(Br)cc2)c2ccc(Br)cc2)cc1;1.4
CHEMBL388489;Rattus norvegicus;CCC1(CNCCC#N)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)C1;1.0
CHEMBL388013;Rattus norvegicus;O=C(c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1)C1CCNCC1;3.8
CHEMBL388012;Rattus norvegicus;Cc1nccn1CC(=O)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1;0.3
CHEMBL387997;Mus musculus;COc1cccc(C2SC(c3ccc(Cl)cc3)=NN2C(=O)c2c(F)cc(F)cc2F)c1OC;1.65
CHEMBL387935;Rattus norvegicus;Clc1ccc(CCO[C@@H]2CCCC[C@H]2N2CCOCC2)cc1Cl;19.0
CHEMBL387787;Mus musculus;COc1cc(-c2ccc3c(c2)Nc2cc(C(C)(C)C(=O)Nc4ccc(N5CCOCC5)cc4)ccc2NC3=O)ccc1N;5.0
CHEMBL387671;Rattus norvegicus;c1ccc2c(CCO[C@@H]3CCCC[C@H]3N3CCOCC3)cccc2c1;29.0
CHEMBL387605;Rattus norvegicus;O=C(O)c1cccc(C2=C(c3cc(Br)ccc3OCc3ccc(F)cc3F)CCC2)c1;0.6
CHEMBL387512;Rattus norvegicus;CC(=O)Nc1nc2c(Oc3cc(N4CCN(C(C)c5ccc(F)cc5)CC4)ncn3)cccc2s1;2.9
CHEMBL387419;Rattus norvegicus;CN(C)CC1=Cc2ccc(-n3cnc4cc(-c5ccc(Cl)cc5)sc4c3=O)cc2CC1;16.0
CHEMBL387374;Rattus norvegicus;CCCOC(=O)N1CCc2c(OCCc3nc(-c4ccc(-c5ccccc5)cc4)oc3C)ccc(CCC(=O)[O-])c2C1.[Na+];0.59
CHEMBL387265;Rattus norvegicus;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(S(C)(=O)=O)CC1;1.5
CHEMBL386974;Rattus norvegicus;CCCn1c(=O)c2nc([C@]34CC[C@](CCC(=O)O)(CC3)CC4)[nH]c2n(CCC)c1=O;0.32
CHEMBL386760;Rattus norvegicus;COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1;11.3
CHEMBL386661;Rattus norvegicus;CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4OC4CCN(C)CC4)ccc3C)ccc2n1;7.626
CHEMBL386637;Mus musculus;CN(C)[C@H]1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1;11.8
CHEMBL386369;Rattus norvegicus;C#C[C@H]1CC[C@@H](C#N)N1C(=O)CNC1(C)CCN(c2cc(C(=O)O)ccn2)CC1;2.2
CHEMBL386008;Rattus norvegicus;COc1cc(-c2cccn(Cc3ccc([C@H](C)CC(=O)O)cc3)c2=O)ccc1NC(=O)Nc1ccccc1C;0.6
