chembl_id;organism;canonical_smiles;T1/2 /hr
CHEMBL4089083;Rattus norvegicus;O/N=c1\cc(-c2cc3sccc3cn2)oc2ccc(CCCN3CCOCC3)cc12;0.9
CHEMBL4089059;Mus musculus;COc1ccc2ncc(F)c(CC(N)[C@@H]3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)CO3)c2n1;1.2
CHEMBL4089012;Mus musculus;Cl.NCCN(C(=O)c1ccc(Cl)cc1Cl)c1ccc(OCc2ccc(Cl)cc2)cc1;0.5833
CHEMBL4089009;Rattus norvegicus;Nc1nc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(F)cc3Cl)n2)ccc1[N+](=O)[O-];0.5
CHEMBL4089008;Mus musculus;CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc3c(c2)OCO3)CC1;0.1
CHEMBL4088988;Rattus norvegicus;N#Cc1ccc(-c2cnccc2NS(=O)(=O)C(F)(F)F)c2ccccc12;19.6
CHEMBL4088985;Rattus norvegicus;N#Cc1cc(NS(=O)(=O)c2ccc(N)cc2)ccc1Oc1ccc(Cl)c(C(F)(F)F)c1;7.1
CHEMBL4088903;Rattus norvegicus;COC(=O)Nc1c(N)nc(-n2nc(Cc3ccccc3F)c3ncc(F)cc32)nc1N;1.5
CHEMBL4088900;Mus musculus;CC(C)(N)CNC(=O)C[C@@H]1CCC[C@]2(C1)OOC1(O2)C2CC3CC(C2)CC1C3;2.817
CHEMBL4088851;Rattus norvegicus;O=C(CNC(=O)c1ccccc1)NO;0.58
CHEMBL4088815;Mus musculus;O=C(Nc1ccc(Cl)cc1)C1CN(C(=O)c2cncc(-c3ccncc3)c2)CC(F)(F)C1;0.1283
CHEMBL4088804;Mus musculus;O=[N+]([O-])c1cn2c(n1)OC(COCc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)CC2;5.2
CHEMBL4088783;Rattus norvegicus;CC(C)n1nccc1-c1ncccc1COc1cccc(F)c1C=O;2.7
CHEMBL4088737;Rattus norvegicus;CC(C)c1cc(C(=O)N2CC[C@@H](NC(=O)C3CC3)C2)[nH]n1;0.4
CHEMBL4088736;Mus musculus;CC(C)Cc1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(/C=C/C(=O)O)cc2)c(F)c1;0.9
CHEMBL4088721;Mus musculus;CN(Cc1ccc(C(F)(F)F)cc1)c1cc(C(=O)Nc2ccccc2)ncn1;4.6
CHEMBL4088716;Mus musculus;C[C@H](Nc1ccc(-c2ccnn2C)nc1)C(=O)Nc1ccc(-c2cccnc2)cn1;1.9
CHEMBL4088706;Rattus norvegicus;CNc1nc(-c2cc(C(=O)N3CCN(Cc4ccc(Cl)cc4)CC3)c(Cl)cn2)cs1;0.2167
CHEMBL4088703;Mus musculus;CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)c(CNCCO[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)c(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(C(F)(F)F)cc4)cc3)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O;2.94
CHEMBL4088692;Mus musculus;O=C(O)CSc1nc2cc(-c3ccc(-c4ccccc4)cc3)c(Cl)cc2[nH]1;2.8
CHEMBL4088611;Rattus norvegicus;Cc1cc(C)c(-c2nc(CN3CCC(C(=O)NCCCN4C[C@@H](C)C[C@@H](C)C4)CC3)c(C)o2)c(C)c1;0.5
CHEMBL4088609;Rattus norvegicus;O=C1c2ccccc2C(=O)N1CCCCN1[C@@H]2CC[C@@H]1CC(c1cccc(O)c1)C2;0.3
CHEMBL4088534;Rattus norvegicus;Nc1ncnc2c1c(Sc1cccc(Cl)c1)nn2CC1CCNCC1(F)F;0.04167
CHEMBL4088507;Mus musculus;O=C(CSSCC(=O)NCCCCCn1ccc2cc(Cl)c(Cl)cc21)NCCCCCn1ccc2cc(Cl)c(Cl)cc21;0.4133
CHEMBL4088466;Mus musculus;Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2ccc(F)cc2F)c2cc[nH]c(=O)c21;2.5
CHEMBL4088434;Mus musculus;O=C(/C=C/c1cccn(C/C=C/c2ccccc2)c1=O)NO;3.4
CHEMBL4088414;Rattus norvegicus;Nc1ncnc2c1c(Oc1cccc(Cl)c1)nn2Cc1ccncc1;0.2333
CHEMBL4088367;Rattus norvegicus;C[C@H](NCc1ccccc1)C(=O)NO;6.0
CHEMBL4088335;Rattus norvegicus;Cc1cc(CC(C)(C)C(=O)O)cc(C)c1-c1nc2ccc(C(=O)Nc3ccc4ccccc4n3)cc2[nH]1;0.8
CHEMBL4088298;Mus musculus;CS(=O)(=O)Nc1cccc(-c2nc(/C=C3\SC(=S)NC3=O)cs2)c1;0.08333
CHEMBL4088235;Mus musculus;CC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ncccc4n3)cc2)cc1;1.0
CHEMBL4088214;Rattus norvegicus;COc1cc(C(F)(F)F)cc([C@H]2OC(=O)N(C(=O)NCc3cncc4cccnc34)[C@H]2CO)n1;0.48
CHEMBL4088186;Mus musculus;CCOC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4cccnc4n3)cc2)cc1;1.0
CHEMBL4088143;Mus musculus;N#C/N=C(/NCc1cccnc1)NCC12CC3CC(CC(C3)C1)C2;0.22
CHEMBL4088118;Rattus norvegicus;COc1ccc2ccc(=O)n(C[C@H](O)[C@@H]3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)CO3)c2n1;1.0
CHEMBL4088056;Mus musculus;CS(=O)(=O)Nc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4cccnc4n3)cc2)cc1;1.0
CHEMBL4088037;Mus musculus;O=C(Nc1ccc2sc(-c3ccc(F)c(F)c3)nc2c1)N1CCC(F)C1;1.0
CHEMBL4088036;Rattus norvegicus;CCCCc1cc(OC2CCN(CCCCNS(=O)(=O)CC)CC2)c2ncccc2c1.Cl.Cl;1.8
CHEMBL4088029;Mus musculus;COc1ccc(CN2C[C@@H]3CCCN4CCC[C@@H]([C@H]34)[C@H]2CC(=O)O)cc1;2.54
CHEMBL4088024;Rattus norvegicus;Cc1ccccc1-c1nc(CN2CCC(C(=O)N3CCN(C4CCN(C)CC4)CC3)CC2)c(C)o1;0.5
CHEMBL4088017;Mus musculus;[2H]C([2H])([2H])Oc1ccc2c(c1)C(=O)N1CCC[C@H]1c1c(C(=O)N(C)C)ncn1-2;24.7
CHEMBL4088015;Mus musculus;O=C(Nc1ccc(Cl)cc1)C1CCCN(C(=O)c2cncc(-c3ccco3)c2)C1;0.05
CHEMBL4087972;Mus musculus;Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CN(C)C/C=C\CNC(=O)OCc2ccccc2)[C@@H](O)[C@H]1O;0.2167
CHEMBL4087916;Rattus norvegicus;O=C(NO)C1(NS(=O)(=O)c2ccccc2)CCOCC1;6.0
CHEMBL4087915;Mus musculus;CC(C)(C)n1nc(Oc2cccc(Cl)c2)c2c(N)ncnc21;1.56
CHEMBL4087909;Rattus norvegicus;COc1ccc(-n2nc3c4ccc(OC)cc4[nH]cc-3c2=O)cc1;10.93
CHEMBL4087906;Mus musculus;O=C(CN1CCCC2=C1C(=O)N(C1CC1)C2=O)Nc1ccc(-c2cccnc2)nn1;1.6
CHEMBL4087882;Mus musculus;CN1CCN(CCOC(=O)N(c2cccc(Br)c2)c2nc(SCCN3CCOCC3)nc3c2cnn3CC(Cl)c2ccccc2)CC1;23.8
CHEMBL4087778;Mus musculus;C[C@H](CCC(=O)N[C@H](CC(=O)O)Cc1c[nH]c2ccccc12)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/O)CC[C@]4(C)[C@H]3CC[C@@]21C;1.007
CHEMBL4087755;Mus musculus;CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(F)c(C(F)(F)F)c2)CC1;0.393
CHEMBL4087679;Rattus norvegicus;Nc1nccn2c([C@@H]3CCC[C@H](C(=O)O)C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12;1.2
CHEMBL4087671;Rattus norvegicus;CCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCC(=O)N2)C/C=C\C[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)O)NC1=O;4.6
CHEMBL4087670;Rattus norvegicus;O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCN(Cc2ncn(CC(F)F)n2)CC1;7.3
CHEMBL4087666;Mus musculus;Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCC3)ccc2c1;5.3
CHEMBL4087648;Rattus norvegicus;COCC1CN(C(C)=O)CCN1S(=O)(=O)c1ccc(F)cc1;4.0
CHEMBL4087632;Rattus norvegicus;Cc1ccc(CN2CCN(C)CC2)cc1NC(=O)c1ccc(Nc2ncc(C)c(-c3ccc(OC(F)(F)F)cc3)n2)c(F)c1;14.89
CHEMBL4087615;Rattus norvegicus;COc1ccc(Oc2ccnc3cc(-c4cnn(C5CCNCC5)c4)ccc23)cc1;10.7
CHEMBL4087600;Bos taurus;Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O[C@@H]3CSSC[C@H]3OCc3ccccc3)O[C@H]3C[C@H](n4cc(C)c(=O)[nH]c4=O)O[C@@H]3COP(=O)(O)O[C@H]3C[C@H](n4cc(C)c(=O)[nH]c4=O)O[C@@H]3COP(=O)(O)O[C@H]3C[C@H](n4cc(C)c(=O)[nH]c4=O)O[C@@H]3COP(=O)(O)O[C@H]3C[C@H](n4cc(C)c(=O)[nH]c4=O)O[C@@H]3COP(=O)(O)O[C@H]3C[C@H](n4cc(C)c(=O)[nH]c4=O)O[C@@H]3COP(=O)(O)O[C@H]3C[C@H](n4cc(C)c(=O)[nH]c4=O)O[C@@H]3COP(=O)(O)O[C@H]3C[C@H](n4cc(C)c(=O)[nH]c4=O)O[C@@H]3COP(=O)(O)O[C@H]3C[C@H](n4cc(C)c(=O)[nH]c4=O)O[C@@H]3COP(=O)(O)O[C@H]3C[C@H](n4cc(C)c(=O)[nH]c4=O)O[C@@H]3CO)O2)c(=O)[nH]c1=O;23.33
CHEMBL4087579;Mus musculus;O=C(NCCc1nc(-c2cccc(F)c2)cs1)N1CCC(F)CC1;0.08333
CHEMBL4087545;Rattus norvegicus;O=C(c1cc(F)cc(Cl)c1)N1CCc2oc(-c3ccc(F)cn3)nc2C1;8.9
CHEMBL4087516;Rattus norvegicus;N#Cc1ccc(-c2cnccc2NS(=O)(=O)C(F)(F)F)cc1;4.1
CHEMBL4087511;Rattus norvegicus;CCC(=O)N1CCN(C(=O)c2ccccc2)CC1CO;4.0
CHEMBL4087508;Mus musculus;COc1cccc(-n2nc3c4cc(Cl)ccc4[nH]cc-3c2=O)c1;1.5
CHEMBL4087367;Mus musculus;O=c1nc(N2CCC3(CCN(Cc4cc(F)cc(F)c4)CC3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12;4.68
CHEMBL4087297;Mus musculus;O=C(Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1)Nc1ccc(S(=O)(=O)Nc2ccc(F)cc2F)cc1;1.0
CHEMBL4087287;Rattus norvegicus;CCC(c1ccc(C(F)(F)F)cc1)(C(O)C(F)F)n1ncc2c(NS(C)(=O)=O)cccc21;9.9
CHEMBL4087218;Rattus norvegicus;Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(S(C)(=O)=O)nc2)C3)ccc2c1COC2=O;2.0
CHEMBL4087157;Mus musculus;NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4cccnc4n3)cc2)cc1;1.0
CHEMBL4087111;Mus musculus;[2H]C([2H])([2H])Oc1ccc(-n2nc3c4ccc(Br)cc4[nH]cc-3c2=O)cc1;2.3
CHEMBL4087106;Mus musculus;O=C1C[C@H](c2c[nH]c3ccccc23)C(=O)N1;0.97
CHEMBL4087043;Mus musculus;O=C(Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1;1.0
CHEMBL4086986;Mus musculus;CN(CCc1ccc(Br)cc1)C1CCN(c2nc(N)n[nH]2)CC1;4.4
CHEMBL4086979;Mus musculus;CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)CC)C(=O)O;3.2
CHEMBL4086965;Mus musculus;[2H]C([2H])([2H])Oc1ccc(-n2nc3c4ccc(OC)cc4[nH]cc-3c2=O)cc1;10.5
CHEMBL4086945;Rattus norvegicus;CC(C)(C)n1nc(Nc2cccc(Cl)c2)c2c(N)ncnc21;0.3267
CHEMBL4086924;Sus scrofa;O=C([O-])C[C@@H](C(=O)[O-])n1cc(CCCC(=O)OCOc2n/c(=C\c3cccc(C(=O)c4ccccc4)c3)c(=O)[nH]/c2=C\c2ccccn2)nn1.[Na+].[Na+];8.7
CHEMBL4086884;Mus musculus;N#Cc1cc(NC(=O)N[C@H]2CC[C@H](Oc3ccc(C(F)(F)F)cc3)CC2)cc(C(F)(F)F)c1;40.0
CHEMBL4086802;Mus musculus;CC(C)C(=O)OC[C@@H]1[C@@H](OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)CN1CCCCCCN(C(=O)NC(C)(C)C)C1CCCCC1;1.18
CHEMBL4086785;Mus musculus;CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(F)c(F)c2)CC1;0.189
CHEMBL4086766;Rattus norvegicus;O=C(c1ccc(F)c(F)c1)N1CCN2C(=O)c3ccccc3[C@@]12c1ccc(N2CCCCC2C(F)(F)F)cc1;0.5
CHEMBL4086749;Rattus norvegicus;Cc1cccc(N2CCOCC2)c1NC(=O)COc1cccc2cccnc12;8.333
CHEMBL4086672;Mus musculus;COc1ccc(Br)c2c1B(O)O[C@@H]2CN.Cl;2.4
CHEMBL4086608;Rattus norvegicus;O=C(N[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc1nc(-c2ccccc2)cs1)c1ccccc1)C1CC1;2.8
CHEMBL4086599;Mus musculus;O=C(NCCc1nc(-c2cccc(F)c2)cs1)N1CCCC(F)(F)C1;0.08333
CHEMBL4086540;Rattus norvegicus;COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)/C=C/C[C@H](NC(=O)c1c(F)cc(C)cc1F)c1nc-2c(Cl)[nH]1;0.9
CHEMBL4086530;Mus musculus;CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(C(F)(F)F)nc2C)CC1;4.0
CHEMBL4086524;Mus musculus;O=C(Nc1cccc(C(F)(F)F)c1)NC1CCN(Cc2ccccc2)CC1;0.591
CHEMBL4086506;Mus musculus;c1csc(-c2nnc3sc(-c4cnccn4)nn23)c1;0.01667
CHEMBL408646;Rattus norvegicus;O=C(O)c1ccc(Cn2cnc3ccc(C#CCn4ccnc4)cc3c2=O)cc1;0.9
CHEMBL4086408;Rattus norvegicus;CC1C=C(c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)C=C(Nc2ccc(N3CCN(C4COC4)CC3)cc2)C1=O;0.4
CHEMBL4086336;Mus musculus;Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CN(C)C/C=C\CNC(=O)OC(C)(C)C)[C@H]2OC(C)(C)O[C@H]21;0.04167
CHEMBL4086324;Mus musculus;O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)CC2;17.0
CHEMBL4086303;Rattus norvegicus;CC(C)n1nccc1-c1ncccc1COc1cccnc1C=O;0.7
CHEMBL4086276;Rattus norvegicus;Cc1cc2c(cc1N1C(=O)c3cccc4c(CCCO)ccc(c34)C1=O)n(C)c(=O)n2C;10.0
CHEMBL4086269;Mus musculus;CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)c(Cc3ccccn3)c2)NC(=O)N1;0.1887
CHEMBL4086237;Rattus norvegicus;Cc1c([C@@H](O)CN2CCC3(CC2)CC(=O)N(c2cnc(S(C)(=O)=O)cn2)C3)ccc2c1COC2=O;2.4
CHEMBL4086230;Rattus norvegicus;Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN(C)CCCCN(C)Cc4ccccc4)c3)c(=O)n12;17.6
CHEMBL4086225;Rattus norvegicus;CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(CCC(F)(F)F)c(-c3cc(F)cc(C(=O)NC(C)(C)c4ncon4)c3)cc12;2.0
CHEMBL4086174;Mus musculus;CCc1ccc(-c2noc(C(F)(F)F)c2COc2c(F)cc(CCC(=O)O)cc2F)cc1;1.03
CHEMBL4086143;Rattus norvegicus;O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1;2.5
CHEMBL4086128;Mus musculus;CC(=O)N1CCN(c2cccc(-c3cc(Cl)c4c(N)ncnn34)c2)C(=O)C1(C)C;0.06667
CHEMBL4086099;Mus musculus;CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(Cl)cc2)CC1;0.368
CHEMBL4086008;Rattus norvegicus;CN(C/C=C/c1ccc(-c2ccccc2)cc1)Cc1coc2ccccc12.Cl;1.29
CHEMBL4085996;Mus musculus;CC(=O)O[C@H]1[C@H]2[C@H]([C@@H]3[C@@H](OC(C)=O)[C@@H]4[C@H]([C@H](C)[C@H]5O[C@]56OC(=O)[C@@](C)(O)[C@]46C)[C@@]3(C)[C@H]1OC(C)=O)[C@@H](O)C(=O)[C@H]1C[C@@H]3O[C@@H]3[C@H](OC(C)=O)[C@@]12C;0.7333
CHEMBL4085979;Rattus norvegicus;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)CCNCCNc2cc3c(=O)c(C(=O)O)cn(C4CC4)c3cc2Cl)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC/C=C/c2cnc3ccccc3c2)C[C@@H](C)NC(=O)[C@H](C)[C@@H](O)[C@]1(C)O;4.3
CHEMBL4085914;Rattus norvegicus;Cc1cc(C(=O)O)nn1Cc1cc(Cl)cc2sc(N3CC=CCC3)nc12;0.678
CHEMBL4085871;Rattus norvegicus;COc1ccc2c(c1)O[C@@H](c1cccc(C(=O)O)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1;2.8
CHEMBL4085868;Rattus norvegicus;C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(N(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1;0.24
CHEMBL4085853;Mus musculus;CN(Cc1ccc(CNc2ccnc3cc(C#N)ccc23)cc1)Cc1ccccn1;0.1037
CHEMBL4085852;Rattus norvegicus;O=C(Nc1nc(-c2ccccc2)cs1)[C@@H]1CCCN1C(=O)[C@H](NC(=O)N1CCOCC1)c1ccccc1;1.6
CHEMBL4085780;Mus musculus;O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2)CC1;0.1452
CHEMBL4085775;Mus musculus;CC(C)c1ccc(COc2ccc(N(CCN)C(=O)c3cccnc3Cl)cc2)cc1.Cl;1.0
CHEMBL4085726;Mus musculus;O=C(C[C@@H]1CCC[C@]2(C1)OOC1(O2)C2CC3CC(C2)CC1C3)N1CCNCC1;0.425
CHEMBL4085721;Rattus norvegicus;O=C(Cn1c(-c2cccs2)cc2ccccc21)NCc1ccccn1;0.4
CHEMBL4085610;Rattus norvegicus;C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1;5.4
CHEMBL4085563;Mus musculus;CNC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1cc(OC)ccc1-2;1.078
CHEMBL4085520;Mus musculus;CCC(=O)NC/C=C\CN(C)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O;1.5
CHEMBL4085483;Mus musculus;CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(F)c(C(F)(F)F)c2)CC1;1.94
CHEMBL4085457;Mus musculus;C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C;2.683
CHEMBL4085396;Rattus norvegicus;Cc1c(-c2ccc(N3CCC(C)CC3)cc2)[nH]c2cc(F)cc(F)c2c1=O;0.1667
CHEMBL4085369;Rattus norvegicus;COCCOc1cc(C=O)c(OCc2cccnc2-c2ccnn2C(C)C)cn1;1.5
CHEMBL4085347;Rattus norvegicus;CCC(O)C(CC)(c1ccc(C(F)(F)F)cc1)n1ncc2c(NS(C)(=O)=O)cccc21;5.3
CHEMBL4085311;Mus musculus;CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)c(CN[C@H]5C(O)O[C@H](CO)[C@H](O)[C@@H]5O)c(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(C(F)(F)F)cc4)cc3)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O;3.45
CHEMBL4085268;Mus musculus;CC(C)c1cc(C(=O)Nc2ccccn2)no1;0.08333
CHEMBL4085173;Rattus norvegicus;O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCN(Cc2nnn(CC(F)(F)F)n2)CC1;2.8
CHEMBL408513;Mus musculus;O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO;1.21
CHEMBL4085115;Mus musculus;CCC(C)c1ccc(Nc2nc(CC(=O)O)cs2)cc1;2.8
CHEMBL4085109;Mus musculus;C[C@H]1[C@H](NC(=O)OCCCCC2CCCCC2)C(=O)N1OCCCS(C)(=O)=O;0.08333
CHEMBL4085038;Rattus norvegicus;CC1CCCN(c2ccc([C@@]34c5ccccc5C(=O)N3CCN4C(=O)c3ccc(F)c(F)c3)cc2)C1;0.5
CHEMBL4085015;Mus musculus;COC(=O)C[C@@H]1[C@H]2CCCN3CCC[C@@H](CN1Cc1ccc(OC)cc1)[C@@H]23;6.36
CHEMBL4085003;Rattus norvegicus;COc1cccc2c1c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccc(C(C)C)cc1.Cl.Cl;2.12
CHEMBL4084988;Mus musculus;NC(=O)c1cc(Cl)c2c(Cl)c(I)n(C3CCCNC3)c2n1;2.3
CHEMBL4084907;Rattus norvegicus;Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1;5.6
CHEMBL4084845;Mus musculus;Cc1ccc(-c2ncc(OC[C@H]3CCNC3)cc2-c2ccc(C#N)cc2)cc1;6.733
CHEMBL4084790;Mus musculus;CC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4cccnc4n3)cc2)cc1;0.9833
CHEMBL4084726;Rattus norvegicus;CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1;3.48
CHEMBL4084716;Rattus norvegicus;O=C(O)c1ccc2nc(N3C4CCC3CC(OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)sc2c1;1.0
CHEMBL4084675;Mus musculus;COc1ccc(Nc2ccc3c(C4CCN(C)CC4)c[nH]c3c2)cc1OC;1.85
CHEMBL4084668;Mus musculus;COc1ccc(N(C)c2cnc(SCc3c(F)cccc3F)n2-c2ccc(F)cc2)cc1OC;0.01167
CHEMBL4084630;Mus musculus;CC[C@@H]1/C=C(\C)C(O)[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC;1.11
CHEMBL4084621;Rattus norvegicus;c1cn(-c2cc(NC3=NC[C@@]4(CN5CCC4CC5)O3)ncn2)cn1;0.7
CHEMBL4084592;Mus musculus;COc1ccc(-n2nc3c4cc(Cl)ccc4[nH]cc-3c2=O)cn1;4.4
CHEMBL4084588;Mus musculus;CN(C)C1CC(C(=O)Nc2ccc(Cl)cc2)CN(C(=O)c2cccc(-c3ccco3)c2)C1;0.055
CHEMBL4084577;Rattus norvegicus;C[C@H]1CNC(=N)N1CCc1cccnc1;1.0
CHEMBL4084567;Mus musculus;CCOP(=O)(OCC)C(=Cc1ccccc1)P(=O)(OCC)OCC;3.48
CHEMBL4084540;Mus musculus;Cl.O=C(O)c1cc([C@H]2CCN[C@@H]2C(=O)O)ccc1Cl;0.6
CHEMBL4084539;Rattus norvegicus;CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](OC(=O)OCCCn3ccnc3[N+](=O)[O-])[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;0.9167
CHEMBL4084519;Rattus norvegicus;CCCCCCCCn1cc(CN2CCC(C)CC2)c2ccc(OC)cc21;0.09167
