chembl_id;organism;canonical_smiles;T1/2 /hr
CHEMBL251094;Rattus norvegicus;C[C@@H]1CN(c2ncc(CO)cc2Cl)CCN1c1nc(-c2cc(F)c(F)c(F)c2)c(-c2ccc(C(F)(F)F)cc2)[nH]1;6.3
CHEMBL251074;Mus musculus;CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O;8.2
CHEMBL251041;Rattus norvegicus;CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](C(=O)O)[C@@H](O)[C@H]3O)c2n1;0.5
CHEMBL250982;Rattus norvegicus;CCCC(CCC)n1cc2c3c(nc(C)cc31)N(c1ccc(C(F)(F)F)cc1C(F)(F)F)CC2;5.3
CHEMBL250979;Rattus norvegicus;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)C(C)(C)C)CCc2ccccc21;1.8
CHEMBL250848;Rattus norvegicus;CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](C(N)=O)[C@@H](O)[C@H]1O;1.4
CHEMBL250847;Rattus norvegicus;CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](C(=O)O)[C@@H](O)[C@H]1O;0.5
CHEMBL250803;Rattus norvegicus;CCC(CC)n1cc2c3c(nc(C)cc31)N(c1ccc(C(F)(F)F)cc1C(F)(F)F)CC2;7.6
CHEMBL250798;Rattus norvegicus;C[C@@H](O[C@@H]1CN(C2=CC(=O)CC2)C[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;3.6
CHEMBL250787;Rattus norvegicus;C[C@@H]1c2nc(C(F)(F)F)nn2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F;4.0
CHEMBL250756;Rattus norvegicus;CC(C)N1C(=O)C(NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)OC(C)(C)C)CCc2cccnc21;1.4
CHEMBL250699;Rattus norvegicus;COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1;4.9
CHEMBL250689;Mus musculus;CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1;2.0
CHEMBL250687;Rattus norvegicus;CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c2n1;2.5
CHEMBL250512;Mus musculus;C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)C[C@@]21C;2.2
CHEMBL250483;Mus musculus;CC1(C)[C@H]2CC=C(CN3CCC(Nc4nc(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)ns4)CC3)[C@@H]1C2;5.4
CHEMBL250448;Rattus norvegicus;NC(=O)[C@H](Cc1ccccc1)NC(=O)CN1Cc2ccccc2C[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C1=O;3.303
CHEMBL250403;Rattus norvegicus;CCCN1CCO[C@H](c2cccc(O)c2)C1;0.3
CHEMBL250353;Rattus norvegicus;N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1Cn1cncn1)Cc1cc(F)c(F)cc1F;2.8
CHEMBL250351;Rattus norvegicus;N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1Cn1cccn1)Cc1cc(F)c(F)cc1F;2.3
CHEMBL250284;Rattus norvegicus;Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2Cc1ccccc1;1.5
CHEMBL250260;Rattus norvegicus;CCOC(=O)/C=C/[C@H](CC(C)C)NC(=O)CC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC1=O;6.0
CHEMBL250202;Rattus norvegicus;CC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F;1.2
CHEMBL250182;Rattus norvegicus;CCCC(CCC)n1cc2c3c(nc(C)cc31)N(c1ccc(OC)c(F)c1)CC2;8.6
CHEMBL250147;Rattus norvegicus;N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1Cn1ccnc1)Cc1cc(F)c(F)cc1F;9.0
CHEMBL250041;Rattus norvegicus;CCCCCN(C(=O)Nc1ccc(SC(F)(F)F)cc1)C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1;4.05
CHEMBL250036;Rattus norvegicus;CCN(C(=O)Nc1ccc(C(C)C)cc1)C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1;2.92
CHEMBL25;Rattus norvegicus;CC(=O)Oc1ccccc1C(=O)O;9.8
CHEMBL249966;Rattus norvegicus;CC(C)(C)Cn1c(CN2C(=O)CC3(CCNCC3)C2=O)cc2cnc(C#N)nc21;4.7
CHEMBL249965;Rattus norvegicus;CN1C(=O)NC2(CCN(Cc3cc4cnc(C#N)nc4n3CC(C)(C)C)CC2)C1=O;1.4
CHEMBL249915;Rattus norvegicus;CS(=O)(=O)C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1;5.2
CHEMBL249868;Rattus norvegicus;CCCCCN(C(=O)Nc1ccc(OC(F)(F)F)cc1)C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1;7.19
CHEMBL249854;Mus musculus;CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(C)=O)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C;1.2
CHEMBL249790;Rattus norvegicus;OCCO[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O;2.5
CHEMBL249789;Rattus norvegicus;OC[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O;3.0
CHEMBL249741;Rattus norvegicus;COc1cc(C(=O)N2CC[C@]3(C=C(C(=O)O)CC3)Cc3ccccc32)ccc1NC(=O)c1cc(F)ccc1Cl;8.7
CHEMBL249538;Rattus norvegicus;O=C(O)c1ccc(CCN2C(=O)CCN2CCC(O)Cc2cccc(Br)c2)cc1;4.25
CHEMBL249496;Mus musculus;Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1;1.0
CHEMBL249495;Rattus norvegicus;CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1;2.6
CHEMBL249360;Rattus norvegicus;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2F)NC(=O)c2ccc(F)cc2C(F)(F)F)CCc2cc(Cl)ccc21;2.8
CHEMBL249358;Rattus norvegicus;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)OC(C)(C)C)COc2ccccc21;2.0
CHEMBL249336;Rattus norvegicus;O[C@@H](CNCCOc1ccc(-c2cocn2)cc1)c1cccnc1;1.4
CHEMBL249317;Mus musculus;Cc1ccc(O)cc1Nc1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1;0.12
CHEMBL249304;Rattus norvegicus;CN1CCN(c2ccc3[nH]c(-c4n[nH]c5ncc(-c6cncc7ccccc67)cc45)nc3c2)CC1;3.3
CHEMBL249199;Mus musculus;C[C@H](NC(=O)c1snnc1C1CC1)c1c(F)cccc1Cl;0.5417
CHEMBL249150;Rattus norvegicus;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)c2ccc(F)cc2C(F)(F)F)CCc2cc(Cl)ccc21;2.6
CHEMBL248946;Rattus norvegicus;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)c2ccccn2)CCc2ccccc21;1.2
CHEMBL248945;Rattus norvegicus;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)c2ccc(F)cc2C(F)(F)F)CCc2ccccc21;2.6
CHEMBL248911;Mus musculus;N#Cc1ccc(-c2n[nH]c3c2Cc2ccc(OCCCN4CCOCC4)cc2-3)cn1;1.4
CHEMBL248877;Mus musculus;Nc1ncnc2c1c(-c1ccc3nc(Cc4cccs4)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1;0.6
CHEMBL248748;Rattus norvegicus;C[C@@H](O[C@@H]1CN(C(=O)[C@@H]2CCC(=O)N2C)C[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;5.0
CHEMBL248729;Mus musculus;O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCCCC4)cc3)C2)o1;0.78
CHEMBL248713;Rattus norvegicus;CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(F)ccc5[nH]4)c3c2)c1;16.1
CHEMBL248689;Rattus norvegicus;COc1ccc(COP(=O)(Cc2cccc3ccccc23)OCc2ccc(OC)c(Cl)c2)cc1Cl;2.0
CHEMBL248688;Rattus norvegicus;COc1ccc(COP(=O)(Cc2cccc3ccccc23)OCc2ccc(OC)c(F)c2)cc1F;2.0
CHEMBL248676;Mus musculus;Cc1ccc2[nH]ncc2c1Nc1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1;0.53
CHEMBL248233;Rattus norvegicus;Cc1nc2c(cnn2-c2cccc(S(N)(=O)=O)c2)c(=O)n1-c1ccc(Cl)cc1;1.7
CHEMBL248208;Rattus norvegicus;Cc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccc(Br)cc1;2.5
CHEMBL248155;Rattus norvegicus;C[C@@H]1CCCN1CCc1ccc2cc(-c3ccc(C#N)cc3)ccc2c1;6.9
CHEMBL248134;Rattus norvegicus;CC(=O)Oc1ccccc1C(=O)OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-];0.01861
CHEMBL248113;Rattus norvegicus;CCOc1cc(/C=C/COc2ccc(C[C@H](OCC)C(=O)O)cc2)cc(OCC)c1;2.167
CHEMBL247932;Mus musculus;COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)c2)ccc1N(C)C;7.3
CHEMBL247829;Rattus norvegicus;CC(C)N1C(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21;2.1
CHEMBL247828;Rattus norvegicus;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21;2.3
CHEMBL24781;Rattus norvegicus;COc1cc(OC2CCN(C(C)=O)CC2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1;1.1
CHEMBL247775;Rattus norvegicus;Cc1cccc(COC(=O)N2CC(N)C(c3ccc(Cl)cc3Cl)C2)n1;3.0
CHEMBL247774;Rattus norvegicus;CCOC(=O)N1CC(N)C(c2ccc(Cl)cc2Cl)C1;3.0
CHEMBL247766;Rattus norvegicus;Cc1cc([C@H]2C[C@H]2C(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C#N)c2)n1;7.4
CHEMBL247648;Rattus norvegicus;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2c(F)cccc2C(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21;2.5
CHEMBL24763;Rattus norvegicus;O=C(NO)[C@@H](C1CCNCC1)[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2ccccc2C[C@H]1O;4.0
CHEMBL247609;Rattus norvegicus;Cc1ccc2c(OCCN3CCN(Cc4ccc5c(c4F)N(C)C(=O)CO5)CC3)cccc2n1;2.0
CHEMBL247587;Rattus norvegicus;CSc1ccc(-c2cnccc2C2CCC(F)(F)CC2C(=O)NCC#N)cc1;1.0
CHEMBL247496;Mus musculus;O=C1Nc2c(ccc(F)c2F)C1(c1ccc(O)cc1)c1ccc(O)cc1;1.7
CHEMBL247428;Rattus norvegicus;Cc1ccc2c(OCCN3CCN(Cc4cc(F)c5c(c4)N(C)C(=O)CO5)CC3)cccc2n1;1.3
CHEMBL247361;Rattus norvegicus;C[C@H](NC(=O)[C@@H](O)c1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)N=Cc2ccccc21;4.6
CHEMBL24734;Rattus norvegicus;Nc1cnc(-c2cccc(Cl)c2)n(CC(=O)NC(Cc2ccccc2)C(=O)C(F)(F)C(=O)NCc2ccccc2)c1=O;2.1
CHEMBL247323;Rattus norvegicus;COc1ccccc1CN1Cc2cc(OC(F)(F)F)ccc2C1=N;2.0
CHEMBL247308;Rattus norvegicus;CN(C)NC(=O)c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)nc1Oc1ccc(F)c(F)c1;4.1
CHEMBL247272;Rattus norvegicus;c1ccc(-c2oc3ncnc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1;2.37
CHEMBL247182;Rattus norvegicus;NC1CN(c2cc(-c3ccsc3)ncn2)CC1c1ccc(F)cc1Cl;3.0
CHEMBL246981;Rattus norvegicus;NC1CN(c2ccnc(-c3ccsc3)n2)CC1c1ccc(Cl)cc1Cl;3.0
CHEMBL246980;Rattus norvegicus;NC1CN(c2nccc(-c3ccsc3)n2)CC1c1ccc(Cl)cc1Cl;3.0
CHEMBL246955;Rattus norvegicus;CSc1ccc(C2CN(C)Cc3cc(OCCCN4CCOCC4)ccc32)cc1;6.6
CHEMBL246833;Rattus norvegicus;FC(F)(F)c1ccc(-c2[nH]c(N3CCN(c4ncccc4C(F)(F)F)CC3)nc2-c2ccccc2)cc1;2.3
CHEMBL246825;Rattus norvegicus;CCN1C(=O)CC(C)(C)c2cc(C)c(-c3cc(CCC(=O)O)ccc3OC(F)(F)F)cc21;24.0
CHEMBL246782;Rattus norvegicus;NC1CN(c2cc(-c3ccccc3)ncn2)CC1c1cc(F)c(F)cc1F;3.0
CHEMBL246723;Rattus norvegicus;N#Cc1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)nc1Oc1ccc(F)c(F)c1;5.6
CHEMBL246710;Rattus norvegicus;CCCN(CCOC(=O)c1ccccc1OC(C)=O)CCO[N+](=O)[O-];0.01083
CHEMBL246709;Rattus norvegicus;CCN(CCOC(=O)c1ccccc1OC(C)=O)CCO[N+](=O)[O-];0.0175
CHEMBL246708;Rattus norvegicus;CC(=O)Oc1ccccc1C(=O)OCCN(C)CCO[N+](=O)[O-];0.005833
CHEMBL246707;Rattus norvegicus;CC(=O)Oc1ccccc1C(=O)OCC(=O)N(CCO[N+](=O)[O-])CC[N+](=O)[O-];0.1019
CHEMBL246598;Rattus norvegicus;CCN1C(=O)COc2ccc(CC3CCN(CCOc4cccc5nc(C)ccc45)CC3)cc21;1.6
CHEMBL246597;Rattus norvegicus;Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1;1.3
CHEMBL246574;Rattus norvegicus;NC1CN(c2cc(-c3ccsc3)ncn2)CC1c1cc(F)c(F)cc1Cl;3.0
CHEMBL246530;Rattus norvegicus;CS(=O)(=O)c1cccc(-c2ncnc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)n2)c1;5.5
CHEMBL246529;Rattus norvegicus;CS(=O)(=O)c1cc(F)cc(-c2cc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)ncn2)c1;3.0
CHEMBL246503;Rattus norvegicus;CCCN(CCO[N+](=O)[O-])C(=O)COC(=O)c1ccccc1OC(C)=O;0.01917
CHEMBL246501;Mus musculus;CCN(CCc1ccccc1)Cc1c(C)nc2n(-c3c(C)cc(C)cc3C)c3ncccc3n12;3.0
CHEMBL246470;Rattus norvegicus;COc1ccc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)c2c1;0.35
CHEMBL246356;Rattus norvegicus;CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)n1;1.7
CHEMBL246322;Rattus norvegicus;NC1CN(c2cc(-c3cccc(S(=O)(=O)N4CCOCC4)c3)ncn2)CC1c1cc(F)c(F)cc1F;3.0
CHEMBL246278;Rattus norvegicus;CCN(CCO[N+](=O)[O-])C(=O)COC(=O)c1ccccc1OC(C)=O;0.01722
CHEMBL246277;Rattus norvegicus;CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C)CCO[N+](=O)[O-];0.01944
CHEMBL246265;Mus musculus;CC(C)(Oc1ccc(Cl)cc1)C(=O)N[C@H]1C2CC3CC1C[C@](C(=O)NCc1ccc(S(N)(=O)=O)cc1)(C3)C2;3.8
CHEMBL246127;Rattus norvegicus;CCOc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(F)CC4)ccc32)cc1;10.3
CHEMBL246066;Rattus norvegicus;CC(=O)Oc1ccccc1C(=O)OC(C)CO[N+](=O)[O-];0.02444
CHEMBL246047;Mus musculus;CC(C)(Oc1ccccc1Cl)C(=O)N[C@H]1C2CC3CC1C[C@](C(=O)O)(C3)C2;3.9
CHEMBL245863;Rattus norvegicus;CC(=O)Oc1ccccc1C(=O)OCCO[N+](=O)[O-];0.02667
CHEMBL245851;Mus musculus;CC(C)(Oc1ccc(Cl)cc1)C(=O)N[C@H]1C2CC3CC1C[C@](C(N)=O)(C3)C2;0.3
CHEMBL245846;Mus musculus;O=C(NC1CCN(Cc2ccc(C(=O)NCCN3CCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1;2.0
CHEMBL245781;Rattus norvegicus;CN(C)C(=O)c1cccc(-c2cc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)ncn2)c1;3.5
CHEMBL245780;Rattus norvegicus;NC1CN(c2cc(-c3ccc(C(=O)O)cc3)ncn2)CC1c1cc(F)c(F)cc1F;3.0
CHEMBL245754;Rattus norvegicus;Cc1ccccc1Cn1cnnc1-c1cccc(Cl)c1Cl;1.7
CHEMBL245748;Rattus norvegicus;COc1cccc(CN(C)C(=O)N2CC(N)C(c3ccc(Cl)cc3Cl)C2)c1;3.0
CHEMBL245747;Rattus norvegicus;NC1CN(C(=O)NCc2cccc(F)c2)CC1c1ccc(Cl)cc1Cl;3.0
CHEMBL245742;Rattus norvegicus;C[C@H](NS(=O)(=O)C(F)(F)F)c1ccc(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)cc1;1.6
CHEMBL245719;Rattus norvegicus;CNC(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O;1.2
CHEMBL245585;Rattus norvegicus;NC1CN(c2cc(-c3cccc(C(=O)O)c3)ncn2)CC1c1cc(F)c(F)cc1F;3.0
CHEMBL245568;Mus musculus;COc1ccc2nccc([C@@H]3CN(C4CCN(Cc5cc6ccccc6[nH]5)CC4)C(=O)O3)c2c1;1.0
CHEMBL245552;Rattus norvegicus;Cc1ccc(S(=O)(=O)N2CC(N)C(c3ccc(Cl)cc3Cl)C2)cc1;3.0
CHEMBL245408;Mus musculus;Nc1nccn2c(C3CCC3)nc(-c3ccc(Oc4ccccc4)cc3)c12;5.5
CHEMBL245356;Rattus norvegicus;COc1ccc(-c2cnc(N3CC(N)C(c4ccc(Cl)cc4Cl)C3)nc2)cc1;3.0
CHEMBL245355;Rattus norvegicus;NC1CN(c2ncccn2)CC1c1ccc(Cl)cc1Cl;3.0
CHEMBL245354;Rattus norvegicus;NC1CN(c2ccccn2)CC1c1ccc(Cl)cc1Cl;3.0
CHEMBL24526;Rattus norvegicus;CC(=O)N1CCC(Oc2ccc(CC(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)c(OCC(F)(F)F)c2)CC1;0.27
CHEMBL245213;Rattus norvegicus;CCOC(=O)/C=C/[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1cccc(O)c1C;6.0
CHEMBL245211;Rattus norvegicus;CCOC(=O)/C=C/[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)c1cccc(O)c1C;6.0
CHEMBL245158;Mus musculus;O=C(NC1CCC(OCCCN2CCOCC2)CC1)NC12CC3CC(CC(C3)C1)C2;1.333
CHEMBL245151;Mus musculus;O=C(NCCCCCOCCCN1CCOCC1)NC12CC3CC(CC(C3)C1)C2;0.25
CHEMBL245064;Mus musculus;O=C(O)C[C@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCC(O)CN2)c1)c1cc(Cl)cc(I)c1O;6.3
CHEMBL245063;Mus musculus;O=C(O)C[C@@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCC(O)CN2)c1)c1cc(Cl)cc(I)c1O;2.8
CHEMBL244998;Rattus norvegicus;COc1c(C)cc(/C(=C\CCc2nnc(C)o2)c2cccc(C#N)c2)cc1C(=O)SC;3.683
CHEMBL244946;Rattus norvegicus;Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)nn6C)cc5CC4)n3C)cccc2n1;1.7
CHEMBL244904;Rattus norvegicus;CN1CCSCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C;0.5
CHEMBL2448576;Rattus norvegicus;CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2cc3ccccc3nc2OC)[nH]1;7.0
CHEMBL244854;Mus musculus;O=C(O)C[C@@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCC(F)CN2)c1)c1cc(Cl)cc(Br)c1O;2.0
CHEMBL244781;Rattus norvegicus;COc1c(C)cc(/C(=C/CCc2nnc(C)o2)c2ccc3oc(=O)n(C)c3c2)cc1C(=O)SC;12.32
CHEMBL244780;Rattus norvegicus;COc1c(C)cc(/C(=C\CCc2nnc(C)o2)c2cc(C)c3onc(OC)c3c2)cc1C(=O)SC;18.17
CHEMBL244754;Rattus norvegicus;CN1CCN(C)C(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)C1;0.7
CHEMBL24461;Rattus norvegicus;Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2)c1C;2.0
CHEMBL24456;Rattus norvegicus;O=C(Cc1ccc(OC2CCN(CC3CC3)CC2)cc1OCC(F)(F)F)N1CCC(N2C(=O)OCc3ccccc32)CC1;1.7
CHEMBL244521;Rattus norvegicus;CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1;16.0
CHEMBL244520;Rattus norvegicus;CN1CC(F)(F)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C;0.6
CHEMBL244403;Rattus norvegicus;CCCCCOc1ccc(C(=O)c2cccc3ccccc23)c2ccccc12;64.6
CHEMBL2443225;Mus musculus;O=c1[nH]cc(-c2ccc(F)cc2)cc1O;6.667
CHEMBL2443139;Mus musculus;CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1;5.44
CHEMBL2443138;Mus musculus;CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc(N(C)C)cc3)on2)CC1;5.55
CHEMBL2443044;Mus musculus;CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc([N+](=O)[O-])cc3)on2)CC1;5.55
CHEMBL2443026;Mus musculus;CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCC5(CC4)OCCO5)CC3)no2)cc1;5.46
CHEMBL2442998;Mus musculus;COc1ccc(-c2ccccc2N2CCN(CCOCCC(=O)NCc3cccnc3)CC2)cc1;0.7333
CHEMBL2442886;Rattus norvegicus;CCOC(=O)Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1;0.4133
CHEMBL2442885;Rattus norvegicus;COC(=O)Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1;0.2933
CHEMBL2442882;Mus musculus;CCNC(=O)Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1;3.4
CHEMBL2442878;Mus musculus;CCNC(=O)Oc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1;0.6883
CHEMBL2442750;Rattus norvegicus;Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1;17.1
CHEMBL2442702;Rattus norvegicus;CO/N=C(\N)c1ccc(-c2cncc(-c3ccc(/C(N)=N\OC)nc3)n2)cn1;0.9833
CHEMBL2442701;Rattus norvegicus;N/C(=N\O)c1ccc(-c2cncc(-c3ccc(/C(N)=N\O)nc3)n2)cn1;0.85
CHEMBL2442614;Mus musculus;CO/N=C(\N)c1ccc(-c2cncc(-c3ccc(/C(N)=N\OC)cn3)n2)nc1;3.333
CHEMBL2442613;Mus musculus;N/C(=N\O)c1ccc(-c2cncc(-c3ccc(/C(N)=N/O)cn3)n2)nc1;0.3333
CHEMBL2442611;Mus musculus;CO/N=C(\N)c1ccc(-c2cncc(-c3ccc(/C(N)=N\OC)cc3)n2)cn1;0.5833
CHEMBL2442610;Mus musculus;N/C(=N\O)c1ccc(-c2cncc(-c3ccc(/C(N)=N/O)nc3)n2)cc1;0.6
CHEMBL2442608;Rattus norvegicus;CO/N=C(\N)c1ccc(-c2cncc(-c3ccc(/C(N)=N\OC)cc3)n2)nc1;3.5
CHEMBL2442607;Mus musculus;N/C(=N\O)c1ccc(-c2cncc(-c3ccc(/C(N)=N/O)cn3)n2)cc1;0.5
CHEMBL2442603;Rattus norvegicus;CO/N=C(\N)c1ccc(-c2cncc(-c3ccc(/C(N)=N\OC)cc3)n2)cc1;0.4333
CHEMBL2442602;Rattus norvegicus;N/C(=N\O)c1ccc(-c2cncc(-c3ccc(/C(N)=N/O)cc3)n2)cc1;0.03167
CHEMBL2442509;Mus musculus;CN(Cc1ccccc1)c1ccc2cc(C(=O)O)c(=O)oc2c1;4.5
CHEMBL2442472;Mus musculus;CC(C)(C)CNC(=O)Cc1ccc(Nc2nc(-c3ccccc3)ncc2C(N)=O)cc1;3.2
CHEMBL2442249;Mus musculus;CCN1CCN(C(c2ccc(C(F)(F)F)cc2)c2cc(Cl)c3cccnc3c2O)CC1;0.6667
CHEMBL2442209;Rattus norvegicus;CCC(=O)Oc1ccc(C(=O)/C=C/c2ccc(N(CC)CC)cc2)c2c1C=CC(C)(C)O2;14.07
CHEMBL244215;Mus musculus;O=C(O)C[C@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCC(O)CN2)c1)c1cc(Br)cc(Cl)c1O;2.1
CHEMBL244214;Mus musculus;O=C(O)C[C@@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCC(O)CN2)c1)c1cc(Br)cc(Cl)c1O;2.1
CHEMBL2442124;Rattus norvegicus;C[C@@H](Sc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl;5.7
CHEMBL2441952;Mus musculus;Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(CC(=O)N(C)C)C2;1.8
CHEMBL2441636;Rattus norvegicus;Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)C1CCOCC1;3.8
