chembl_id,organism,canonical_smiles,IC50 /nM
CHEMBL553622,Mus musculus,CC(=O)O[C@@H]1[C@H]2[C@@H](OC(=O)Cc3ccccc3)[C@@H](C)C[C@]2(OC(C)=O)C(=O)/C(C)=C/[C@@H]2[C@H](CC[C@]13CO3)C2(C)C,50000.0
CHEMBL553207,Mus musculus,O=c1cc(-c2ccc(OCCOCCOCCOCCOCCOCCOc3ccc(-c4cc(=O)c5ccccc5o4)cc3)cc2)oc2ccccc12,7100.0
CHEMBL552648,Mus musculus,O=c1cc(-c2ccc(OCCOCCOCCOCCOCCOCCOCCOCCOc3ccc(-c4cc(=O)c5ccccc5o4)cc3)cc2)oc2ccccc12,4400.0
CHEMBL552638,Mus musculus,CCOC(=O)Nc1ccc(NCc2ccc(C(C)=O)cc2)nc1N.Cl,202768.27
CHEMBL552550,Rattus norvegicus,C[C@@H]1CO[C@](CCc2ccc(Cl)cc2)(Cn2ccnc2)O1.Cl,30000.0
CHEMBL552137,Rattus norvegicus,N=C(N)c1ccc2cc(-c3cccc(OCCCOc4ccccc4)c3)oc2c1,19800.0
CHEMBL552128,Mus musculus,C=C1CC[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C,50000.0
CHEMBL552077,Rattus norvegicus,N=C(N)c1ccc2oc(-c3ccc(OCCCCOc4ccccc4)cc3)cc2c1,1300.0
CHEMBL552015,Rattus norvegicus,N=C(N)c1ccc2oc(-c3cccc(OCCCCOc4ccccc4)c3)cc2c1,8100.0
CHEMBL551939,Rattus norvegicus,N=C(N)c1ccc2oc(-c3cccc(OCCCCCOc4ccccc4)c3)cc2c1,3000.0
CHEMBL551343,Rattus norvegicus,N=C(N)c1ccc(OCc2ccc(COc3ccc(C(=N)N)cc3)c3ccccc23)cc1,28300.0
CHEMBL551342,Rattus norvegicus,c1cc(OCc2ccc(COc3cccc(C4=NCCN4)c3)cc2)cc(C2=NCCN2)c1,19800.0
CHEMBL551195,Mus musculus,C=CCc1ccc(OC(C)=O)c(-c2ccc(OC)c(CC=C)c2)c1,29000.0
CHEMBL551037,Rattus norvegicus,N=C(N)c1cccc(OCCCCCOc2cccc(C(=N)N)n2)n1,114000.0
CHEMBL551036,Rattus norvegicus,CO/N=C(/N)c1ccc(OCCCCCOc2ccc(/C(N)=N\OC)nc2)cn1,39400.0
CHEMBL551012,Rattus norvegicus,c1ccc(OCCCCCCOc2ccc(-c3cc4ccc(C5=NCCN5)cc4o3)cc2)cc1,3400.0
CHEMBL551011,Rattus norvegicus,CC(C)NC(=N)c1ccc2cc(-c3ccc(OCCCCCCOc4ccccc4)cc3)oc2c1,4900.0
CHEMBL550873,Rattus norvegicus,c1ccc(OCCCOc2cccc(-c3cc4ccc(C5=NCCN5)cc4o3)c2)cc1,10100.0
CHEMBL550733,Rattus norvegicus,c1ccc(OCCCCCOc2ccc(-c3cc4ccc(C5=NCCN5)cc4o3)cc2)cc1,3200.0
CHEMBL550731,Rattus norvegicus,c1ccc(OCCCCCCOc2ccc(-c3cc4cc(C5=NCCN5)ccc4o3)cc2)cc1,1500.0
CHEMBL550609,Rattus norvegicus,CC(C)NC(=N)c1cccc(OCc2ccc3ccc(COc4cccc(C(=N)NC(C)C)c4)cc3c2)c1,136000.0
CHEMBL550605,Rattus norvegicus,c1ccc(OCCCOc2ccc(-c3cc4ccc(C5=NCCN5)cc4o3)cc2)cc1,16800.0
CHEMBL550604,Rattus norvegicus,N=C(N)c1ccc2cc(-c3ccc(OCCCOc4ccccc4)cc3)oc2c1,8600.0
CHEMBL550490,Rattus norvegicus,c1cc(OCCCCCOc2ccc(C3=NCCN3)cn2)ncc1C1=NCCN1,111000.0
CHEMBL550484,Mus musculus,C=CC(C)(C/C=C(\C)CCC=C(C)C)c1ccc(O)c(O)c1,507000.0
CHEMBL550327,Rattus norvegicus,CC(C)NC(=N)c1ccc2oc(-c3ccc(OCCCCOc4ccccc4)cc3)cc2c1,6900.0
CHEMBL550196,Rattus norvegicus,CC(C)NC(=N)c1ccc2oc(-c3ccc(OCCCOc4ccccc4)cc3)cc2c1,45600.0
CHEMBL550121,Rattus norvegicus,c1ccc(OCCCCCCOc2cccc(-c3cc4ccc(C5=NCCN5)cc4o3)c2)cc1,1800.0
CHEMBL55,Rattus norvegicus,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,2100.0
CHEMBL549997,Rattus norvegicus,c1ccc(OCCCCCOc2cccc(-c3cc4ccc(C5=NCCN5)cc4o3)c2)cc1,3700.0
CHEMBL549931,Rattus norvegicus,COC1=CC(=O)C=C(N2CCN(c3nc(N)c4cc(OC)c(OC)cc4n3)CC2)C1=O,52500.0
CHEMBL549861,Rattus norvegicus,N=C(N)c1cccc(OCc2cccc3c(COc4cccc(C(=N)N)c4)cccc23)c1,14400.0
CHEMBL549856,Rattus norvegicus,N=C(N)c1ccc2cc(-c3ccc(OCCCCCCOc4ccccc4)cc3)oc2c1,8000.0
CHEMBL549652,Rattus norvegicus,N=C(N)c1ccc2cc(-c3ccc(OCCCCCOc4ccccc4)cc3)oc2c1,9000.0
CHEMBL549590,Rattus norvegicus,N=C(N)c1cccc(OCc2ccc3cc(COc4cccc(C(=N)N)c4)ccc3c2)c1,13300.0
CHEMBL549448,Rattus norvegicus,N=C(N)c1ccc2cc(-c3ccc(OCCCCOc4ccccc4)cc3)oc2c1,14100.0
CHEMBL549382,Rattus norvegicus,CC(C)NC(=N)c1cccc(OCc2cccc3c(COc4cccc(C(=N)NC(C)C)c4)cccc23)c1,50700.0
CHEMBL549306,Rattus norvegicus,N=C(N)c1ccc(OCc2ccc3ccc(COc4ccc(C(=N)N)cc4)cc3c2)cc1,6950.0
CHEMBL548436,Rattus norvegicus,Cl.N=C(N)Nc1ccc(NC(=O)Nc2ccc(NC(=N)N)cc2)cc1,235000.0
CHEMBL547,Rattus norvegicus,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,49.4
CHEMBL546162,Rattus norvegicus,OC(CNC1CCCCC1)Cn1c2ccccc2c2ccccc21,3668.0
CHEMBL545267,Mus musculus,Cl.Nc1nc(NCc2ccc(F)cc2)ccc1NC(=O)Oc1ccccc1,559757.6
CHEMBL545266,Mus musculus,Cl.Nc1nc(NCc2ccccc2)ccc1NC(=O)Oc1ccccc1,299226.46
CHEMBL545260,Mus musculus,CCOC(=O)Nc1ccc(NCc2c(C)cc(C)cc2C)nc1N.Cl,2985.38
CHEMBL544798,Mus musculus,CCOC(=O)Nc1ccc(NCc2ccc(Cl)cc2)nc1N.Cl,66988.46
CHEMBL544332,Mus musculus,Cl.Nc1nc(NCc2ccc(F)cc2)ccc1NC(=O)OCCCl,81658.24
CHEMBL543870,Mus musculus,CCOC(=O)Nc1ccc(NCc2ccc(S(N)(=O)=O)cc2)nc1N.Cl,1318256.74
CHEMBL543869,Mus musculus,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N.Cl,110662.38
CHEMBL543627,Mus musculus,Cc1noc(C)c1C(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N.Cl,562341.33
CHEMBL543625,Mus musculus,CCOC(=O)Nc1ccc(NCc2c(C)cccc2C)nc1N.Cl,10209.39
CHEMBL54349,Rattus norvegicus,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,100.0
CHEMBL543151,Mus musculus,COC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N.Cl,104954.24
CHEMBL542920,Mus musculus,CCOC(=O)Nc1ccc(NCc2ccccc2)nc1N.Cl,141253.75
CHEMBL542685,Mus musculus,CCOC(=O)Nc1ccc(NCc2ccc(C)c(Cl)c2)nc1N.Cl,125603.0
CHEMBL542684,Mus musculus,CCOC(=O)Nc1ccc(NC(C)c2ccc(F)cc2)nc1N.Cl,83946.0
CHEMBL542679,Mus musculus,CCOC(=O)Nc1ccc(NCc2cccc(F)c2)nc1N.Cl,95940.06
CHEMBL542439,Mus musculus,CCOC(=O)Nc1ccc(NCc2ccc(C)cc2C)nc1N.Cl,19054.61
CHEMBL541899,Rattus norvegicus,Cl.Clc1ccc(CCC2(Cn3ccnc3)OCCO2)cc1,5000.0
CHEMBL541677,Mus musculus,Cc1ccc2c(=O)cc(-c3ccc(OCCOCCOCCOCCOCCOCCOc4ccc(-c5cc(=O)c6ccc(C)cc6o5)cc4)cc3)oc2c1,5300.0
CHEMBL541314,Mus musculus,CCOC(=O)Nc1ccc(NCc2ccc(C(F)(F)F)cc2)nc1N.Cl,195433.95
CHEMBL541,Bos taurus,O=C(O)c1ccccc1,1000000.0
CHEMBL540960,Mus musculus,Cc1ccc(/C=C2\CN(C(=O)c3ccc(OCCN(C)C)cc3)C/C(=C\c3ccc(C)cc3)C2=O)cc1.Cl,7140.0
CHEMBL540483,Mus musculus,O=c1cc(-c2ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOc3ccc(-c4cc(=O)c5ccccc5o4)cc3)cc2)oc2ccccc12,8400.0
CHEMBL540456,Mus musculus,CC(=O)C[C@H]1O[C@@H](Oc2c(-c3ccc(OC(C)=O)cc3)oc3cc(OC(C)=O)cc(OC(C)=O)c3c2=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,148710.0
CHEMBL540445,Mus musculus,C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21,7200.0
CHEMBL540381,Mus musculus,Cl.Nc1nc(NCc2ccc(F)cc2)ccc1N1CCOC1=O,458141.89
CHEMBL540167,Mus musculus,Cc1ccc2c(=O)cc(-c3ccc(OCCOCCOCCOCCOCCOc4ccc(-c5cc(=O)c6ccc(C)cc6o5)cc4)cc3)oc2c1,80000.0
CHEMBL539987,Mus musculus,Cc1ccc2oc(-c3ccc(OCCOCCOCCOCCOCCOc4ccc(-c5cc(=O)c6cc(C)ccc6o5)cc4)cc3)cc(=O)c2c1,100000.0
CHEMBL539985,Mus musculus,O=c1cc(-c2ccc(OCCOCCOc3ccc(-c4cc(=O)c5ccccc5o4)cc3)cc2)oc2ccccc12,100000.0
CHEMBL539959,Mus musculus,C=C1[C@@H](OC(=O)c2ccccc2)C[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C,50000.0
CHEMBL539868,Rattus norvegicus,CC(=O)c1ccc(NC(=N)N)cc1.Cl,421000.0
CHEMBL539632,Rattus norvegicus,CCCCC[P+](CCCCC)(CCCCC)Cc1ccc(C(=O)c2ccc(C[P+](CCCCC)(CCCCC)CCCCC)cc2)cc1.[Br-].[Br-],11800.0
CHEMBL539628,Rattus norvegicus,CCCCC[P+](CCCCC)(CCCCC)c1ccc(C(=O)c2ccc([P+](CCCCC)(CCCCC)CCCCC)cc2)cc1.[Br-].[Br-],11800.0
CHEMBL539278,Mus musculus,CC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N.Cl,647142.62
CHEMBL539150,Mus musculus,Cc1ccc2oc(-c3ccc(OCCOCCOCCOCCOCCOCCOc4ccc(-c5cc(=O)c6cc(C)ccc6o5)cc4)cc3)cc(=O)c2c1,100000.0
CHEMBL539149,Mus musculus,CCc1ccc2oc(-c3ccc(OCCOCCOCCOCCOCCOCCOc4ccc(-c5cc(=O)c6cc(CC)ccc6o5)cc4)cc3)cc(=O)c2c1,5500.0
CHEMBL539148,Mus musculus,CCc1ccc2oc(-c3ccc(OCCOCCOCCOCCOCCOc4ccc(-c5cc(=O)c6cc(CC)ccc6o5)cc4)cc3)cc(=O)c2c1,200000.0
CHEMBL539147,Mus musculus,O=c1cc(-c2ccc(OCCOCCOCCOc3ccc(-c4cc(=O)c5ccccc5o4)cc3)cc2)oc2ccccc12,95000.0
CHEMBL539051,Rattus norvegicus,CCC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2.Cl,15600.0
CHEMBL538769,Mus musculus,CCOC(=O)Nc1ccc(NCc2ccc(NC(C)=O)cc2)nc1N.Cl,374973.0
CHEMBL538670,Mus musculus,O=c1cc(-c2ccc(OCCOCCOCCOCCOCCOc3ccc(-c4cc(=O)c5ccc(F)cc5o4)cc3)cc2)oc2cc(F)ccc12,100000.0
CHEMBL538668,Mus musculus,O=c1cc(-c2ccc(OCCOCCOCCOCCOc3ccc(-c4cc(=O)c5ccccc5o4)cc3)cc2)oc2ccccc12,100000.0
CHEMBL538590,Rattus norvegicus,Cl.N=C(N)Nc1ccc(C(=O)c2ccccc2)cc1,118100.0
CHEMBL538177,Mus musculus,Cc1ccc2c(=O)cc(-c3ccc(OCCOCCOCCOCCOc4ccc(-c5cc(=O)c6ccc(C)cc6o5)cc4)cc3)oc2c1,88600.0
CHEMBL537247,Rattus norvegicus,Cl.N=C(N)Nc1ccc(NC(=O)c2ccccc2)cc1,309000.0
CHEMBL537246,Rattus norvegicus,Cl.O=C(c1ccccc1)c1ccc(NC2=NCCN2)cc1,225800.0
CHEMBL537200,Rattus norvegicus,Cl.Clc1ccc(CCC2(Cn3ccnc3)SCCS2)cc1,14000.0
CHEMBL537021,Rattus norvegicus,Cl.O=C(Nc1ccc(NC2=NCCN2)cc1)c1ccccc1,284000.0
CHEMBL537,Mus musculus,Oc1ccc(O)cc1,123100.0
CHEMBL536556,Rattus norvegicus,Cl.O=C(Nc1ccccc1)c1ccc(NC2=NCCN2)cc1,284000.0
CHEMBL536056,Rattus norvegicus,C[C@@H]1CO[C@@](CCc2ccc(Cl)cc2)(Cn2ccnc2)O1.Cl,3600.0
CHEMBL536047,Rattus norvegicus,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2.Cl,7800.0
CHEMBL535614,Rattus norvegicus,C[C@H]1CO[C@](CCc2ccc(Cl)cc2)(Cn2ccnc2)O1.Cl,20000.0
CHEMBL535613,Rattus norvegicus,C[C@H]1CO[C@@](CCc2ccc(Cl)cc2)(Cn2ccnc2)O1.Cl,6000.0
CHEMBL53463,Rattus norvegicus,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,3700.0
CHEMBL532729,Rattus norvegicus,Cl.O=C(Nc1ccc(NC2=NCCN2)cc1)Nc1ccc(NC2=NCCN2)cc1,104000.0
CHEMBL532047,Mus musculus,Cc1c(-c2ccc(OCCOCCOCCOCCOCCOc3ccc(-c4oc5ccccc5c(=O)c4C)cc3)cc2)oc2ccccc2c1=O,3100.0
CHEMBL529891,Rattus norvegicus,NCCN1CCC2(N3CCCC3)CC(c3ccc(Cl)cc3)C1C(c1ccc(Cl)cc1)C2,4650.0
CHEMBL528099,Rattus norvegicus,c1ccc([C@@H]2CC3(N4CCCC4)CCNC2[C@H](c2ccccc2)C3)cc1,120400.0
CHEMBL527074,Mus musculus,CC(=O)N[C@H]1[C@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C3[C@@H]5CC(C)(C)CC[C@]5(C(=O)O[C@@H]5O[C@H](COC(C)=O)[C@@H](O)[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6OC(=O)/C=C/c6ccccc6)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O[C@@H]6OC[C@](O)(CO)[C@H]6O)[C@H]5O)[C@H](O)C[C@]34C)C2(C)C)O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,980.0
CHEMBL525771,Mus musculus,CO[C@H]1C[C@H](O[C@H]2[C@@H](OC)C[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@]5(O)[C@@H]4C[C@@H](OC(=O)/C=C/c4ccccc4)[C@]4(C)[C@@](O)([C@H](C)O)CC[C@]54O)C3)O[C@@H]2C)O[C@H](C)[C@H]1O[C@H]1C[C@H](OC)[C@H](O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)O1,910.0
CHEMBL525563,Mus musculus,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]4CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CO)NC1=O)C(=O)N[C@@H](CO)C(=O)N4)NC(=O)[C@@H]1CCCN1C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC3=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N1CCC[C@H]1C(=O)N2,820000.0
CHEMBL525350,Mus musculus,COc1cc2oc3c(c(=O)c2c(O)c1/C=C/C(C)C)C(C=C(C)C)Oc1cc(O)ccc1-3,46100.0
CHEMBL525223,Mus musculus,CC[C@H](C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)CN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N4CCC[C@H]4C(=O)N2)NC(=O)[C@H](CO)NC(=O)[C@H](CSSC[C@@H](C(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC3=O)NC(=O)CNC1=O,110.0
CHEMBL52440,Rattus norvegicus,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,5600.0
CHEMBL524360,Mus musculus,Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCS(N)(=O)=O)[nH]c3ccc([N+](=O)[O-])cc23)c1,408000.0
CHEMBL524337,Mus musculus,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@H]3[C@H](O)[C@@H](CO)O[C@@H](OC[C@H]4O[C@@H](OC(=O)[C@]56CCC(C)(C)C[C@H]5C5=CC[C@@H]7[C@@]8(C)CC[C@H](O[C@H]9OC[C@H](O)[C@H](O[C@@H]%10O[C@H](CO)[C@@H](O[C@@H]%11O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%11O)[C@H](O)[C@H]%10O)[C@H]9O)C(C)(C)[C@@H]8CC[C@@]7(C)[C@]5(C)CC6)[C@H](O)[C@@H](O)[C@@H]4O)[C@@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,9000.0
CHEMBL523622,Mus musculus,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,11000.0
CHEMBL522874,Rattus norvegicus,CN1CCN=C1c1ccc(OCCCCCOc2ccc(C3=NCCN3C)cc2)cc1.Cl,176000.0
CHEMBL522683,Rattus norvegicus,CN1CCN(CCC(=O)N2CCC3(N(C)C)CC(c4ccccc4)C2C(c2ccccc2)C3)CC1,127800.0
CHEMBL522353,Rattus norvegicus,CN1CCN(CCC(=O)NC2CC3(N(C)C)CC(c4ccccc4)C2C(c2ccccc2)C3)CC1,94970.0
CHEMBL521934,Mus musculus,COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1,100000.0
CHEMBL521525,Rattus norvegicus,CN1CCN(CCC(=O)NC2CC3(N4CCCC4)CC(c4ccccc4)C2C(c2ccccc2)C3)CC1,86690.0
CHEMBL521501,Rattus norvegicus,COc1cc(C2=NCCN2)ccc1-c1cc2cc(C3=NCCN3)ccc2o1,7400.0
CHEMBL521271,Mus musculus,COC(=O)NC1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,29.0
CHEMBL521196,Rattus norvegicus,CN(C)C12CCNC(C(c3ccc(Cl)c(Cl)c3)C1)C(c1ccc(Cl)c(Cl)c1)C2,6440.0
CHEMBL521183,Mus musculus,Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)CS(N)(=O)=O)[nH]c3ccc(Cl)c(F)c23)c1,18000.0
CHEMBL521032,Rattus norvegicus,OCCN1CCC2(N3CCCCC3)CC(c3ccc(Cl)cc3)C1C(c1ccc(Cl)cc1)C2,9690.0
CHEMBL521,Ovis aries,CC(C)Cc1ccc(C(C)C(=O)O)cc1,3350.0
CHEMBL520889,Rattus norvegicus,CN(C)C12CCNC(C(c3ccc(F)cc3)C1)C(c1ccc(F)cc1)C2,186000.0
CHEMBL520807,Rattus norvegicus,c1ccc2[nH]c(-c3ccc(-c4cc5cc(C6=NCCN6)ccc5o4)cc3)nc2c1,59300.0
CHEMBL520774,Rattus norvegicus,CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@@H]([C@@H](C)CC)NC(=O)c2csc(n2)CNC(=O)[C@H]2N=C1O[C@@H]2C,120000.0
CHEMBL520721,Rattus norvegicus,C=C(C)C(=O)O[C@H]1CC(=C)[C@@H]2C[C@H](O)C(=C)[C@@H]2[C@H]2OC(=O)C(=C)[C@H]12,330.0
CHEMBL520654,Rattus norvegicus,COc1cc(C2=NCCN2)cc2cc(-c3ccc(C4=NCCN4)cc3)oc12,19900.0
CHEMBL520624,Rattus norvegicus,CCCCCN(CCCCC)c1ccc2nc3ccc(N4CCCCC4)cc3[o+]c2c1.[Cl-],140.0
CHEMBL520518,Rattus norvegicus,COc1cc(C(=N)N)ccc1-c1cc2cc(C(=N)N)ccc2o1,157000.0
CHEMBL520485,Rattus norvegicus,c1cc(C2=NCCN2)cc(-c2cc3ccc(C4=NCCN4)cc3o2)c1,12800.0
CHEMBL520466,Rattus norvegicus,Cc1ccc(C2CC3(N(C)C)CCNC2C(c2ccc(C)cc2)C3)cc1,40460.0
CHEMBL520419,Mus musculus,Cc1cc(N2CCC(O)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0.5
CHEMBL520335,Rattus norvegicus,COc1ccc(C(=N)NC(C)C)cc1-c1cc2cc(C(=N)NC(C)C)ccc2o1,179000.0
CHEMBL520186,Rattus norvegicus,N=C(N)c1ccc(O)c(-c2cc3cc(C(=N)N)ccc3o2)c1,217000.0
CHEMBL520143,Rattus norvegicus,Oc1ccc(C2=NCCN2)cc1-c1cc2cc(C3=NCCN3)ccc2o1,199000.0
CHEMBL520124,Rattus norvegicus,CN(C)c1ccc2nc3ccc(N4CCOCC4)cc3[o+]c2c1.[Cl-],49830.0
CHEMBL520013,Rattus norvegicus,COc1cc(C(=N)N)cc2cc(-c3ccc(C(=N)N)cc3)oc12,30700.0
CHEMBL520012,Rattus norvegicus,CN(C)c1ccc2nc3ccc(N4CCCC4)cc3[o+]c2c1.[Cl-],13140.0
CHEMBL519882,Rattus norvegicus,NC(=O)CN1CCC2(N3CCCC3)CC(c3ccc(Cl)cc3)C1C(c1ccc(Cl)cc1)C2,23900.0
CHEMBL519873,Rattus norvegicus,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,43360.0
CHEMBL519805,Rattus norvegicus,Clc1ccc([C@@H]2CC3(N4CCCC4)CCNC2[C@H](c2ccc(Cl)cc2)C3)cc1,10060.0
CHEMBL519519,Rattus norvegicus,COc1cc(C(=N)NC(C)C)ccc1-c1cc2ccc(C(=N)NC(C)C)cc2o1,181000.0
CHEMBL519457,Mus musculus,CC[C@@]12CCCN3CC[C@]4(c5cccc(OC)c5N(C(C)=O)[C@@H]4CC1)[C@H]32,46200.0
CHEMBL519300,Mus musculus,Cc1cc(N2CCC(N(C)C)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0.2
CHEMBL519132,Mus musculus,COC1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,4.5
CHEMBL519077,Rattus norvegicus,CC1(C)CC[C@]2(C)CC=C3[C@@](C)(CC[C@H]4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)CC[C@@]34C)[C@@H]2C1,90000.0
CHEMBL519040,Rattus norvegicus,O=C(Nc1c(O)cccc1-c1nc2c(C(=O)O)cccc2o1)c1cc(-c2ccccc2)on1,141000.0
CHEMBL518984,Rattus norvegicus,CN(C)C12CCNC(C(c3cccc4ccccc34)C1)C(c1cccc3ccccc13)C2,6470.0
CHEMBL518818,Bos taurus,COc1cc(/C=C\c2cc(O)c3ccoc3c2)cc2c1OCO2,3000.0
CHEMBL518721,Mus musculus,CCN(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc(Cl)cc3)C(=O)/C(=C/c3ccc(Cl)cc3)C2)cc1.Cl,47300.0
CHEMBL518720,Rattus norvegicus,Cn1c2c3ccccc3nc-2c(-c2c3nc4ccccc4c-3n(C)c3ccccc23)c2ccccc21,13620.0
CHEMBL518623,Rattus norvegicus,CN(C)C12CC(OC(=O)c3ccncc3)C(C(c3ccccc3)C1)C(c1ccccc1)C2,12530.0
CHEMBL518622,Rattus norvegicus,CN(C)C12CC(OC(=O)c3cccnc3)C(C(c3ccccc3)C1)C(c1ccccc1)C2,12250.0
CHEMBL518600,Rattus norvegicus,CC(=O)c1ccc(C#CC2(O)CN3CCC2CC3)s1,193700.0
CHEMBL518576,Mus musculus,O=C(/C=C/c1ccco1)c1cccc(O)c1CN1CCOCC1,17200.0
CHEMBL518535,Rattus norvegicus,O=C(Nc1c(O)cccc1-c1nc2c(C(=O)O)cccc2o1)c1ncccc1F,203700.0
CHEMBL518446,Rattus norvegicus,OC[C@H]1O[C@@H](n2cnc3c(Nc4ccccc4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,36300.0
CHEMBL518438,Mus musculus,O=C(/C=C/c1ccncc1)c1ccc(O)c(CN2CCOCC2)c1,111000.0
CHEMBL518333,Rattus norvegicus,O=C(OC1CC2(N3CCCCC3)CC(c3ccccc3)C1C(c1ccccc1)C2)c1ccc(Cl)cc1,23000.0
CHEMBL518332,Rattus norvegicus,CN(C)C12CC(OC(=O)c3ccccc3)C(C(c3ccccc3)C1)C(c1ccccc1)C2,6020.0
CHEMBL518278,Mus musculus,CCOc1cc(O)c(C(=O)/C=C/c2ccccc2)cc1CN1CCOCC1,1600.0
CHEMBL518263,Mus musculus,O=C(/C=C/c1cccnc1)c1ccc(O)c(CN2CCOCC2)c1,53200.0
