chembl_id,organism,canonical_smiles,IC50 /nM
CHEMBL3109258,Mus musculus,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC(=O)[C@@H]2[C@@H]4CC(C)(C)CC[C@]4(C(=O)OCc4ccccc4)CC[C@]23C)C1(C)C,90000.0
CHEMBL3109257,Mus musculus,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=C(O)C(=O)[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,25800.0
CHEMBL3109256,Mus musculus,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC(=O)[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,24800.0
CHEMBL3109255,Mus musculus,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C[C@@H]3[C@@]4(C)C[C@@H](OC(C)=O)[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,31700.0
CHEMBL3109254,Mus musculus,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](OC(C)=O)[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,30500.0
CHEMBL3109253,Mus musculus,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC(=O)[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,33600.0
CHEMBL3109252,Mus musculus,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=C(O)C(=O)[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,12500.0
CHEMBL3109251,Mus musculus,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,28200.0
CHEMBL310704,Rattus norvegicus,C1CCC(/N=C(\NC2CCCCC2)N(CCCN=C(NC2CCCCC2)NC2CCCCC2)CCN=C(NC2CCCCC2)NC2CCCCC2)CC1,83000.0
CHEMBL3105705,Mus musculus,COc1ccc(C2=C(c3cc(OC)c(OC)c(OC)c3)C(=O)N(CC(=O)c3ccc(OCc4ccccc4)c(OC)c3)C2=O)cc1OC,100000.0
CHEMBL3105271,Rattus norvegicus,Cl.N=C(N)c1cccc(-c2cc(-c3cc(C(=N)N)ccn3)no2)c1,130000.0
CHEMBL3105253,Rattus norvegicus,Cl.N=C(N)c1cncc(-c2cc(-c3ccc(C(=N)N)nc3)no2)c1,2110.0
CHEMBL3105238,Mus musculus,COc1ccc(C2=C(c3ccc(OC)c(OC)c3)C(=O)N(CC(=O)c3ccc(OCc4ccccc4)c(OC)c3)C2=O)cc1OC,100000.0
CHEMBL3104538,Rattus norvegicus,N#Cc1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,100000.0
CHEMBL3104537,Rattus norvegicus,N#Cc1ccccc1N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,40000.0
CHEMBL3104536,Rattus norvegicus,FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,100000.0
CHEMBL3104535,Rattus norvegicus,FC(F)(F)c1ccc(N(c2cccnc2)C2CCN(c3ccccc3C(F)(F)F)CC2)cc1,61000.0
CHEMBL3104534,Rattus norvegicus,Cc1ccccc1CN1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,54000.0
CHEMBL3104533,Rattus norvegicus,Fc1ccccc1CN1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,32490.0
CHEMBL3104532,Rattus norvegicus,FC(F)(F)c1ccc(N(c2cccnc2)C2CCN(Cc3ccccc3C(F)(F)F)CC2)cc1,63820.0
CHEMBL3104531,Rattus norvegicus,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,20000.0
CHEMBL3104530,Rattus norvegicus,O=C(c1ccccc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,58000.0
CHEMBL3104529,Rattus norvegicus,CC(C)(C)C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,55000.0
CHEMBL3104528,Rattus norvegicus,CC(C)(C)CC(=O)N1CCC(N(c2ccc(Cl)cc2)c2cccnc2)CC1,51000.0
CHEMBL3104527,Rattus norvegicus,CC(C)(C)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,64000.0
CHEMBL3104526,Mus musculus,O=C([C@@H](c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,38000.0
CHEMBL3104525,Rattus norvegicus,O=C([C@H](c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,47000.0
CHEMBL3104490,Rattus norvegicus,CS(=O)(=O)c1ccc(N2CCN(C(=O)C(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1,100000.0
CHEMBL3104489,Rattus norvegicus,N#Cc1ccc(C(C(=O)N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c2cccnc2)cc1,78740.0
CHEMBL3104488,Rattus norvegicus,O=C(C(c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,64590.0
CHEMBL3104487,Rattus norvegicus,N#Cc1ccc(C(C(=O)N2CCN(c3ccc(C(F)(F)F)nc3)CC2)c2cccnc2)cc1,100000.0
CHEMBL3104486,Rattus norvegicus,O=C(C(c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)nc2)CC1,60880.0
CHEMBL3104485,Rattus norvegicus,N#Cc1ccc(C(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c2cccnc2)cc1,73770.0
CHEMBL3104484,Rattus norvegicus,O=C(C(c1ccc(Cl)cc1)c1cccnc1)N1CCN(Cc2cccc(C(F)(F)F)c2)CC1,52000.0
CHEMBL3104483,Rattus norvegicus,COCCN1CCN(C(=O)C(c2ccc(Cl)cc2)c2cccnc2)CC1,100000.0
CHEMBL3104482,Rattus norvegicus,CC(C)CN1CCN(C(=O)C(c2ccc(Cl)cc2)c2cccnc2)CC1,100000.0
CHEMBL3104481,Rattus norvegicus,O=C(C(c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2nccs2)CC1,100000.0
CHEMBL3104480,Rattus norvegicus,O=C(c1ccccc1)N1CCN(C(=O)C(c2ccc(Cl)cc2)c2cccnc2)CC1,100000.0
CHEMBL3104479,Rattus norvegicus,FC(F)(F)c1ccc(N(c2cncnc2)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,56900.0
CHEMBL3104478,Rattus norvegicus,CS(=O)(=O)c1ccc(N2CCC(N(c3ccc(C#N)cc3)c3cccnc3)CC2)cc1,100000.0
CHEMBL3104477,Rattus norvegicus,CS(=O)(=O)c1ccc(N2CCC(N(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1,28000.0
CHEMBL3104476,Rattus norvegicus,N#Cc1ccc(N(c2cccnc2)C2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1,100000.0
CHEMBL3104475,Rattus norvegicus,FC(F)(F)c1ccc(N(c2cccnc2)C2CCN(c3ccc(Cl)cn3)CC2)cc1,50690.0
CHEMBL3104474,Rattus norvegicus,FC(F)(F)c1ccc(N(c2cccnc2)C2CCN(c3ccccn3)CC2)cc1,54980.0
CHEMBL3104473,Rattus norvegicus,FC(F)(F)c1ccc(N(c2cccnc2)C2CCN(c3ccc(C(F)(F)F)nc3)CC2)cc1,57000.0
CHEMBL3104472,Rattus norvegicus,FC(F)(F)c1ccc(N(c2cccnc2)C2CCN(c3ccc(Cl)cc3)CC2)cc1,71000.0
CHEMBL3104376,Rattus norvegicus,O=C(C(c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,21000.0
CHEMBL3104375,Mus musculus,FC(F)(F)c1ccc(N(c2cccnc2)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,100000.0
CHEMBL3104374,Rattus norvegicus,CS(=O)(=O)c1ccc(N2CCN(C(=O)C(c3ccc(C#N)cc3)c3cccnc3)CC2)cc1,100000.0
CHEMBL3103955,Mus musculus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O[C@H]6OC[C@@H](O)[C@@H](O)[C@@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,30000.0
CHEMBL3103954,Mus musculus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,30000.0
CHEMBL3103953,Mus musculus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,23450.0
CHEMBL3103952,Mus musculus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,30000.0
CHEMBL3103951,Mus musculus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O[C@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,30000.0
CHEMBL3103950,Mus musculus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,30000.0
CHEMBL3103949,Mus musculus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,30000.0
CHEMBL3103247,Mus musculus,O=c1oc2cc(OS(=O)(=O)c3ccc(C(F)(F)F)cc3)ccc2c2c1CCCCCC2,100000.0
CHEMBL3103246,Mus musculus,Cc1ccc(S(=O)(=O)Oc2ccc3c4c(c(=O)oc3c2)CCCCCC4)cc1,100000.0
CHEMBL3103245,Mus musculus,O=c1oc2cc(OS(=O)(=O)c3ccccc3)ccc2c2c1CCCCCC2,100000.0
CHEMBL3103244,Mus musculus,O=c1oc2cc(OS(=O)(=O)C3CC3)ccc2c2c1CCCCCC2,10500.0
CHEMBL3103243,Mus musculus,CCCS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCCC3,9200.0
CHEMBL3103242,Mus musculus,CCS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCCC3,21500.0
CHEMBL3103241,Mus musculus,CS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCCC3,24500.0
CHEMBL3103240,Mus musculus,O=c1oc2cc(OS(=O)(=O)c3ccc(C(F)(F)F)cc3)ccc2c2c1CCCCC2,100000.0
CHEMBL3103239,Mus musculus,Cc1ccc(S(=O)(=O)Oc2ccc3c4c(c(=O)oc3c2)CCCCC4)cc1,100000.0
CHEMBL3103238,Mus musculus,O=c1oc2cc(OS(=O)(=O)c3ccccc3)ccc2c2c1CCCCC2,100000.0
CHEMBL3103237,Mus musculus,O=c1oc2cc(OS(=O)(=O)C3CC3)ccc2c2c1CCCCC2,20300.0
CHEMBL3103236,Mus musculus,CCCS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,23900.0
CHEMBL3103235,Mus musculus,CCS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,23400.0
CHEMBL3103234,Mus musculus,CS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,90800.0
CHEMBL3100038,Mus musculus,COC(=O)[C@]1(C)C=C2C3=CC(=O)[C@@H]4[C@@]5(C)C/C(=C/O)C(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC1,13400.0
CHEMBL3100037,Mus musculus,COC(=O)[C@]1(C)C=C2C3=CC(=O)[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC1,20100.0
CHEMBL3100036,Mus musculus,COC(=O)[C@]1(C)C=C2C3=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC1,100000.0
CHEMBL3100035,Mus musculus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)[C@H](C(=O)C[C@@H]4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,100000.0
CHEMBL3100034,Mus musculus,COC(=O)[C@]1(C)C=C2C3=CC(=O)[C@@H]4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC1,7000.0
CHEMBL3100030,Mus musculus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)[C@H](C(=O)C[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,100000.0
CHEMBL3100029,Mus musculus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)[C@H](C(=O)C[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,56100.0
CHEMBL3100028,Mus musculus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC(C#N)=C(O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,100000.0
CHEMBL3100027,Mus musculus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cnoc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,100000.0
CHEMBL3100026,Mus musculus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C/C(=C\O)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,100000.0
CHEMBL3100017,Mus musculus,O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CC[C@H](Oc2cccc(C(F)(F)F)c2)CC1,3300.0
CHEMBL3100015,Mus musculus,O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CC[C@H](Oc2ccc(OC(F)(F)F)cc2)CC1,3400.0
CHEMBL31000,Rattus norvegicus,OCCNc1ccnc2cc(Cl)ccc12,233170.0
CHEMBL3099992,Mus musculus,O=C(Nc1ccc(OC(F)(F)F)cc1)N[C@H]1CC[C@H](Oc2ccc(F)cc2)CC1,13600.0
CHEMBL3098695,Rattus norvegicus,O=C(CCCCC[C@H](NC(=O)[C@@H]1CC(=O)N1)C(=O)Nc1ccccc1)NO,7460.0
CHEMBL3098691,Rattus norvegicus,O=C(CCCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)Nc1ccccc1)NO,75100.0
CHEMBL3098652,Mus musculus,COc1ccc(/C=N/NC(=O)CSc2nnc(-c3ccncc3)o2)cc1,131990.0
CHEMBL3098651,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccc(O)cc1,158460.0
CHEMBL3098650,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccc([N+](=O)[O-])cc1,195360.0
CHEMBL3098649,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccc(Br)cc1,169150.0
CHEMBL3098648,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccc(Cl)cc1,181090.0
CHEMBL3098647,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccc(F)cc1,170280.0
CHEMBL3098646,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccccc1,167430.0
CHEMBL3098645,Mus musculus,Cc1ccc(/C=N/NC(=O)CSc2nnc(-c3ccncc3)o2)cc1,184730.0
CHEMBL3098644,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccc(Cl)cc1Cl,220610.0
CHEMBL3098643,Mus musculus,COc1cc(/C=N/NC(=O)CSc2nnc(-c3ccncc3)o2)ccc1O,147820.0
CHEMBL3098642,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccc(O)c(O)c1,153770.0
CHEMBL3098641,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1cc(Br)cc(Br)c1O,189900.0
CHEMBL3098640,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1cc(Cl)cc(Cl)c1O,171080.0
CHEMBL3098639,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1cc(Br)ccc1O,155960.0
CHEMBL3098638,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1cc(Cl)ccc1O,165780.0
CHEMBL3098637,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccccc1O,154680.0
CHEMBL3098636,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccccc1[N+](=O)[O-],213910.0
CHEMBL3098635,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccccc1F,141730.0
CHEMBL3098634,Mus musculus,COc1cccc(/C=N/NC(=O)CSc2nnc(-c3ccncc3)o2)c1,178520.0
CHEMBL3098633,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1cccc(C(F)(F)F)c1,168660.0
CHEMBL3098632,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1cccc(F)c1,205350.0
CHEMBL3098631,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/C=C/c1ccccc1,159610.0
CHEMBL3098630,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1cccs1,188730.0
CHEMBL3098604,Rattus norvegicus,Cc1cccc(NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCC(=O)N2)c1,1232.0
CHEMBL3098602,Rattus norvegicus,O=C(CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc1cccc(C(F)(F)F)c1)NO,638.0
CHEMBL3098585,Mus musculus,CCN1CCN(CC(=O)N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)CC1,187820.0
CHEMBL3098584,Mus musculus,CC(c1ccccc1)N1CCN(CC(=O)N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)CC1,147750.0
CHEMBL3098583,Mus musculus,Cc1cccc(N2CCN(CC(=O)N3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)CC2)c1,154130.0
CHEMBL3098579,Mus musculus,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CN4CCN(c5ccccc5Cl)CC4)CC3)c(F)cc2c1=O,167330.0
CHEMBL3098577,Mus musculus,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CN4CCN(Cc5ccccc5)CC4)CC3)c(F)cc2c1=O,161180.0
CHEMBL3098576,Mus musculus,CC(=O)N1CCN(CC(=O)N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)CC1,153940.0
CHEMBL3098571,Mus musculus,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CN4CCN(c5ncccn5)CC4)CC3)c(F)cc2c1=O,227270.0
CHEMBL3098271,Mus musculus,Sc1nnc(-c2cnccn2)n1/N=C/c1ccc(Cl)cc1Cl,205700.0
CHEMBL3098267,Mus musculus,Cc1ccc(/C=N/n2c(S)nnc2-c2cnccn2)cc1,156300.0
CHEMBL3098266,Mus musculus,Sc1nnc(-c2cnccn2)n1/N=C/c1ccc(Cl)cc1,218100.0
CHEMBL3098261,Mus musculus,Oc1ccc(/C=N/n2c(S)nnc2-c2cnccn2)cc1O,147800.0
CHEMBL3098260,Mus musculus,Oc1cccc(/C=N/n2c(S)nnc2-c2cnccn2)c1,151200.0
CHEMBL3098259,Mus musculus,Oc1ccccc1/C=N/n1c(S)nnc1-c1cnccn1,131400.0
CHEMBL3098258,Mus musculus,Oc1ccc(/C=N/n2c(S)nnc2-c2cnccn2)cc1,174900.0
CHEMBL3098255,Mus musculus,COc1ccccc1/C=N/n1c(S)nnc1-c1cnccn1,172700.0
CHEMBL3098254,Mus musculus,COc1cc(/C=N/n2c(S)nnc2-c2cnccn2)cc(OC)c1OC,169400.0
CHEMBL3098253,Mus musculus,COc1cc(OC)c(OC)cc1/C=N/n1c(S)nnc1-c1cnccn1,142500.0
CHEMBL3098252,Mus musculus,COc1ccc(/C=N/n2c(S)nnc2-c2cnccn2)cc1OC,163300.0
CHEMBL3098149,Mus musculus,O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CC[C@H](Oc2ccc(C(F)(F)F)cc2)CC1,3400.0
CHEMBL3098136,Mus musculus,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccco1,175020.0
CHEMBL3094328,Mus musculus,COc1ccc(-c2nc(SC)sc2-c2ccccc2)c(OC)c1OC,22100.0
CHEMBL3094327,Mus musculus,COc1ccc(-c2nc(SCc3ccccc3)sc2-c2ccccc2)c(OC)c1OC,56500.0
CHEMBL3094326,Mus musculus,COc1ccc(-c2nc(SC)sc2-c2ccc(Cl)cc2)c(OC)c1OC,95700.0
CHEMBL3094325,Mus musculus,COc1ccc(-c2nc(SCc3ccccc3)sc2-c2ccc(Cl)cc2)c(OC)c1OC,20500.0
CHEMBL3094324,Mus musculus,COc1ccc(-c2nc(SCc3ccccc3)sc2-c2ccc(F)cc2)c(OC)c1OC,41500.0
CHEMBL3094323,Mus musculus,COc1ccc(-c2nc(SC)sc2-c2ccc(F)cc2)c(OC)c1OC,42100.0
CHEMBL3094322,Mus musculus,COc1ccc(-c2nc(SC)sc2-c2ccc([N+](=O)[O-])cc2)c(OC)c1OC,100000.0
CHEMBL3094321,Mus musculus,COc1ccc(-c2nc(SCc3ccccc3)sc2-c2ccc([N+](=O)[O-])cc2)c(OC)c1OC,16300.0
CHEMBL3093815,Rattus norvegicus,CC(C)(C)C(=O)Oc1coc(CSc2nc3ccccc3s2)cc1=O,100000.0
CHEMBL3093814,Rattus norvegicus,CC(C)(C)C(=O)Oc1coc(CSc2nc3cc(C(=O)O)ccc3o2)cc1=O,100000.0
CHEMBL3093806,Rattus norvegicus,CC(C)(C)C(=O)Oc1cn(-c2ccccc2)c(CSc2nc3cc(C(=O)O)ccc3o2)cc1=O,100000.0
CHEMBL3092124,Rattus norvegicus,Cc1cc2c(-c3ccc[nH]c3=O)c(C(=O)O)n(Cc3cc4ccccc4nc3Cl)c2cc1F,50000.0
CHEMBL3091939,Mus musculus,CCn1c(=O)/c(=C2\Sc3cc(Cl)ccc3N2C)s/c1=C\c1scc[n+]1Cc1ccccc1.[Cl-],4200.0
CHEMBL309135,Rattus norvegicus,Cc1nc2ccccc2[nH]1,1071519.31
CHEMBL309002,Rattus norvegicus,CC(C)(C)OC(=O)/N=C(/C=C(/O)OC(C)(C)C)Nc1ccc(Nc2ccc(N/C(=N\C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)cc2)cc1,3700.0
CHEMBL308767,Rattus norvegicus,N=C(N)Nc1ccc(C(=O)c2ccc(NC(=N)N)cc2)cc1,2700.0
CHEMBL3086898,Mus musculus,O=C1O[C@H](C#CCCl)Cc2ccccc21,14000.0
CHEMBL3086897,Mus musculus,O=c1oc(C#CCCl)cc2ccccc12,3700.0
CHEMBL3086616,Mus musculus,CCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,14200.0
CHEMBL3086615,Mus musculus,CC1(C)CC[C@]2(C(=O)OCC3CCCCC3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,11900.0
CHEMBL3086614,Mus musculus,CCCCCCCCCCCCCCCCCCOC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,56900.0
CHEMBL3086613,Mus musculus,CCCCCCCCCCCCOC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,120000.0
CHEMBL3086612,Mus musculus,CCCCCCOC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,14100.0
CHEMBL3086611,Mus musculus,CC1(C)CC[C@]2(C(=O)OCCC#CCl)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,12600.0
CHEMBL3086610,Mus musculus,CC1(C)CC[C@]2(C(=O)OC/C=C\CCl)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,33100.0
CHEMBL3086609,Mus musculus,CC1(C)CC[C@]2(C(=O)OCCCCCl)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,12900.0
CHEMBL3086608,Mus musculus,C#CCCOC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,26100.0
CHEMBL3086607,Mus musculus,C=CCCOC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,14100.0
CHEMBL3086606,Mus musculus,CCCCOC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,16000.0
