chembl_id;organism;canonical_smiles;LD50 /mg.kg-1
CHEMBL4094894;Rattus norvegicus;CC(C)c1cccc([C@H](C)C2CC2)c1O;9.9
CHEMBL4094144;Mus musculus;CC[C@H](C)c1cccc([C@H](C)C2CC2)c1OCOP(=O)([O-])[O-].[Na+].[Na+];91.78
CHEMBL4093739;Rattus norvegicus;CC[C@@H](C)c1cccc([C@H](C)C2CC2)c1O;14.3
CHEMBL4093208;Mus musculus;CC(c1cccc(C(C2CC2)C2CC2)c1O)C1CC1;98.2
CHEMBL4092048;Mus musculus;COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3cccc(Cl)c3)cc1C(N)=O)C2.[Br-];70.0
CHEMBL4091831;Rattus norvegicus;CC(=O)NCCC1C(=O)Nc2ccc(Br)cc21;2400.0
CHEMBL4090796;Mus musculus;CC[C@H](C)c1cccc([C@@H](C)C2CC2)c1O;36.8
CHEMBL4090393;Mus musculus;CC(C)c1cccc(C(C)C2CCCC2)c1O;115.0
CHEMBL409021;Mus musculus;CCn1c(O)nnc1-c1ccccc1;800.0
CHEMBL4090054;Mus musculus;CC(C)c1cccc([C@@H](C)C2CC2)c1OCOP(=O)([O-])[O-].[Na+].[Na+];369.8
CHEMBL4089343;Mus musculus;CC(c1cccc(C2CC2)c1O)C1CC1;80.0
CHEMBL4088981;Rattus norvegicus;CC(=O)NCCc1cn(C)c2c(C)c(C)ccc12;2400.0
CHEMBL4088972;Mus musculus;CC[C@@H](C)c1cccc([C@@H](C)C2CC2)c1O;8.3
CHEMBL408860;Mus musculus;CC[C@H](C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C/C=C(\C)[C@H](O[C@H]4C[C@H](OC)C(O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C[C@H](O)[C@@H]1C;540.0
CHEMBL4088406;Mus musculus;CC(C)c1cccc([C@H](C)C2CCC2)c1O;38.2
CHEMBL40881;Mus musculus;CC(=O)Nc1ccc2c(c1)CCCC1CC(=O)NN=C21;1000.0
CHEMBL4088029;Mus musculus;COc1ccc(CN2C[C@@H]3CCCN4CCC[C@@H]([C@H]34)[C@H]2CC(=O)O)cc1;500.0
CHEMBL4087351;Mus musculus;N#Cc1cccc(S(=O)(=O)N2C[C@@H]3CCCN4CCC[C@@H]([C@H]34)[C@H]2CCCCF)c1;654.0
CHEMBL4086974;Mus musculus;C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@H](O)C(=O)[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O;20.0
CHEMBL4085946;Rattus norvegicus;COc1cc(NC(C)=O)c2c(c1)C(CC#N)(OC(C)=O)C(=O)N2;2400.0
CHEMBL4085496;Rattus norvegicus;Cc1nn(-c2ccccc2)c(Oc2ccc(-c3nc4cc(C(=O)NC(C)C)ccc4[nH]3)cc2)c1[N+](=O)[O-];400.0
CHEMBL4085447;Mus musculus;CCC(c1cccc(C(C)C2CC2)c1O)C1CC1;74.7
CHEMBL408523;Mus musculus;CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCNC(=O)[C@@H](N)CCCN=C(N)N)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O;15.0
CHEMBL4085015;Mus musculus;COC(=O)C[C@@H]1[C@H]2CCCN3CCC[C@@H](CN1Cc1ccc(OC)cc1)[C@@H]23;250.0
CHEMBL4084249;Rattus norvegicus;COc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1;500.0
CHEMBL4083511;Rattus norvegicus;COC(=O)[C@@H](N)CCC(=O)Nc1ccc(COC2=C(C#N)[C@H](O)[C@]3(C)C4=CC(=O)[C@@H]5[C@@H]6CC(C)(C)CC[C@]6(C(=O)OC)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)cc1;886.0
CHEMBL408348;Mus musculus;CN1Cc2c(NC(=O)OCCCl)cccc2C(c2ccccc2)C1;160.0
CHEMBL4083006;Rattus norvegicus;C[C@@H](c1cccc([C@H](C)C2CC2)c1O)C1CC1;6.3
CHEMBL4083002;Rattus norvegicus;Cc1nn(-c2ccccc2)c(Oc2ccc(-c3nc4cc(C(=O)O)ccc4[nH]3)cc2)c1[N+](=O)[O-];400.0
CHEMBL4082976;Rattus norvegicus;CCC(=O)Nc1cc(NC(=O)CC)c2c(c1)C(O)(CC#N)C(=O)N2;2400.0
CHEMBL4082638;Mus musculus;N#Cc1cccc(S(=O)(=O)N2C[C@@H]3CCCN4CCC[C@@H]([C@H]34)[C@H]2CCCl)c1;348.0
CHEMBL408202;Mus musculus;Cc1cccc(C2SCC(=O)N2CCN2C(=O)CSC2c2cccc(C)c2)c1;1000.0
CHEMBL4082017;Mus musculus;CC(c1ccccc1O)C1CC1;64.8
CHEMBL4081087;Mus musculus;CCCC[C@@H]1[C@H]2CCCN3CCC[C@@H](CN1S(=O)(=O)c1cccnc1)[C@@H]23;330.0
CHEMBL4080540;Mus musculus;CCC(c1cccc(C(C)C)c1O)C1CC1;53.2
CHEMBL4080053;Rattus norvegicus;CC(=O)Nc1ccc2c(c1)C(O)(CC#N)C(=O)N2;2400.0
CHEMBL4079206;Mus musculus;CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(/C=C/c4c(Cl)cccc4Cl)oc23)[C@H](O)C1;1000.0
CHEMBL4079141;Rattus norvegicus;C=C[C@@]12CN(C)[C@H]3C[C@]14C(=Nc1ccccc14)[C@H]1C[C@@H]2[C@@H]3CO1;300.0
CHEMBL4078517;Mus musculus;CC(C)c1cccc([C@H](C)C2CC2)c1OCOP(=O)([O-])[O-].[Na+].[Na+];86.47
CHEMBL4077548;Rattus norvegicus;CC(=O)Nc1ccc2c(c1)C(CC(=O)O)C(=O)N2;2400.0
CHEMBL4077467;Rattus norvegicus;CC(=O)Nc1cccc2c1NC(=O)C2CC#N;2400.0
CHEMBL4077071;Mus musculus;CN1CCN(Cc2ccc(NC(=O)c3n[nH]cc3Nc3ncnc4[nH]ccc34)cc2)CC1;185.67
CHEMBL4076712;Rattus norvegicus;CC(=O)Nc1ccc2c(c1)C(O)(CC(=O)O)C(=O)N2;2400.0
CHEMBL4076136;Rattus norvegicus;COc1ccc2c(c1)C1(CC1CNC(C)=O)C(=O)N2C;2400.0
CHEMBL4076015;Rattus norvegicus;COc1ccc2c(c1)C1(C(=O)N2)C2CCC(C2)C1CNC(C)=O;2400.0
CHEMBL4075614;Rattus norvegicus;N#CCC1C(=O)Nc2ccc(Br)cc21;2400.0
CHEMBL4075521;Mus musculus;O=[N+]([O-])c1ccc(-c2ncncc2-c2ccccc2)o1;450.0
CHEMBL4075221;Rattus norvegicus;C[C@@H](c1cccc([C@H](C)C2CC2)c1OCOP(=O)([O-])[O-])C1CC1.[Na+].[Na+];40.44
CHEMBL4074779;Mus musculus;CC(c1cccc(C2(C)CC2)c1O)C1CC1;40.0
CHEMBL4074470;Rattus norvegicus;CCOC(=O)C(C(=O)O)C1C(=O)Nc2ccc(OC)cc21;2400.0
CHEMBL4073083;Mus musculus;CC(C)c1cccc(C(C)C2CC2)c1O;22.7
CHEMBL4071486;Mus musculus;CCc1cccc(C(C)C2CC2)c1O;57.1
CHEMBL4069437;Mus musculus;CCC(C)c1cccc(C(C)C2CC2)c1O;38.1
CHEMBL4068405;Mus musculus;O=S(=O)(c1ccccc1/C=N/O)N1C[C@@H]2CCCN3CCC[C@@H]([C@H]23)[C@H]1CCO;500.0
CHEMBL406819;Mus musculus;O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1;45.0
CHEMBL4067623;Mus musculus;N#Cc1ccccc1S(=O)(=O)N1C[C@@H]2CCCN3CCC[C@@H]([C@H]23)[C@H]1CCCCCl;348.0
CHEMBL4067144;Mus musculus;CC(C)c1cccc([C@@H](C)C2CCC2)c1O;107.0
CHEMBL4066606;Mus musculus;CC[C@@H](C)c1cccc([C@H](C)C2CC2)c1OCOP(=O)([O-])[O-].[Na+].[Na+];63.68
CHEMBL4063382;Mus musculus;C[C@H](c1cccc([C@@H](C)C2CC2)c1O)C1CC1;149.0
CHEMBL4063370;Mus musculus;O=[N+]([O-])c1ccc(-c2ncncc2Br)o1;300.0
CHEMBL4063251;Mus musculus;CC(C)c1cccc(C(C2CC2)C2CC2)c1O;100.0
CHEMBL4063027;Mus musculus;CCCC[C@@H]1[C@H]2CCCN3CCC[C@@H](CN1C(=O)c1cc(OC)c(OC)c(OC)c1)[C@@H]23;327.0
CHEMBL4062890;Mus musculus;CC1(C)CC[C@]2(C(=O)O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)OC6CCN(/[N+]([O-])=N/O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1;173.3
CHEMBL4062864;Mus musculus;CC(c1cccc(C(C)C2CC2)c1O)C1CC1;15.0
CHEMBL4062698;Rattus norvegicus;Cc1nc(C)c(/C=C/C(=O)N2CCC=C(Cl)C2=O)nc1C;147.54
CHEMBL4062618;Rattus norvegicus;COc1ccc(CN2C[C@@H]3CCCN4CCC[C@@H]([C@H]34)[C@H]2CCO)cc1;250.0
CHEMBL4062027;Rattus norvegicus;CCCC[C@@H]1[C@H]2CCCN3CCC[C@@H](CN1S(=O)(=O)c1ccccc1C#N)[C@@H]23;500.0
CHEMBL4061183;Mus musculus;CC(C)c1cccc([C@@H](C)C2CC2)c1O;50.0
CHEMBL4060756;Mus musculus;N#Cc1ccccc1S(=O)(=O)N1C[C@@H]2CCCN3CCC[C@@H]([C@H]23)[C@H]1CCCl;348.0
CHEMBL4060755;Mus musculus;CC[C@H](C)c1cccc([C@H](C)C2CC2)c1O;65.4
CHEMBL405862;Mus musculus;CO[C@@H]1C[C@@H](C[C@H]2CC[C@H](C)[C@H]([C@@H](C)C(=O)O)O2)O[C@]2(O[C@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@@](O)(CO)[C@H](C)C[C@@H]5C)C[C@@H]4C)O3)C[C@H]2C)[C@@H]1C;10.0
CHEMBL40526;Mus musculus;Nc1ccc2c(c1)CCCC1CC(=O)NN=C21;483.0
CHEMBL404814;Mus musculus;O=C(O)COc1cc2c(c(Cl)c1Cl)C(=O)C(C1CCCC1)C2;222.0
CHEMBL40466;Mus musculus;CC(=O)Nc1ccc2c(c1)CCC1CC(=O)NN=C21;460.0
CHEMBL40357;Rattus norvegicus;Cc1cccc(Nc2cc(Cl)nc(NCC(=O)O)n2)c1C;1020.0
CHEMBL40246;Rattus norvegicus;Cc1cccc(Oc2cc(Cl)nc(N(C)C)n2)c1C;2000.0
CHEMBL401364;Mus musculus;Cc1nn[se]c1C(=O)N[C@H](C)c1ccccc1;1029.0
CHEMBL400315;Mus musculus;COC[C@@]12CC[C@H](OC)[C@]34C(C([C@H](OC)[C@H]13)[C@@]1(OC(C)=O)[C@@H](O)[C@H](OC)[C@@]3(O)C[C@@H]4[C@@H]1[C@H]3OC(=O)c1ccccc1)N(C)C2;2.65
CHEMBL40;Mus musculus;CCC1(c2ccccc2)C(=O)NC(=O)NC1=O;222.0
CHEMBL4;Mus musculus;CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23;5450.0
CHEMBL399318;Rattus norvegicus;CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl;5000.0
CHEMBL399169;Mus musculus;Cc1nn[se]c1C(=O)N1CCCC1;977.0
CHEMBL3989738;Mus musculus;CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O.CC[C@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O;9.0
CHEMBL3989543;Mus musculus;CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O;6.3
CHEMBL3989510;Mus musculus;CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C.Cl;190.1
CHEMBL3988894;Rattus norvegicus;CC.Cc1cccc(C)c1NC(=O)CNC(=O)C1CC(C)(C)N(O)C1(C)C;200.0
CHEMBL398135;Mus musculus;COc1ccccc1N1CCn2c1n[nH]c(=O)c2=O;1100.0
CHEMBL397871;Rattus norvegicus;NC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-];1200.0
CHEMBL397552;Mus musculus;COc1cc(NC(C)(C)CCCN)c2nc(OC)ccc2n1;200.0
CHEMBL39736;Rattus norvegicus;CCCC/N=C(/N)N=C(N)N;140.0
CHEMBL39709;Mus musculus;COC(=O)c1cc(C)n(/C(=N\c2ccc(OC)cc2)c2ccccc2)n1;1000.0
CHEMBL3969748;Mus musculus;Fc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1;800.0
CHEMBL396635;Mus musculus;COc1cc(NC(C)(C)CCCN)c2nc(C(F)(F)F)ccc2n1;200.0
CHEMBL3958655;Mus musculus;COc1ccc(OC)c(Nc2ccnc3cc(Cl)ccc23)c1;800.0
CHEMBL39516;Mus musculus;CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC;962.0
CHEMBL394657;Rattus norvegicus;Cc1cc(Cl)ccc1OCC(=O)O;962.0
CHEMBL3942455;Mus musculus;CCCCCCNC(=O)C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCCCCC.[Br-].[Br-];200.0
CHEMBL394202;Rattus norvegicus;COC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2;818.0
CHEMBL3941223;Mus musculus;Clc1ccc2c(NCCNc3ccc(Br)cc3)ccnc2c1;800.0
CHEMBL3936495;Mus musculus;CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc2c(ccn2-c2ccccc2-c2nnn[nH]2)c1;1551.71
CHEMBL393589;Mus musculus;CC1(C)N2Cc3[nH]c4ccccc4c3C[C@H]2C(=O)N1[C@@H](Cc1ccc(O)cc1)C(=O)OCc1ccccc1;500.0
CHEMBL3931888;Mus musculus;C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)Cc6nn(C(C)=O)nc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12;600.0
CHEMBL393089;Mus musculus;O=c1[nH]nc2n(c1=O)CCN2c1cccc(Cl)c1;2000.0
CHEMBL392549;Mus musculus;CC1(C)N(CC(=O)OCc2ccccc2)C(=O)[C@@H]2Cc3c([nH]c4ccccc34)CN21;500.0
CHEMBL3915949;Mus musculus;COc1cc(O)cc(O)c1C(=O)CC(C)C;2000.0
CHEMBL3915537;Mus musculus;Fc1ccc(NCCNc2ccnc3cc(Cl)ccc23)c(F)c1;800.0
CHEMBL391533;Rattus norvegicus;C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C;816.0
CHEMBL391338;Mus musculus;COc1ccc2nc(OC(C)C)cc(NC3(CCCN)CC3)c2n1;200.0
CHEMBL3908316;Mus musculus;COc1cc(OC)c(CN[C@@H](CO)C(=O)O)c(OC)c1;5000.0
CHEMBL390330;Mus musculus;NN1C(=O)CSC1=S;5.07
CHEMBL3883955;Mus musculus;O=c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)nn1-c1c(F)cccc1F;2000.0
CHEMBL38707;Mus musculus;CSC[S+]([O-])C[C@H](CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O;0.26
CHEMBL385864;Mus musculus;CCCCCCCCCCC[C@@H](O)CC(=O)NC1C(CC(=O)O)OC(COC2OC(CO)C(O)C(OC(=O)C[C@H](O)CCCCCCCCCCC)C2NC(=O)C[C@H](O)CCCCCCCCCCC)C(O)C1OC(=O)C[C@H](O)CCCCCCCCCCC;5.2
CHEMBL385185;Mus musculus;CC(C)Cc1ccc(C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)c2ccc(CC(C)C)cc2)cc1;2000.0
CHEMBL3828739;Mus musculus;Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C)(C)OC2.[Br-];326.0
CHEMBL3828679;Mus musculus;CCCCCCCCCC(C)C1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-];22.0
CHEMBL3828644;Mus musculus;Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C)OC2.[Br-];224.0
CHEMBL3828273;Mus musculus;CCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-];150.0
CHEMBL3828028;Mus musculus;CCCCCCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-];38.0
CHEMBL3827856;Mus musculus;Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COCOC2.[Br-];50.0
CHEMBL382769;Mus musculus;Cc1cccc(C)c1NC(=O)/N=C1\CCCN1C;320.0
CHEMBL3827624;Mus musculus;Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C(C)(C)C)OC2.[Br-];50.0
CHEMBL3827449;Mus musculus;CCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-];100.0
CHEMBL3827347;Mus musculus;Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C(C)C)OC2.[Br-];98.0
CHEMBL3827011;Mus musculus;CCCCCCCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-];47.0
CHEMBL3818945;Mus musculus;Fc1cc(F)cc(-c2cncnc2)c1;300.0
CHEMBL3818886;Mus musculus;FC(F)(F)c1ccc(-c2cncnc2-c2ccco2)c(C(F)(F)F)c1;600.0
CHEMBL3818460;Mus musculus;c1ccc(-c2cncnc2-c2ccco2)cc1;150.0
CHEMBL38118;Mus musculus;CCCN1N=C2/C(=C/c3ccc(C)cc3)CS(=O)(=O)CC2C1c1ccc(C)cc1;4000.0
CHEMBL3809108;Mus musculus;c1nnc2nnc(N3CCOCC3)nn12;82.5
CHEMBL380626;Mus musculus;CN1CCC/C1=N\C(=O)Nc1cccc(Cl)c1;1500.0
CHEMBL3806193;Mus musculus;CC1CCN(CCCOc2ccc(=O)n(-c3ccc(Cl)c(Cl)c3)n2)CC1;574.8
CHEMBL3806153;Mus musculus;O=c1ccc(OCCCN2CCCCC2)nn1-c1ccc(F)c(Cl)c1;900.0
CHEMBL3805989;Mus musculus;O=c1ccc(OCCCN2CCCCC2)nn1-c1ccc(F)c(F)c1;780.0
CHEMBL3805844;Mus musculus;CC1CCN(CCCOc2ccc(=O)n(-c3ccc(F)c(Cl)c3)n2)CC1;1530.0
CHEMBL3805396;Rattus norvegicus;O=c1ccc(OCCCN2CCCCC2)nn1-c1ccc(Cl)c(Cl)c1;2000.0
CHEMBL3805216;Mus musculus;CC1CCN(CCCOc2ccc(=O)n(-c3ccc(F)c(F)c3)n2)CC1;1300.0
CHEMBL3805101;Mus musculus;CC1CCN(CCCOc2ccc(=O)n(-c3ccc(Cl)cc3)n2)CC1;717.3
CHEMBL3805081;Mus musculus;O=c1ccc(OCCCN2CCCCC2)nn1-c1ccc(Cl)cc1;754.5
CHEMBL38006;Mus musculus;COC(=O)c1cc(C)n(/C(=N\C2CCCCC2)c2ccccc2)n1;1000.0
CHEMBL3794370;Mus musculus;O=C(O)c1cc(F)c(F)c(F)c1O;100.0
CHEMBL3793889;Mus musculus;O=C(O)c1ccc(F)c(F)c1O;150.0
CHEMBL3793496;Mus musculus;O=C(O)c1c(O)c(F)c(F)c(F)c1F;100.0
CHEMBL3792970;Mus musculus;CC[C@H](C)[C@@H]1NC(=O)CNC(=O)[C@@H]2Cc3c([nH]c4cc(O)ccc34)[S+]([O-])C[C@H](NC(=O)CNC1=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H]([C@@H](C)[C@@H](O)CO)C(=O)N2;0.2
CHEMBL3792492;Mus musculus;O=C(O)c1cc(F)c(F)cc1O;300.0
CHEMBL3792453;Mus musculus;CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1cccc2c1ccn2-c1ccccc1C(=O)O;526.2
CHEMBL3787059;Rattus norvegicus;CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1;2974.35
CHEMBL3785594;Mus musculus;COc1ccc(C2C(=O)c3ccc(OC)cc3C2c2ccccc2)cc1;275.0
CHEMBL3785531;Mus musculus;O=C(/C=C/c1ccccn1)c1nc2ccccc2[nH]1;634.0
CHEMBL378544;Rattus norvegicus;CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O;2.9
CHEMBL3780914;Mus musculus;CCCCCCC1CC(=O)CCCC(O)CC(=O)C2=C(O)C(OC3CC(OC)C(O)C(C)O3)CC2/C=C(C)\C=C\C=C\C(=O)N1;100.0
CHEMBL37773;Mus musculus;C[N+](C)(C)c1cccc(O)c1.[I-];59.9
CHEMBL3775017;Rattus norvegicus;CN1CCC(C(=O)c2cncc(-c3cc(Cl)cc(Cl)c3)c2)C1=O;2000.0
CHEMBL37710;Mus musculus;NC(=O)C1CCCN1C(=O)N(CCCl)N=O;219.6
CHEMBL3763486;Mus musculus;CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O;0.271
CHEMBL3763411;Mus musculus;CC1(C)[C@@H](O)[C@H](O)[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O;1.791
CHEMBL3760080;Mus musculus;CC1=C(Br)SC2=NC(=O)CCCN21;640.0
CHEMBL3758653;Mus musculus;CCOC(=O)C1=C(C)N2CCCC(=O)N=C2S1;670.0
CHEMBL3747043;Mus musculus;COc1ccc(-c2nc(NC(=O)NCCCC(=O)NO)cc3c2[nH]c2ccccc23)cc1;471.7
CHEMBL374667;Mus musculus;NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)O1;103.0
CHEMBL3742031;Mus musculus;Cc1cc(C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N[C@@H](C[C@@H]2CCCNC2=O)[C@@H](O)C#N)no1;96.5
CHEMBL373496;Mus musculus;CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O;26.0
CHEMBL3707185;Mus musculus;C#CCN1CCC2=C(C1)c1c(OC(=O)CCCN3CCOCC3)cc(C(C)CCCc3ccc(F)cc3)cc1OC2(C)C.Cl.Cl;1000.0
CHEMBL3706999;Mus musculus;CO[C@@]12[C@@H](CC(=O)ON)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@H]1[C@@H]2N1C;83.0
CHEMBL3706747;Mus musculus;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NO[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O)CC2;251.0
CHEMBL3706651;Mus musculus;COc1ccc2c(c1)c(CC(=O)OC[C@@H]1C[C@H](Cl)C[C@H](c3cccc4ccccc34)O1)c(C)n2C(=O)c1ccc(Cl)cc1;2000.0
CHEMBL370143;Mus musculus;NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O;80.0
CHEMBL369662;Mus musculus;CCc1cc2c(s1)Nc1ccc(F)cc1N=C2N1CC[N+](C)([O-])CC1;200.0
CHEMBL369245;Mus musculus;CCc1cc2c(s1)Nc1ccc(F)cc1N=C2NCCCO;400.0
CHEMBL368729;Mus musculus;CCc1cc2c(s1)Nc1cc(F)ccc1N=C2N1CCN(C)CC1;150.0
CHEMBL368560;Mus musculus;CCc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1;800.0
CHEMBL368406;Mus musculus;CCc1cc2c(s1)Nc1ccc(F)cc1N=C2N1CCOCC1;400.0
CHEMBL367342;Mus musculus;CN(C(=O)CN1CCOCC1)c1ccc(Sc2ccccc2)cc1;75.0
CHEMBL36565;Mus musculus;CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl;1000.0
CHEMBL365100;Rattus norvegicus;Cc1nn(C)c(Oc2ccccc2)c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1;9000.0
CHEMBL36414;Mus musculus;C=C1C2=C(C(=O)C(C)=C(N)C2=O)N2C[C@H]3[C@H](N3C)[C@]12O;210.0
CHEMBL36364;Mus musculus;COC1=C(C)C(=O)C2=C(C1=O)[C@H](CC(=O)ON)[C@@]1(O)[C@@H]3[C@H](CN21)N3C;4.5
CHEMBL3634825;Rattus norvegicus;CC(c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1)c1nc2ccccc2o1;614.4
CHEMBL3634824;Rattus norvegicus;Fc1ccc2c(C3CCN(CCCOc4ccc(CCc5nc6ccccc6o5)cc4)CC3)noc2c1;398.2
CHEMBL3634821;Rattus norvegicus;Fc1ccc2c(C3CCN(CCCOc4ccc(Cc5nc6ccccc6o5)cc4)CC3)noc2c1;2000.0
CHEMBL3634813;Rattus norvegicus;Fc1ccc2c(C3CCN(CCCOc4ccc(-c5nc6ccccc6o5)cc4)CC3)noc2c1;2000.0
