chembl_id;organism;canonical_smiles;LD50 /mg.kg-1
CHEMBL3229504;Mus musculus;O=C(OCCN1CCN(c2ccccc2)CC1)c1ccccc1Nc1ccnc2cc(Cl)ccc12;4250.0
CHEMBL3229503;Mus musculus;O=C(OCCCN1CCN(c2ccccc2)CC1)c1ccccc1Nc1ccnc2cc(Cl)ccc12;2000.0
CHEMBL3229502;Mus musculus;CC(CN1CCN(c2ccccc2)CC1)OC(=O)c1ccccc1Nc1ccnc2cc(Cl)ccc12;2000.0
CHEMBL3229501;Mus musculus;Cc1c(Cl)cccc1Nc1ncccc1C(=O)OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1;4000.0
CHEMBL3229500;Mus musculus;O=C(OCCN1CCN(c2cccc(Cl)c2)CC1)c1cccnc1Nc1cccc(SC(F)(F)F)c1;4000.0
CHEMBL3229499;Mus musculus;O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1cccnc1Nc1cccc(SC(F)(F)F)c1;4000.0
CHEMBL3229498;Mus musculus;O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1cccc(SC(F)(F)F)c1;4000.0
CHEMBL3229497;Mus musculus;O=C(OCCN1CCN(c2cccc(Cl)c2)CC1)c1ccccc1Nc1cccc(SC(F)(F)F)c1;2000.0
CHEMBL3229496;Mus musculus;O=C(OCCN1CCN(c2ccccc2)CC1)c1ccccc1Nc1cccc(OC(F)(F)F)c1;2000.0
CHEMBL3229495;Mus musculus;Cc1cccc(Nc2ccccc2C(=O)OCCN2CCN(c3ccccc3)CC2)c1C;4000.0
CHEMBL3229494;Mus musculus;O=C(OCCN1CCN(c2ccccc2)CC1)c1ccccc1Nc1cccc(C(F)(F)F)c1;2000.0
CHEMBL322942;Rattus norvegicus;CN1CCN(C(=O)/C=C/c2cccc(C(F)(F)F)c2)CC1;300.0
CHEMBL3229264;Mus musculus;C=CCN1CC2CC(C1)c1ccccc12.O=C(O)C(=O)O;47.0
CHEMBL3229067;Mus musculus;CC[C@]1(O)C[C@@H]2C[C@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)c3[nH]c4ccccc4c3CC[N+]([O-])(C2)C1;10.0
CHEMBL3229060;Mus musculus;CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)NCCSSCCNC(=O)[C@@]5(O)[C@H](O)[C@]6(CC)C=CCN7CC[C@@]8(c9cc([C@@]%10(C(=O)OC)C[C@@H]%11CN(CCc%12c%10[nH]c%10ccccc%12%10)C[C@](O)(CC)C%11)c(OC)cc9N(C)[C@@H]58)[C@@H]76)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O;6.9
CHEMBL3229040;Mus musculus;CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)NCCO)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O;4.4
CHEMBL3228940;Mus musculus;CC(C)(C)C1(O)CCN(CC2c3ccccc3Oc3ccccc32)CC1.Cl;160.0
CHEMBL3228939;Mus musculus;CC(C)(C)C1(O)CCN(CC2c3ccccc3Sc3ccccc32)CC1.Cl;320.0
CHEMBL3228938;Mus musculus;CC(C)(C)C1(O)CCN(CC2c3ccccc3CCc3ccc(Br)cc32)CC1.Cl;180.0
CHEMBL3228937;Mus musculus;CC(C)(C)C1(O)CCN(CC2c3ccccc3CCc3cc(Cl)ccc32)CC1.Cl;160.0
CHEMBL3228936;Mus musculus;CC(C)(C)C1(O)CCN(CC2c3ccccc3C=Cc3ccccc32)CC1.Cl;39.0
CHEMBL3228935;Mus musculus;CC(C)(C)C1(O)CCN(CC2c3ccccc3CCc3ccccc32)CC1;80.0
CHEMBL3228877;Mus musculus;C=CCn1ncc(N2CCOCC2)c(OCC)c1=O;550.0
CHEMBL3228872;Mus musculus;CCOc1c(N2CCOCC2)cnn(CC)c1=O;380.0
CHEMBL3228871;Mus musculus;CCCCCOc1c(N2CCOCC2)cnn(C)c1=O;420.0
CHEMBL3228870;Mus musculus;CCCCOc1c(N2CCOCC2)cnn(C)c1=O;440.0
CHEMBL3228868;Mus musculus;CCCOc1c(N2CCOCC2)cnn(C)c1=O;500.0
CHEMBL3228867;Mus musculus;COc1c(N2CCOCC2)cnn(C)c1=O;600.0
CHEMBL3228859;Mus musculus;CCOc1c(N(C)C)cnn(C)c1=O;305.0
CHEMBL3228857;Mus musculus;CCOc1c(NC)cnn(C)c1=O;400.0
CHEMBL3228743;Mus musculus;Cn1ncc(N2CCOCC2)c(Cl)c1=O;75.0
CHEMBL3228713;Mus musculus;Cl.N#CCCN1CC[C@]23CCCCC2C1Cc1ccc(O)cc13.O;534.0
CHEMBL3228706;Mus musculus;Br.C[C@H]1C2Cc3ccc(O)cc3C1(C)CCN2CCC#N;489.0
CHEMBL3228226;Rattus norvegicus;CCCN1N=C2/C(=C/c3ccccc3)CN(C)CC2C1c1ccccc1.O=P(O)(O)O;5400.0
CHEMBL3228191;Mus musculus;CNCCN(C)C1c2ccccc2CCc2ccccc21;200.0
CHEMBL3228190;Mus musculus;CNC1CCN(C2c3ccccc3CCc3ccccc32)C1;200.0
CHEMBL3228189;Mus musculus;CNC1CN(C2CCCCc3ccccc32)C1;400.0
CHEMBL3228188;Mus musculus;CNC1CN(C(c2ccccc2)c2ccccc2)C1;200.0
CHEMBL3228187;Mus musculus;CNCC1CCN1C1c2ccccc2CCc2ccccc21;800.0
CHEMBL3228186;Mus musculus;CN(C(N)=O)C1CN(C2c3ccccc3CCc3ccccc32)C1;400.0
CHEMBL3228185;Mus musculus;CC(=O)N(C)C1CN(C2c3ccccc3CCc3ccccc32)C1;400.0
CHEMBL3228184;Mus musculus;CNC1CN(C2c3ccccc3COc3ccccc32)C1.O=C(O)/C=C/C(=O)O;100.0
CHEMBL3228183;Mus musculus;CNC1CN(C2c3ccccc3CSc3ccc(OC)cc32)C1;400.0
CHEMBL3228182;Mus musculus;CN(C)C1CN(C2c3ccccc3CSc3ccc(Cl)cc32)C1;400.0
CHEMBL3228181;Mus musculus;CNC1CN(C2c3ccccc3CSc3ccc(Cl)cc32)C1;400.0
CHEMBL3228180;Mus musculus;CN(C)C1CN(C2c3ccccc3CSc3ccccc32)C1;400.0
CHEMBL3228179;Mus musculus;CNC1CN(C2c3ccccc3CSc3ccccc32)C1;200.0
CHEMBL3228178;Mus musculus;COc1ccc2c(c1)C(N1CC(N(C)C)C1)c1ccccc1CO2;400.0
CHEMBL3228177;Mus musculus;CNC1CN(C2c3ccccc3COc3ccc(OC)cc32)C1;200.0
CHEMBL3228176;Mus musculus;CNC1CN(C2c3ccccc3COc3ccc(Cl)cc32)C1;100.0
CHEMBL3228099;Mus musculus;COc1ccc(CN2CCN(C(c3ccccc3Cl)C(O)c3ccccc3)CC2)cc1.Cl;431.0
CHEMBL3228049;Mus musculus;CN(C)C1CN(C2c3ccccc3COc3ccc(Cl)cc32)C1;100.0
CHEMBL322216;Mus musculus;CCCCCc1cc(O)c2c(c1)SC(C)(C)C[C@H]2NCC(C)O;1600.0
CHEMBL321856;Rattus norvegicus;CCC(O)CNC(=O)/C=C/c1cccc(C(F)(F)F)c1;333.3
CHEMBL3217839;Mus musculus;NC(=O)C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1;500.0
CHEMBL3217838;Mus musculus;NC(=O)CC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1;500.0
CHEMBL3217836;Mus musculus;N=C(N)NCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1;500.0
CHEMBL3217835;Mus musculus;N[C@@H](CS)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1;500.0
CHEMBL3217833;Mus musculus;N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1;500.0
CHEMBL3217832;Mus musculus;CSCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1;500.0
CHEMBL3217830;Mus musculus;N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1;500.0
CHEMBL3217828;Mus musculus;N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1;500.0
CHEMBL3217827;Mus musculus;CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1;500.0
CHEMBL3217825;Mus musculus;N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1;500.0
CHEMBL3217757;Mus musculus;CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1;500.0
CHEMBL321726;Mus musculus;CCn1c(-c2ccccc2)nn(C)c1=O;800.0
CHEMBL3216868;Mus musculus;Cc1cc2c(cc1OCCCN1CCN(c3ccccc3)CC1)CCC2.Cl.Cl;2000.0
CHEMBL3216863;Mus musculus;Cl.Cl.Fc1cc2c(cc1OCCCN1CCN(c3ccccc3)CC1)CCC2;2000.0
CHEMBL3216407;Mus musculus;Cl.Cl.Fc1ccc(N2CCN(CCCOc3ccc4c(c3)CCC4)CC2)cc1;2000.0
CHEMBL3215996;Mus musculus;Cl.Cl.c1ccc(N2CCN(CCCOc3ccc4c(c3)CCC4)CC2)cc1;1500.0
CHEMBL321203;Mus musculus;C=CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H]2OC(C)(C)OC12;1000.0
CHEMBL321134;Rattus norvegicus;CC(C)CNC(=O)CCC(=O)c1cccc(C(F)(F)F)c1;162.5
CHEMBL320869;Rattus norvegicus;CC(=O)SCCNC(=O)CN;1500.0
CHEMBL320483;Rattus norvegicus;O=C(CCC(=O)c1cccc(C(F)(F)F)c1)NC1CCCCC1;400.0
CHEMBL320480;Rattus norvegicus;CCCCn1c(=O)c(C(=O)NC2CC3CCC(C2)N3C)c(O)c2ccccc21;47.0
CHEMBL320378;Rattus norvegicus;CN1C(=O)CCC1(O)c1ccc(C(F)(F)F)cc1;400.0
CHEMBL320192;Mus musculus;CCCCCc1cc(O)c2c(c1)OC(C)(C)C/C2=N\CCO;800.0
CHEMBL320188;Rattus norvegicus;Cc1cccc(C2(O)CCC(=O)N2C)c1;300.0
CHEMBL320139;Rattus norvegicus;CCCN1C(=O)CCC1(O)c1cccc(C(F)(F)F)c1;400.0
CHEMBL32;Mus musculus;COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12;600.0
CHEMBL319953;Mus musculus;CCn1nc(-c2cccs2)n(C)c1=O;800.0
CHEMBL319421;Mus musculus;O=C1C(=O)c2ccccc2C(O)=C1C1CCCC1;400.0
CHEMBL319159;Mus musculus;Cc1cccc([C@@H]2SCC(=O)N2CCN2C(=O)CS[C@@H]2c2cccc(C)c2)c1;1000.0
CHEMBL319134;Rattus norvegicus;CC(=O)SCCNC(=O)CNC(=O)CN;2400.0
CHEMBL3188114;Mus musculus;N#Cc1ccc(Cl)cc1;300.0
CHEMBL318782;Mus musculus;O=C1C(Cl)=C(Cl)C(=O)c2ccccc21;30.0
CHEMBL3187456;Mus musculus;O=P1(N(CCCl)CCCl)NCCC(C(F)(F)F)O1;400.0
CHEMBL318580;Rattus norvegicus;CNC(=O)/C(C)=C/c1cccc(C(F)(F)F)c1;300.0
CHEMBL318510;Mus musculus;O=C1CS[C@@H](c2ccc(Cl)c(Cl)c2)N1CCN1C(=O)CS[C@@H]1c1ccc(Cl)c(Cl)c1;1000.0
CHEMBL3182143;Mus musculus;N#Cc1cccc(C#N)c1;178.0
CHEMBL31818;Mus musculus;[O-][P@+]1(N(CCCl)CCCl)NC[C@H](F)CO1;320.0
CHEMBL317857;Mus musculus;CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](OC(C)=O)C1OC(C)=O;2.0
CHEMBL317500;Mus musculus;CCCCCc1cc(O)c2c(c1)SC(C)(C)C/C2=N\CC(C)O;800.0
CHEMBL316651;Mus musculus;COc1ccc([C@@H]2SCC(=O)N2CCN2C(=O)CS[C@@H]2c2ccc(OC)c(F)c2)cc1F;1000.0
CHEMBL316452;Mus musculus;Cn1c(O)nnc1-c1ccc(F)cc1;800.0
CHEMBL316390;Mus musculus;Cc1cc(C)nc(N/C(=N/C(C)(C)C)NC#N)c1;1000.0
CHEMBL316235;Mus musculus;CC(C)(C)/N=C(\NC#N)Nc1cncc(Br)c1;600.0
CHEMBL316198;Mus musculus;N#CN/C(=N\C1CCCC1)Nc1cccnc1;1000.0
CHEMBL316196;Mus musculus;CCOCC/N=C(\NC#N)Nc1cccnc1;600.0
CHEMBL316117;Mus musculus;Cc1ccc(-c2nn(C)c(=O)n2C)cc1;800.0
CHEMBL315733;Mus musculus;COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)CC2;20.0
CHEMBL315679;Mus musculus;CCC(C)(C)/N=C(\NC#N)Nc1ccncc1;600.0
CHEMBL31565;Mus musculus;[O-][P@+]1(N(CCCl)CCCl)NC[C@@H](Cl)CO1;380.0
CHEMBL315502;Mus musculus;CC(C)C/N=C(\NC#N)Nc1cccnc1;1000.0
CHEMBL315457;Mus musculus;CC(/N=C(\NC#N)Nc1ccncc1)c1ccccc1;600.0
CHEMBL315240;Mus musculus;CC1(/N=C(\NC#N)Nc2cccnc2)CCC1;1000.0
CHEMBL314547;Mus musculus;CCCCCC(=O)NCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1Cl;1000.0
CHEMBL3144390;Mus musculus;CN(C)CCCCCN(C)C1=Nc2ccccc2C(CC(=O)NCc2ccccc2)N1c1ccc(-c2ccccc2)cc1.Cl.Cl;40.0
CHEMBL314429;Rattus norvegicus;O=P(O)(O)OCCCNCCCl;800.0
CHEMBL3143472;Mus musculus;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)N(CCCl)N=O)C(N)=O;150.0
CHEMBL3143471;Mus musculus;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=O)N(CCCl)N=O)NC(=O)[C@@H]1CCCN1C(=O)N(CCCl)N=O)C(N)=O;220.0
CHEMBL3143470;Mus musculus;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=O)N(CCCl)N=O)NC(=O)N(CCCl)N=O)C(N)=O;250.0
CHEMBL3143347;Mus musculus;CC(=O)OC[C@H]1O[C@@H](N2C(=O)C=CC2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O;10.0
CHEMBL3143245;Mus musculus;CC1(C)O[C@@H]2[C@@H](COC(=O)c3ccc([N+](=O)[O-])cc3)O[C@@H](NC(=O)N(CCCl)N=O)[C@@H]2O1;90.0
CHEMBL313858;Mus musculus;Cn1c(O)nnc1-c1ccccc1F;800.0
CHEMBL313572;Mus musculus;CC(C)CC(C)(C)/N=C(\NC#N)Nc1ccncc1;1000.0
CHEMBL313261;Mus musculus;CCC(/N=C(\NC#N)Nc1ccncc1)C(C)C;600.0
CHEMBL313186;Mus musculus;CC(C)(C)/N=C(\NC#N)Nc1ccc(Cl)nc1Cl;1000.0
CHEMBL313094;Mus musculus;CC(C)C(/N=C(\NC#N)Nc1cccnc1)C(C)C;1000.0
CHEMBL313080;Mus musculus;CCC(CC)/N=C(\NC#N)Nc1ccncc1;200.0
CHEMBL312965;Mus musculus;CC(C)(C)C(C)(C)/N=C(\NC#N)Nc1ccncc1;1000.0
CHEMBL312914;Mus musculus;CC(C)CC(C)(C)/N=C(\NC#N)Nc1cccnc1;1000.0
CHEMBL3127832;Mus musculus;COc1ccc2cc(C(=O)Nc3nc(-c4ccccc4)cs3)sc(=O)c2c1OC;515.0
CHEMBL3127826;Mus musculus;O=C(Nc1cccc2ccccc12)c1cc2ccccc2c(=O)s1;410.0
CHEMBL3127824;Mus musculus;COc1ccc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)sc(=O)c2c1OC;750.0
CHEMBL312109;Rattus norvegicus;O=C(O)Cc1ccc2c(c1)OCc1ccccc1C2=O;109.6
CHEMBL3120696;Mus musculus;Cc1c(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc2c3c(c(=O)oc12)CCC3;2000.0
CHEMBL3120263;Mus musculus;Cl.c1ccc2c(SCCCN3CCCCC3)ncnc2c1;89.1
CHEMBL3120262;Mus musculus;Cl.O=c1c2ccccc2ncn1CCCN1CCCCC1;162.0
CHEMBL3120257;Mus musculus;Cl.c1ccc2nc(SCCCN3CCCCC3)cnc2c1;104.0
CHEMBL311700;Mus musculus;C/N=C(/N)CCNCCSP(=O)(O)O;150.0
CHEMBL311639;Mus musculus;N=C(S)CCNCCSP(=O)([O-])O.[Li+];300.0
CHEMBL3115477;Mus musculus;O=C1CC2(CCCCC2)CN1;300.0
CHEMBL3114417;Mus musculus;COCc1cccc(COC)c1CN.Cl;240.0
CHEMBL3114416;Mus musculus;CCCCc1cccc(CCCC)c1CN.Cl;54.0
CHEMBL3114415;Mus musculus;CCCc1cccc(CCC)c1CN.Cl;55.0
CHEMBL3114414;Mus musculus;CCc1cccc(CC)c1CN.Cl;92.0
CHEMBL3114413;Mus musculus;Cl.NCc1c(OCCCCO)cccc1OCCCCO;540.0
CHEMBL3114412;Mus musculus;Cl.NCc1c(OCCCO)cccc1OCCCO;690.0
CHEMBL3114411;Mus musculus;Cl.NCc1c(OCCO)cccc1OCCO;1000.0
CHEMBL3114409;Mus musculus;CCCCOc1cccc(OCCCC)c1CN.Cl;25.0
CHEMBL3114408;Mus musculus;CCCOc1cccc(OCCC)c1CN.Cl;37.0
CHEMBL3114407;Mus musculus;CCOc1cccc(OCC)c1CN.Cl;74.0
CHEMBL3114406;Mus musculus;COc1cccc(OC)c1CN.Cl;120.0
CHEMBL311179;Mus musculus;N=C(N)CCNCCSP(=O)(O)O;150.0
CHEMBL310595;Mus musculus;CC(C)(C)NC(=O)CCNCCSP(=O)([O-])[O-].[Li+].[Li+];300.0
CHEMBL309804;Mus musculus;N=C1NCCN1Cc1ccc(Cl)nc1;6.0
CHEMBL309510;Mus musculus;NC(=O)CCNCCSP(=O)(O)O;130.0
CHEMBL309366;Mus musculus;Cc1cccc(N2CCN(CCc3oc(O)nc3-c3ccc(F)cc3)CC2)c1;1000.0
CHEMBL309120;Mus musculus;Br.CC(=O)SCCNC(=O)[C@H](C)N;1500.0
CHEMBL309098;Mus musculus;CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cnc(C)c3)c(F)c21;4000.0
CHEMBL3085397;Mus musculus;CC(=O)O[C@@H]1[C@H]2CC[C@@H]3[C@]1(C[C@@H](O)[C@@]1(O)[C@@H](C[C@H](O)C1(C)C)[C@]3(C)O)C[C@@]2(C)O;1.3
CHEMBL308230;Mus musculus;Br.Br.NCCC(=O)NCCSSCCNC(=O)CCN;350.0
CHEMBL308056;Mus musculus;CCCCn1c(-c2ccc(F)cc2)c(CCN2CCN(c3ccccc3)CC2)oc1=O;750.0
CHEMBL307791;Mus musculus;O=c1oc(CCN2CCN(c3ccccc3)CC2)c(-c2ccc(F)cc2)n1-c1ccccc1;1000.0
CHEMBL307694;Mus musculus;Br.Br.NCC(=O)NCCSSCCNC(=O)CN;1500.0
CHEMBL306788;Mus musculus;N#Cc1ccc2c(c1)CCC1CC(=O)NN=C21;560.0
CHEMBL306700;Mus musculus;CCOc1ccccc1OCC1CNCCO1;200.0
CHEMBL306650;Mus musculus;O=c1oc(CCN2CCN(c3ccccc3)CC2)c(-c2ccc(F)cc2)n1Cc1ccccc1;1000.0
CHEMBL306268;Mus musculus;COc1ccc(N2CCN(CCc3oc(O)nc3-c3ccc(F)cc3)CC2)cc1;1000.0
CHEMBL306250;Mus musculus;Oc1nc(-c2ccc(F)cc2)c(CCN2CCN(c3ccccc3Cl)CC2)o1;1000.0
CHEMBL305781;Mus musculus;Oc1nc(-c2ccc(-c3ccccc3)cc2)c(CCN2CCN(c3ccccc3)CC2)o1;750.0
CHEMBL305590;Mus musculus;CC(C)(C)/N=C(/Nc1nccs1)Nc1cccc2ccccc12;1000.0
CHEMBL305567;Mus musculus;Cc1cc(N/C(=N/C(C)(C)C)Nc2nnc(S)s2)c2ccccc2n1;1000.0
CHEMBL305562;Mus musculus;Cc1cc(N/C(=N/C2CCCCC2)Nc2nc3ccccc3s2)c2ccccc2n1;1000.0
CHEMBL304933;Mus musculus;Cc1cc(N/C(=N/C(C)(C)C)Nc2ccccn2)c2ccccc2n1;1000.0
CHEMBL304421;Mus musculus;Cc1cc(N/C(=N/C(C)(C)C)Nc2nc3ccccc3s2)c2ccccc2n1;1000.0
CHEMBL303974;Mus musculus;CC(C)(C)/N=C(\Nc1nccs1)Nc1ccnc2cc(Cl)ccc12;1000.0
CHEMBL3039597;Mus musculus;CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O;60.0
CHEMBL303933;Mus musculus;Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1;1098.0
CHEMBL303793;Mus musculus;Cc1cc(N/C(=N\C(C)CCCC(C)C)Nc2nccs2)c2ccccc2n1;1000.0
CHEMBL303773;Mus musculus;Cc1c(Cl)cccc1N/C(=N\C(C)(C)C)Nc1nccs1;1000.0
CHEMBL303667;Mus musculus;Oc1nc(-c2ccc(F)cc2)c(CCN2CCN(c3ccc(Cl)cc3)CC2)o1;1000.0
CHEMBL303576;Rattus norvegicus;CCC(C)(C)/N=C(/Nc1nccs1)Nc1cc(C)nc2ccccc12;500.0
CHEMBL303467;Mus musculus;Oc1nc(-c2ccc(F)cc2)c(CCN2CCN(c3cc(Cl)c(Cl)c(Cl)c3)CC2)o1;1000.0
CHEMBL303312;Mus musculus;C#CCN1CCC2=C(C1)c1c(O)cc(C(C)CCCc3ccc(F)cc3)cc1OC2(C)C;1000.0
CHEMBL302793;Mus musculus;CC(=O)SCCNC(=O)CN.O=C(O)C(F)(F)F;1500.0
CHEMBL302738;Mus musculus;Br.CC(=O)SCCNC(=O)CN;1500.0
CHEMBL302617;Mus musculus;CCCCCCC[S+]([O-])C[C@H](CO)NC(=O)/C=C/c1c(C)nc(O)nc1O;6.1
CHEMBL302462;Mus musculus;CCSC[S+]([O-])C[C@H](C)NC(=O)/C=C/c1c(C)nc(O)nc1O;8.7
CHEMBL302206;Mus musculus;CC(C)(C)/N=C(/Nc1nccs1)Nc1cccc2c(O)cccc12;1000.0
CHEMBL30219;Mus musculus;C=CCC1(C(C)C#CCC)C(=O)[N-]C(=O)N(C)C1=O.[Na+];30.0
CHEMBL302168;Mus musculus;CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(CC)C2C1;4.0
CHEMBL30213;Mus musculus;Cc1cc(C)c(C(C)C)c(O)c1C(C)C;160.0
CHEMBL30203;Mus musculus;CCCCC(C)c1cccc(CCC)c1O;140.0
CHEMBL301999;Mus musculus;CC(C)(C)/N=C(\Nc1ccncc1)Nc1nccs1;300.0
CHEMBL301958;Mus musculus;OC1CCCc2nc3ccccc3c(NCc3ccccc3)c21;94.0
CHEMBL30193;Mus musculus;CCC(C)c1ccccc1O;60.0
CHEMBL301721;Mus musculus;CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)CCC3N)C2O)OCC1(C)O;70.0
CHEMBL301497;Mus musculus;CN1C2CCC1[C@H](OC(=O)C1c3ccccc3CCc3ccccc31)CC2;32.0
CHEMBL301467;Mus musculus;CC(C)(C)/N=C(/Nc1nccs1)Nc1cccc2ncccc12;1000.0
CHEMBL301386;Mus musculus;CN(N=O)C(=O)ON1C(=O)CCC1=O;115.0
CHEMBL30116;Mus musculus;CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21;2000.0
CHEMBL30106;Mus musculus;Cc1cccc(C)c1O;80.0
CHEMBL30094;Mus musculus;CCCc1cccc(CCC)c1O;100.0
CHEMBL300772;Mus musculus;Cc1cc(N/C(=N/C2CCCCC2)NC2NC=CS2)c2ccccc2n1;1000.0
CHEMBL30064;Mus musculus;CCCCc1cccc(C(C)CC)c1O;120.0
CHEMBL30045;Mus musculus;CCc1ccc(O)c(C(C)C)c1;120.0
CHEMBL300315;Rattus norvegicus;OC1CCCc2nc3ccccc3c(NCc3ccccc3Cl)c21;80.0
CHEMBL30018;Mus musculus;CC(C)c1ccccc1O;100.0
CHEMBL30014;Mus musculus;CCc1cccc(CC)c1O;100.0
CHEMBL300108;Mus musculus;Cc1cc(N/C(=N\CC(C)(C)C)Nc2nccs2)c2ccccc2n1;600.0
CHEMBL3;Mus musculus;CN1CCC[C@H]1c1cccnc1;6.0
CHEMBL29998;Mus musculus;O=C(c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1)N1CCC(O)(c2ccc(Cl)cc2)CC1;237.0
CHEMBL29991;Mus musculus;CCCc1cccc(C(C)C)c1O;80.0
CHEMBL299771;Rattus norvegicus;OC1CCCc2nc3cc(F)ccc3c(NCc3ccccc3)c21;80.0
CHEMBL299745;Mus musculus;CCCC(C(=O)O[C@@H]1CCC2CCC1N2C)(c1ccccc1)c1ccccc1;18.0
CHEMBL29966;Mus musculus;CC(C)c1ccc(O)cc1;40.0
CHEMBL299547;Mus musculus;O=C(OC1CN2CCC1CC2)C1c2ccccc2CCc2ccccc21;28.0
CHEMBL299373;Mus musculus;CN1C2CCC1[C@@H](OC(=O)C1c3ccccc3CCc3ccccc31)CC2;18.0
CHEMBL299363;Mus musculus;CCCC(C(=O)OC1CN2CCC1CC2)(c1ccccc1)c1ccccc1;18.0
CHEMBL29928;Mus musculus;Cc1cccc(C2CCCCC2)c1O;140.0
CHEMBL299147;Rattus norvegicus;OC1CCCc2nc3ccccc3c(NCc3ccc(C(F)(F)F)cc3)c21;80.0
CHEMBL298896;Rattus norvegicus;CN(C)CCNc1c2c(nc3ccccc13)CCCC2O;80.0
