chembl_id;organism;canonical_smiles;F /%
CHEMBL564932;Mus musculus;O=C1OCC/C=C/CC/C=C/C(=N/OCC(=O)N2CCCCC2)Cc2c(Cl)c(O)cc(O)c21;60.5
CHEMBL564840;Rattus norvegicus;Cl.O=c1n(C[C@@H](O)CO)c2ccccc2n1C1CCN(C[C@H]2[C@H]3CC[C@H](C3)C23CC3)CC1;33.0
CHEMBL564812;Rattus norvegicus;CCc1c(CN[C@H]2CC[C@@H](F)C2)nc(-c2ncccc2Cl)n1-c1ccc(C)nc1;10.0
CHEMBL564740;Mus musculus;CCN(CC)c1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO;51.0
CHEMBL564575;Rattus norvegicus;Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21;40.0
CHEMBL564552;Rattus norvegicus;CCCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cccc(-c3ccccc3)n2)CC1;95.0
CHEMBL564530;Mus musculus;CCn1cc2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCCC(F)(F)F)cc31)N(C)S(=O)(=O)CC2;13.0
CHEMBL564507;Mus musculus;CCNc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO;27.0
CHEMBL564473;Rattus norvegicus;COCc1cccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)n1;90.0
CHEMBL564405;Rattus norvegicus;COc1ccc(-c2ccc(N3CC[C@@H]4CN(C)C[C@@H]43)cc2)cc1;53.3
CHEMBL564380;Rattus norvegicus;C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)cc1;12.0
CHEMBL564374;Rattus norvegicus;CCCOCCn1c(=O)c(NCCN2CCOCC2)nc2ccc(-c3ccc(OC)nc3)nc21;23.0
CHEMBL564370;Rattus norvegicus;Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O;7.0
CHEMBL564363;Rattus norvegicus;CS(=O)(=O)CCCn1c(CN2C(=O)/C(=N/OCCF)c3cccnc32)nc2ccccc21;14.0
CHEMBL564316;Rattus norvegicus;CCCCn1nc(-c2nc3ccccc3s2)nc2c(=O)n(C)c(=O)nc1-2;2.0
CHEMBL564305;Rattus norvegicus;CC(C)(C)c1nnc(NC(=O)c2ccc3c(c2)OCCO3)s1;11.0
CHEMBL564283;Rattus norvegicus;N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F)Cc1cc(F)c(F)cc1F;100.0
CHEMBL564267;Rattus norvegicus;CN1CCN(S(C)(=O)=O)CC1(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C;73.0
CHEMBL564248;Rattus norvegicus;O=C(Cn1cnc(NC(=O)c2ccc(Cl)s2)n1)Nc1ccc(-n2ccccc2=O)cc1F;10.0
CHEMBL564190;Rattus norvegicus;Cc1cc(C)c(-c2nnc(NC(=O)c3ccc4c(c3)OCCO4)s2)c(C)c1;65.0
CHEMBL564088;Rattus norvegicus;O=C(CN1CC2CC(=O)Nc3cccc1c32)Nc1ccc2c(c1)C[C@]1(C2)C(=O)Nc2ncccc21;25.0
CHEMBL564054;Rattus norvegicus;Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3c(F)cccc3F)c21;9.0
CHEMBL563998;Rattus norvegicus;CN1C[C@H]2CCN(c3ccc(-c4ccc(C#N)cc4)cc3)[C@H]2C1;39.4
CHEMBL563986;Rattus norvegicus;O=C(Nc1nccs1)c1nc(Sc2nnc[nH]2)ccc1Sc1ccc(F)cc1;23.0
CHEMBL563980;Sus scrofa;Cl.O=c1n(C[C@H](O)CO)c2ccccc2n1C1CCN(C[C@H]2[C@H]3CC[C@H](C3)C23CC3)CC1;17.0
CHEMBL563956;Rattus norvegicus;Cc1cc(-c2[nH]ncc2C)c2cccc(OCc3c(C)ccnc3Cn3cccc(C(F)(F)F)c3=O)c2n1;17.0
CHEMBL563949;Rattus norvegicus;Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(F)c(F)c1;54.0
CHEMBL563897;Rattus norvegicus;CCn1c(=O)n([C@@H](c2ccccc2)[C@H](O)CNC)c2ccccc21;56.0
CHEMBL563872;Rattus norvegicus;O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccccc2)cc1)c1ccccc1;44.0
CHEMBL563824;Rattus norvegicus;CC(Cc1ccc(Oc2cc(N3CCN(Cc4ccccc4)CC3)nc(N)n2)cc1)(Oc1ccccc1)C(=O)O;100.0
CHEMBL563657;Rattus norvegicus;Cl.O=c1n(C(CO)CO)c2ccccc2n1C1CCN(C[C@H]2[C@H]3CC[C@H](C3)C23CC3)CC1;22.0
CHEMBL563647;Rattus norvegicus;CCC(C(=O)O)c1ccc2c(c1)N(CCCN1CCCN(c3cc(=O)n(C)c(=O)n3C)CC1)c1ccccc1S2;14.0
CHEMBL563608;Rattus norvegicus;Cc1cn(-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)c2c1C(=O)CC(C)(C)C2;10.0
CHEMBL563480;Rattus norvegicus;CCN1CCOc2ccc(C(=O)Nc3nnc(-c4c(Cl)cccc4Cl)s3)cc21;100.0
CHEMBL563383;Rattus norvegicus;N[C@H]1Cn2c(nc3cc(C(=O)O)ccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;24.0
CHEMBL563341;Rattus norvegicus;CN1CC[C@@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1;29.0
CHEMBL563255;Rattus norvegicus;O=C(Cc1ccc(C(F)(F)F)c(F)c1)Nc1c(Cl)ccc2c(=O)n(CCO)ccc12;75.0
CHEMBL563234;Rattus norvegicus;CC(C)(CC(=O)NC1CC1)CC(=O)N[C@H]1C2CC3CC1C[C@](C(N)=O)(C3)C2;10.0
CHEMBL563097;Rattus norvegicus;CONC(=O)c1ccc(C)c(Nc2cc(=O)n(C)c3c2cnn3-c2ccc(F)cc2F)c1;15.0
CHEMBL562971;Rattus norvegicus;CNc1nc2[nH]c(-c3cccc(CNC(=O)CCOC)c3)cc2c2c1ncn2C;31.0
CHEMBL562528;Rattus norvegicus;CCn1c(=O)cc(Oc2cc(C(=O)NC3CC3)ccc2C)c2cnn(-c3ccc(F)cc3)c21;41.0
CHEMBL562527;Rattus norvegicus;CCn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c21;45.0
CHEMBL562465;Rattus norvegicus;O=C(Nc1nnc(C2CCCC2)s1)c1ccc2c(c1)OCCO2;14.0
CHEMBL562388;Rattus norvegicus;N[C@H]1Cn2c(nc3ncccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F;96.0
CHEMBL562318;Rattus norvegicus;Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1;30.0
CHEMBL562268;Mus musculus;COc1ccc(C(=O)Nc2ncc(Cc3cccc(OC(F)(F)F)c3)s2)cc1OCCO;8.0
CHEMBL562219;Rattus norvegicus;C[C@@H](C1CC1)n1cc(Cl)nc(Nc2c(Cl)cc(OC(F)F)cc2Cl)c1=O;52.0
CHEMBL562188;Rattus norvegicus;N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F;140.0
CHEMBL562086;Rattus norvegicus;CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc2c(ccn2Cc2cccc(C(=O)O)c2)c1;12.0
CHEMBL562069;Rattus norvegicus;O=C(Cn1cc2c3c(cccc31)NC(=O)C2)Nc1ccc2c(c1)C[C@]1(C2)C(=O)Nc2ncccc21;6.0
CHEMBL561932;Rattus norvegicus;Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c21;84.0
CHEMBL561768;Rattus norvegicus;CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(CN(C)C)cc3)nc1-2.Cl;28.0
CHEMBL561767;Mus musculus;CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(CN4CCN(C)CC4)cc3)nc1-2.Cl;42.0
CHEMBL561652;Rattus norvegicus;C[C@@H](CO)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1;86.0
CHEMBL561588;Mus musculus;COc1ccc(C(=O)Nc2ncc(Cc3cccc(Cl)c3)s2)cc1OCCO;12.0
CHEMBL561564;Mus musculus;CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2.Cl;85.0
CHEMBL561484;Rattus norvegicus;CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCOC)cc(-c3ccccc3)n2)CC1;33.0
CHEMBL561339;Rattus norvegicus;CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1;37.6
CHEMBL561338;Rattus norvegicus;N#Cc1ccccc1/C=C/C=C/C(=O)N1CCN(c2ccccn2)CC1;42.0
CHEMBL561318;Rattus norvegicus;O=C(CN1C[C@H](O)[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F;38.0
CHEMBL561312;Mus musculus;COC(=O)Nc1ccc2sc3cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc3c2c1;34.0
CHEMBL561311;Mus musculus;COC(=O)Nc1ccc2sc3cc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)ccc3c2c1;19.0
CHEMBL561132;Rattus norvegicus;CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1;107.0
CHEMBL561111;Rattus norvegicus;COc1c(C)cnc(CN2CC(=O)Nc3c(Cl)nc(N)nc32)c1C;60.0
CHEMBL561073;Mus musculus;COc1cc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)ccc1OCCO;0.2
CHEMBL561057;Mus musculus;CC(C)=CCC/C(C)=C/CNCCNC1C2CC3CC(C2)CC1C3;21.9
CHEMBL560993;Rattus norvegicus;Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O;100.0
CHEMBL560917;Rattus norvegicus;Cn1c(N2CCN(CCCN3c4ccccc4Sc4ccc(CCC(=O)O)cc43)CC2)cc(=O)n(C)c1=O;51.0
CHEMBL560895;Rattus norvegicus;CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1;40.0
CHEMBL560775;Mus musculus;C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(C(N)=O)cc1;43.0
CHEMBL560730;Rattus norvegicus;Cc1ccc(C(=O)NC2CC2)cc1Oc1cc(=O)n(C)c2c1cnn2-c1c(F)cccc1F;7.0
CHEMBL560669;Rattus norvegicus;N[C@H]1Cn2c(nc3ccc(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;37.0
CHEMBL560667;Rattus norvegicus;Cc1c(CN[C@H]2CC[C@@H](F)C2)nn(CCC#N)c1-c1cc(F)cc(F)c1;21.0
CHEMBL560592;Mus musculus;NCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O;6.0
CHEMBL560531;Mus musculus;CC(C)NC(=O)[C@@H]1C[C@@H](NC(=O)c2ccccc2)CN1C(=O)CN;6.0
CHEMBL560514;Mus musculus;C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(N2CCC(C(=O)O)CC2)cc1Cl;100.0
CHEMBL560423;Rattus norvegicus;O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl;75.0
CHEMBL560390;Rattus norvegicus;Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3cc(F)ccc3F)c21;56.0
CHEMBL560386;Rattus norvegicus;COc1cccc2c1O[C@@H](c1ccc(OCCCN3CCCC3)cc1)[C@H](C)S2(=O)=O;86.0
CHEMBL560279;Rattus norvegicus;Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(Cl)c(Cl)c1;100.0
CHEMBL560241;Rattus norvegicus;Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)n[nH]1;59.0
CHEMBL560220;Rattus norvegicus;Cc1ccc2c(N/C(=N\C#N)N3CCN(C(=O)c4ccc(Cl)cc4)CC3C(C)C)cccc2n1;5.0
CHEMBL560120;Rattus norvegicus;Cn1c(NCCCN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)cc(=O)n(C)c1=O;25.0
CHEMBL560061;Rattus norvegicus;Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(CCC(=O)O)cc43)CC2)cc(=O)n(C)c1=O;7.0
CHEMBL560009;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cccc(-c3ccccc3)n2)CC1;70.0
CHEMBL559968;Rattus norvegicus;O=C(NCCc1ccccc1Cl)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl;44.0
CHEMBL559940;Rattus norvegicus;CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F;63.0
CHEMBL559808;Rattus norvegicus;O=C(/C=C/c1ccccc1Cl)N1CCN(Cc2ccc(F)cc2)CC1;43.0
CHEMBL559701;Rattus norvegicus;Cc1cn([C@H](C)C2CC2)c(=O)c(Nc2c(C)cc(Cl)cc2C)n1;6.0
CHEMBL559665;Rattus norvegicus;Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O;19.0
CHEMBL559664;Rattus norvegicus;Cn1c(N2CCN(CCCN3c4ccccc4Sc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O;27.0
CHEMBL559638;Rattus norvegicus;O=C1c2cccc3c(NCCO)ccc(c23)C(=O)N1c1cccc(Br)c1;83.0
CHEMBL559628;Rattus norvegicus;Cc1ccc(C(=O)Nc2cccc(C(C)(C)C)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21;3.5
CHEMBL559477;Rattus norvegicus;N[C@H]1Cn2c(nc3cnc(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F;87.0
CHEMBL559437;Rattus norvegicus;COC[C@@H](C1CC1)n1cc(Cl)nc(Nc2cc(C)c(OC)cc2C)c1=O;14.0
CHEMBL559391;Rattus norvegicus;Nc1c(C(=O)c2ccc(F)cc2F)cc[n+]([O-])c1-c1ccccc1Cl;23.0
CHEMBL559358;Rattus norvegicus;COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl;2.4
CHEMBL559327;Rattus norvegicus;CC(C)N1C[C@@H](N(Cc2ccccc2Cl)c2ccc(C#N)c(Cl)c2)CC1=O;100.0
CHEMBL559316;Rattus norvegicus;Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(Cl)c(C#N)c1;8.0
CHEMBL559306;Rattus norvegicus;CN1CCn2c(nc(C(=O)NCc3ccc(F)cc3)c(O)c2=O)C1(C)C;57.0
CHEMBL559212;Rattus norvegicus;CCCN1C(=O)N2C[C@@H](C(C)C)N=C2c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc21.Cl;77.0
CHEMBL559168;Rattus norvegicus;CCCCN1C(=O)[C@@H]([C@H](O)C(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl;1.0
CHEMBL559147;Mus musculus;C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1;52.0
CHEMBL559126;Rattus norvegicus;CCCNc1cc(C(=O)N[C@@H](CCC(=O)O)C(=O)N2CCN(C(=O)OCC)CC2)nc(-c2ccccc2)c1;80.0
CHEMBL559118;Rattus norvegicus;C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)NC3CCOCC3)cc2)cc1;62.0
CHEMBL559044;Rattus norvegicus;Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(F)c(C#N)c1;0.0
CHEMBL558937;Rattus norvegicus;CC(C)=CCC/C(C)=C/CN(CCNC1C2CC3CC(C2)CC1C3)C(=O)OCOC(=O)C(C)(C)C.O=C(O)/C=C\C(=O)O;72.6
CHEMBL558912;Rattus norvegicus;Cc1ccc(C(=O)NC2CC2)cc1Nc1cc(=O)n(C)c2c1cnn2-c1c(F)cccc1F;12.0
CHEMBL558779;Rattus norvegicus;C[C@@H]1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl;57.0
CHEMBL558752;Mus musculus;Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21;95.0
CHEMBL558664;Rattus norvegicus;CN1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1;23.0
CHEMBL558644;Rattus norvegicus;CN1CCOc2ccc(C(=O)Nc3nnc(-c4c(Cl)cccc4Cl)s3)cc21;97.0
CHEMBL558637;Rattus norvegicus;O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](OCCO)C1)Nc1ccc(-n2ccccc2=O)cc1F;16.0
CHEMBL558448;Rattus norvegicus;Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3F)c21;81.0
CHEMBL558367;Rattus norvegicus;CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CN(C(=O)/C=C/CN3CCCCC3)C[C@@H]12.Cl;60.0
CHEMBL558323;Rattus norvegicus;CC(C)(F)C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F;24.0
CHEMBL558267;Rattus norvegicus;CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc2sc(-c3cccc(C(=O)O)c3)cc2c1;8.5
CHEMBL557980;Rattus norvegicus;CCCN1C(=O)N2C[C@@H](CC)N=C2c2[nH]c(C34CCC(O)(CC3)CC4)nc21.Cl;84.0
CHEMBL557551;Rattus norvegicus;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=S)NCCCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O;1.3
CHEMBL557527;Rattus norvegicus;COc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccccn5)ccc43)cc2)cn1;100.0
CHEMBL557445;Mus musculus;COc1ccc(C(=O)Nc2ncc(Cc3ccc(F)c(C(F)(F)F)c3)s2)cc1OCCO;3.0
CHEMBL557402;Rattus norvegicus;Cc1nc(N[C@@H]2COC[C@@H]2C)nc(-n2ccnc2C)c1[N+](=O)[O-].Cl;21.0
CHEMBL557312;Rattus norvegicus;Cc1ccccc1-c1nnc(NC(=O)c2ccc3c(c2)OCCO3)s1;38.0
CHEMBL557176;Rattus norvegicus;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccn1)Cc1cc(F)c(F)cc1F;9.0
CHEMBL557152;Rattus norvegicus;CCCN1C(=O)N2C[C@@H](C(C)C)N=C2c2[nH]c(C34CCC(O)(CC3)CC4)nc21.Cl;54.0
CHEMBL557109;Rattus norvegicus;CCC(CC)c1nnc(NC(=O)c2ccc3c(c2)OCCO3)s1;20.0
CHEMBL557062;Rattus norvegicus;CCC(=O)ON1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cccc(-c3ccccc3)n2)CC1;34.0
CHEMBL556979;Rattus norvegicus;CN(C)C(=O)CC1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl;9.0
CHEMBL556874;Mus musculus;Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21;100.0
CHEMBL556669;Rattus norvegicus;Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21;45.0
CHEMBL556567;Mus musculus;Cl.O=C(NCc1ccc(N2CCN(CC3CC3)CC2)cc1)c1ccc([N+](=O)[O-])o1;21.0
CHEMBL556367;Rattus norvegicus;CN1CCCN(S(=O)(=O)c2c(Cl)ccc(Nc3c(Nc4ccccc4Br)c(=O)c3=O)c2O)CC1.Cl;23.0
CHEMBL556089;Rattus norvegicus;C[C@H](C1CC1)n1cc(C#N)nc(Nc2c(Cl)cc(OC(F)F)cc2Cl)c1=O;80.0
CHEMBL555746;Mus musculus;CC(=O)N1CCN(c2c(-c3ccncc3)c(-c3ccc(F)cc3)c(C#N)n2C)CC1.Cl;70.0
CHEMBL555693;Rattus norvegicus;CC(C)n1c(=O)c(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3CCCCCCCN2CCN(S(C)(=O)=O)CC2)cc2ccccc21;20.0
CHEMBL555563;Rattus norvegicus;O=C(N1CCCCC1)N1CC(O[C@@H](c2ccc(Cl)cc2)c2cccnc2Cl)C1;2.4
CHEMBL555342;Rattus norvegicus;CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCOC)cc(-c3ccccc3)n2)CC1;77.0
CHEMBL555196;Mus musculus;COC(=O)[C@@H]1[C@@H](c2ccccc2)[C@]2(c3ccc(OC)cc3)Oc3cc(O[C@@H]4O[C@@H]([C@H](O)CO)CO[C@H]4OC)cc(OC)c3[C@]2(O)[C@@H]1O;100.0
CHEMBL555017;Rattus norvegicus;CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O;13.4
CHEMBL554297;Rattus norvegicus;COc1cc(Cl)c(-c2nnc(NC(=O)c3ccc4c(c3)OCCO4)s2)c(Cl)c1;98.0
CHEMBL554267;Rattus norvegicus;Cc1cc(C)c(S(=O)(=O)N[C@H](CNC(=O)c2coc(C)n2)C(=O)O)c(C)c1;15.0
CHEMBL554084;Rattus norvegicus;Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(Nc3ccc(P(C)(C)=O)cc3)ncnc21;0.8
CHEMBL553183;Rattus norvegicus;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=S)NCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O;3.4
CHEMBL553175;Rattus norvegicus;COc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccccn5)ccc43)cc2)nc1;100.0
CHEMBL552972;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCNCC3)cc(-c3ccccc3)n2)CC1;1.0
CHEMBL552971;Rattus norvegicus;CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCOC)cc(-c3ccccc3)n2)CC1;183.0
CHEMBL552567;Rattus norvegicus;COc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccccn5)ccc43)cc2)nn1;42.0
CHEMBL552479;Rattus norvegicus;N[C@H]1Cn2c(nc3cc(C(F)(F)F)ccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;55.0
CHEMBL552394;Mus musculus;C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(N2CCOCC2)cc1Cl;12.0
CHEMBL552382;Rattus norvegicus;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccn3)no2)CC1;77.0
CHEMBL552284;Rattus norvegicus;CN1C[C@@H](N(Cc2cccc(F)c2F)c2ccc(C#N)c(Cl)c2)CC1=O;100.0
CHEMBL552270;Mus musculus;COc1ccc(C(=O)Nc2ncc(Cc3ccc(F)c(Cl)c3)s2)cc1OCCO;38.0
CHEMBL552212;Rattus norvegicus;CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1;78.0
CHEMBL552068;Mus musculus;Cl.N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F;73.0
CHEMBL552057;Rattus norvegicus;Cn1c(N2CCN(CCCCN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O;16.0
CHEMBL552052;Mus musculus;COc1ccc(C(=O)Nc2nnc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO;2.0
CHEMBL552023;Rattus norvegicus;CCN1C[C@@H](N(Cc2cc(F)ccc2Cl)c2ccc(C#N)c(Cl)c2)CC1=O;100.0
CHEMBL551991;Rattus norvegicus;Cc1cc2cc(/N=C(/NC#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1;50.0
CHEMBL551964;Rattus norvegicus;Cc1ccc2c3c(ccc2n1)OC[C@H](CN1CCN(c2ccc4cc(C#N)ccc4n2)CC1)O3;61.0
CHEMBL551735;Mus musculus;O=C(C=C1CCN(C(=O)c2ccccc2O)CC1)N[C@@H]1CCN(Cc2ccc3cc(F)ccc3c2)C1;35.0
CHEMBL551717;Rattus norvegicus;Cc1ccccc1-c1c(N)c(C(=O)c2ccc(F)cc2F)cc[n+]1[O-];75.0
CHEMBL551474;Rattus norvegicus;CNC[C@@H](O)[C@H](c1cccc(F)c1)n1c(=O)n(C(C)C)c2cccc(F)c21;97.0
CHEMBL551457;Rattus norvegicus;Cn1c(N2CCN(CCCN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O;17.0
CHEMBL551394;Rattus norvegicus;Cn1c(C2=CCN(CCCN3c4ccccc4Sc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O;30.0
CHEMBL551362;Rattus norvegicus;Cc1ccc2c(=O)n([C@H](C)CO)ccc2c1NC(=O)Cc1ccc(C(F)(F)F)c(F)c1;25.0
CHEMBL551355;Rattus norvegicus;CC(=O)c1ccc(-c2ccc(N3CC[C@@H]4CN(C)C[C@@H]43)cc2)cc1;14.7
CHEMBL551308;Rattus norvegicus;Brc1ccc2[nH]c3c(c2c1)CCCC3Nc1ccccc1;5.0
CHEMBL551202;Rattus norvegicus;O=C(Nc1nnc(-c2c(Cl)cccc2Cl)s1)c1ccc2c(c1)OCCO2;100.0
