chembl_id;organism;canonical_smiles;F /%
CHEMBL306827;Rattus norvegicus;COc1cccc(OC)c1-c1ccc(C[C@H](/N=C(\NCC(F)(F)F)[C@@H]2CCN2S(=O)(=O)c2ccccc2)C(=O)O)cc1;1.8
CHEMBL306739;Rattus norvegicus;O=C(N[C@@H](Cc1ccc2[nH]c(-c3c(Cl)cccc3Cl)nc2c1)C(=O)O)c1c(Cl)cccc1Cl;1.2
CHEMBL306645;Rattus norvegicus;COc1cc(OC2CCN(Cc3ccc[n+]([O-])c3C)CC2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1;80.0
CHEMBL306265;Rattus norvegicus;Clc1ccc(CN2CC=C(c3nc4ccccc4s3)CC2)cc1;17.0
CHEMBL30587;Rattus norvegicus;O=C(c1ccc2oc(CN3CCC(n4cc(C(F)(F)F)ccc4=O)CC3)cc2c1)N1CCC(N2C(=O)OCc3ccccc32)CC1;79.0
CHEMBL305828;Rattus norvegicus;N=C(N)c1cccc(OC(C(=O)Nc2ccc(C(=O)N3CCCC3)cc2)c2ccccc2)c1;5.0
CHEMBL305709;Rattus norvegicus;CN/C(=N\[C@@H](Cc1ccc(-c2c(OC)cccc2OC)cc1)C(=O)O)[C@@H]1CCN1S(=O)(=O)c1ccccc1;0.7
CHEMBL305544;Rattus norvegicus;CCc1nc(C2CC2)c(C(N)=O)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1;79.0
CHEMBL305408;Rattus norvegicus;COc1cccc(OC)c1-c1ccc(CC(NC(=O)C2(S(=O)(=O)c3ccccc3)CCCC2)C(=O)O)cc1;22.0
CHEMBL305379;Rattus norvegicus;CN(C)C(=N)c1ccc(CN2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2=O)cc1;4.1
CHEMBL305365;Rattus norvegicus;O=C(O)c1c(Oc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(C2CC2)nc2ccccc12;11.0
CHEMBL305142;Rattus norvegicus;CCCCOC(=O)N[C@@H](CCC(=O)N1CCC2(CC1)CCN(c1ccc(C(=N)NO)cc1)C2=O)C(=O)OCC;6.4
CHEMBL305068;Rattus norvegicus;Cc1cccc(COc2nn3c(-c4nc(C)no4)nnc3c3c2C2CCC3CC2)n1;1.0
CHEMBL305060;Rattus norvegicus;CS(=O)(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1;3.4
CHEMBL30502;Rattus norvegicus;CCCCCCC[N+](CC)(CC)C/C=C\Cc1ccc(Br)cc1.O=P([O-])(O)O;4.0
CHEMBL304639;Rattus norvegicus;CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc2oc(-c3ccccc3-c3nnn[nH]3)c(Br)c2c1;3.0
CHEMBL304552;Rattus norvegicus;Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1;31.0
CHEMBL304351;Rattus norvegicus;COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(c3ccccc3)CCCC2)C(=O)O)cc1;55.0
CHEMBL30432;Rattus norvegicus;CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1;23.0
CHEMBL3039529;Rattus norvegicus;C#Cc1cnc2nc(O)n(C(CC)CC)c2n1;98.0
CHEMBL3039518;Rattus norvegicus;COc1cc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12;0.45
CHEMBL3039507;Mus musculus;CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1;98.0
CHEMBL3039504;Mus musculus;CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1;11.9
CHEMBL3038033;Rattus norvegicus;C[C@@H]1CC[C@H]2C(CN3CCN(CCO)CC3)=C(C(F)(F)F)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4;34.6
CHEMBL3037909;Mus musculus;CCOc1cc(-c2ccccc2)nc2cc(-c3nc([C@H]4C[C@@](C)(O)C4)n4ccnc(N)c34)ccc12;63.0
CHEMBL3037908;Mus musculus;COc1cc(-c2ccccc2)nc2cc(-c3nc([C@H]4C[C@@](C)(O)C4)n4ccnc(N)c34)ccc12;74.0
CHEMBL303718;Rattus norvegicus;Cc1cccc(COc2nn3c(-c4cc(C)on4)nnc3c3c2C2CCC3CC2)n1;3.0
CHEMBL303557;Rattus norvegicus;CN1C(=O)N(c2ccc(C(=N)N)cc2)CC12CCN(C(=O)NCCC(=O)O)CC2;2.0
CHEMBL303507;Rattus norvegicus;COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(c3cnccc3C)CCCC2)C(=O)O)cc1;1.0
CHEMBL303497;Rattus norvegicus;COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(c3ccc(O)nc3)CCCC2)C(=O)O)cc1;1.0
CHEMBL303396;Rattus norvegicus;COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(c3cccnc3)CCCC2)C(=O)O)cc1;35.0
CHEMBL303274;Rattus norvegicus;CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@@H]2C)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)CC3CC3)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)c(Cl)c3)C(=O)O[C@]12C;15.2
CHEMBL303168;Rattus norvegicus;O=C(O)COC[C@H](O)[C@H](O)/C=C/C=C/C=C/C=C/[C@H](O)COc1ccc(F)cc1;4.0
CHEMBL302841;Rattus norvegicus;C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1ccc2ccnc(N)c2c1;6.8
CHEMBL302404;Rattus norvegicus;Nc1ncnc2nc(-c3ccc(N4CCCC4)nc3)cc(-c3cccc(Br)c3)c12;4.5
CHEMBL302196;Rattus norvegicus;C[C@@H](N)C(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1;83.0
CHEMBL30192;Rattus norvegicus;N#Cc1ccccc1-c1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1;4.0
CHEMBL301760;Rattus norvegicus;CN1Cc2cc(C(=O)NCCNc3ccccn3)ccc2N[C@@H](CC(=O)O)C1=O;8.0
CHEMBL300936;Mus musculus;CC(C)(C)c1cnc(CSc2cnc(NC(=O)Cc3ccc(CNC(CO)CO)cc3)s2)o1;24.0
CHEMBL300710;Rattus norvegicus;CC(C)(O)CSc1ncc(C(F)(F)F)cc1-c1ccc(S(C)(=O)=O)cc1;75.0
CHEMBL300629;Rattus norvegicus;CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1;89.0
CHEMBL300026;Rattus norvegicus;CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1;63.0
CHEMBL299958;Rattus norvegicus;CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1F;63.0
CHEMBL299914;Rattus norvegicus;Cc1ccc(C2(c3ccc(C)cc3)CC(=O)N(CCCN3CCC(C#N)(c4ccccc4C)CC3)C2=O)cc1;18.0
CHEMBL299832;Rattus norvegicus;CCCN1C(=O)C(NC(=O)Nc2ccc(N3CCN(c4ccncc4)CC3)cc2)N=C(CCc2ccccc2)c2ccccc21;4.0
CHEMBL298734;Mus musculus;NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1;76.0
CHEMBL298725;Rattus norvegicus;COc1ccc(C(=O)/C(Cc2cc(OC)c(OC)c(OC)c2)=C(\C(=O)[O-])c2ccc3nsnc3c2)cc1F.[Na+];-30.0
CHEMBL298406;Rattus norvegicus;CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21;0.6
CHEMBL29832;Mus musculus;CCOP(=O)(COCCOn1cnc2c(N)ncnc21)OCC;8.0
CHEMBL297971;Mus musculus;OC(CN(Cc1cccc(OC(F)(F)C(F)F)c1)c1cccc(Oc2ccccc2)c1)C(F)(F)F;10.0
CHEMBL297962;Rattus norvegicus;CC1(C)[C@H](C(=O)N=C(N)N)[C@H]1c1cccc(Cl)c1;26.0
CHEMBL297884;Rattus norvegicus;COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1;13.0
CHEMBL29784;Mus musculus;CC(C)OP(=O)(COCCOn1cnc2c(N)ncnc21)OC(C)C;10.0
CHEMBL29699;Mus musculus;CC(OP(=O)(COCCOn1cnc2c(N)ncnc21)OC(C)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C;74.0
CHEMBL29666;Mus musculus;CC(C)OC(=O)C(C)OP(=O)(COCCOn1cnc2c(N)ncnc21)OC(C)C(=O)OC(C)C;24.0
CHEMBL296468;Mus musculus;CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1;14.0
CHEMBL296370;Rattus norvegicus;C[C@H](CO)Sc1ncc(C(F)(F)F)cc1-c1ccc(S(C)(=O)=O)cc1;75.0
CHEMBL295844;Rattus norvegicus;COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)cc(-c3ccccc3)nc2c1;2.0
CHEMBL29532;Mus musculus;CC(C)OP(=O)(COCCOn1cnc2c(N)ncnc21)OCC(=O)OC(C)(C)C;0.0
CHEMBL295316;Rattus norvegicus;CC1=CC(=O)c2c(O)cccc2C1=O;38.0
CHEMBL295128;Rattus norvegicus;N=C(N)c1cccc(Oc2ccc(C(=O)O)cc2NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1;5.5
CHEMBL295124;Rattus norvegicus;COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2;1.0
CHEMBL294708;Rattus norvegicus;C[C@@]1(C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)ccnc3Cl)cc2)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1;1.6
CHEMBL29458;Mus musculus;CCCCOP(=O)(COCCOn1cnc2c(N)ncnc21)OCCCC;0.0
CHEMBL29440;Mus musculus;CC(C)C(=O)c1ccc(COP(=O)(COCCOn2cnc3c(N)ncnc32)OCc2ccc(C(=O)C(C)C)cc2)cc1;1.0
CHEMBL294296;Rattus norvegicus;Cc1oc(=O)oc1COC(=O)c1c(Oc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(C2CC2)nc2ccccc12;27.0
CHEMBL294121;Rattus norvegicus;CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)cc1;1.4
CHEMBL293704;Rattus norvegicus;CCOC(=O)CCNC(=O)N1CCC2(CC1)CN(c1ccc(C(=N)NO)cc1)C(=O)N2C;2.6
CHEMBL29359;Rattus norvegicus;COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1;3.0
CHEMBL292917;Rattus norvegicus;O=C(O)CCCn1nc(-c2c(-c3ccccc3)nn3ccccc23)ccc1=O;78.0
CHEMBL29260;Mus musculus;Nc1ncnc2c1ncn2OCCOCP(=O)(OCc1ccccc1)OCc1ccccc1;4.0
CHEMBL292420;Rattus norvegicus;Cc1c(N2C[C@H](F)[C@H](N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12;34.0
CHEMBL292376;Rattus norvegicus;COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1;5.0
CHEMBL292094;Rattus norvegicus;CC(C)C(OC(=O)C(C)(C)C)n1nnc(-c2ccccc2-c2ccc(Oc3c(C4CC4)nc4ccccc4c3C(=O)O)cc2)n1;39.0
CHEMBL292040;Rattus norvegicus;CCc1nc(C)c(C(=O)NC)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1;95.0
CHEMBL291643;Rattus norvegicus;C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cn1)c1ccc2ccnc(N)c2c1;13.0
CHEMBL290829;Rattus norvegicus;O=C(O)[C@@H]1CN(C(=O)N(c2ccccc2)c2ccccc2)CCN1C(=O)N(c1ccccc1)c1ccccc1;21.0
CHEMBL290669;Rattus norvegicus;CC(C)c1nc2ccc(N(Cc3ccccc3)C(=O)c3ccccc3)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1;20.0
CHEMBL290597;Rattus norvegicus;C[C@]1(C(=O)N[C@@H](Cc2ccc(-n3ccccc3=O)cc2)C(=O)O)CCCO1;27.0
CHEMBL289751;Rattus norvegicus;CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3cscn3)cc12;98.0
CHEMBL289634;Rattus norvegicus;COCC(C)Cc1cc(OC)ccc1[C@@H]1c2nc(NC(C)C)ccc2[C@H](c2ccc3c(c2)OCO3)[C@H]1C(=O)O;70.0
CHEMBL28951;Mus musculus;CC(C)(CCl)OC(=O)COP(=O)(COCCOn1cnc2c(N)ncnc21)OCC(=O)OC(C)(C)CCl;0.0
CHEMBL289472;Rattus norvegicus;CCc1nc2ccc(N(Cc3ccccc3)C(=O)c3cccs3)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1;53.0
CHEMBL28917;Rattus norvegicus;CCCCCN(C(=O)c1ccccc1)c1ccc2ncn(Cc3ccc(-c4ccccc4-c4nnnn4C)cc3)c(=O)c2c1;80.0
CHEMBL28877;Mus musculus;CC(C)(C)OC(=O)COP(=O)(COCCOn1cnc2c(N)ncnc21)OCC(=O)OC(C)(C)C;30.0
CHEMBL288493;Rattus norvegicus;O=C(O)C[C@@H]1Cc2ccc(OCCCNc3ccccn3)cc2Cc2ccccc21;100.0
CHEMBL288365;Rattus norvegicus;CC(C)C[C@@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C;18.0
CHEMBL288247;Rattus norvegicus;COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(CC(C)CO)c1;7.6
CHEMBL288131;Rattus norvegicus;CCc1ccc(S(=O)(=O)N[C@@H]2c3cc(NC(=O)c4cccc(OC)c4)ccc3C[C@H]2O)cc1;1.0
CHEMBL28812;Mus musculus;CC(=O)Oc1ccc(COP(=O)(COCCOn2cnc3c(N)ncnc32)OCc2ccc(OC(C)=O)cc2)cc1;8.0
CHEMBL287711;Rattus norvegicus;COc1ccc([C@@H]2c3nc(NC(C)C)ccc3[C@H](c3ccc4c(c3)OCO4)[C@H]2C(=O)O)c(CO)c1;57.0
CHEMBL287629;Rattus norvegicus;O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)CCc5ccccc54)CC3)ccc2o1;44.0
CHEMBL28731;Mus musculus;Nc1ncnc2c1ncn2OCCOCP(=O)(OCc1ccc(Br)cc1)OCc1ccc(Br)cc1;2.0
CHEMBL287101;Rattus norvegicus;O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)c(F)cc2o1;15.0
CHEMBL286895;Rattus norvegicus;O=C(Cn1ccc(N2CCOCC2)nc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1;1.0
CHEMBL286771;Rattus norvegicus;O=C(c1ccc2oc(-c3cncc(Cn4cc(C(F)(F)F)ccc4=O)c3)cc2c1)N1CCC(N2C(=O)OCc3ccccc32)CC1;41.0
CHEMBL286538;Rattus norvegicus;C[C@]1(C(=O)N[C@@H](Cc2ccc(-c3ccccc3OC3CC3)cc2)C(=O)O)CCCO1;76.0
CHEMBL286534;Mus musculus;Nc1ncnc2c1ncn2C[C@@H](CO)OCP(=O)(O)O;24.0
CHEMBL28648;Mus musculus;COP(=O)(COCCOn1cnc2c(N)ncnc21)OCC(=O)OC(C)(C)C;0.0
CHEMBL286364;Rattus norvegicus;CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O;42.1
CHEMBL286272;Mus musculus;CCNC(=O)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2;50.0
CHEMBL286224;Rattus norvegicus;[O-][n+]1ccc(CC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)c2ccc(OC(F)F)c(OC(F)F)c2)cc1;70.0
CHEMBL285817;Mus musculus;CC(C)(C)OC(=O)c1ccc(OP(=O)(COCCOn2cnc3c(N)ncnc32)Oc2ccc(C(=O)OC(C)(C)C)cc2)cc1;0.0
CHEMBL285432;Rattus norvegicus;Cc1nc2ccc(N(Cc3ccccc3)C(=O)c3ccccc3)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1;86.0
CHEMBL28535;Mus musculus;COP(=O)(COCCOn1cnc2c(N)ncnc21)OC;0.0
CHEMBL284442;Rattus norvegicus;O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)cnc2o1;2.0
CHEMBL284437;Mus musculus;CCOCCOP(=O)(COCCOn1cnc2c(N)ncnc21)OCCOCC;0.0
CHEMBL284427;Mus musculus;Nc1ncnc2c1ncn2OCCOCP(=O)(OCC(Cl)Cl)OCC(Cl)Cl;6.0
CHEMBL284416;Mus musculus;CC(=O)OCc1ccc(OP(=O)(COCCOn2cnc3c(N)ncnc32)Oc2ccc(COC(C)=O)cc2)cc1;0.0
CHEMBL283894;Rattus norvegicus;CCOc1ccn(CC(=O)NCc2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)c(=O)n1;2.0
CHEMBL283717;Rattus norvegicus;N=C(N)NCCC[C@H](NC(=O)[C@@H]1CC[C@@H]2CC[C@@](N)(Cc3ccccc3)C(=O)N12)C(=O)c1nc2ccccc2s1;2.0
CHEMBL283495;Rattus norvegicus;Cn1nnnc1-c1ccccc1-c1ccc(Cn2cnc3ccc(N(Cc4cccnc4)C(=O)c4ccccc4)cc3c2=O)cc1;79.0
CHEMBL283438;Mus musculus;NC(=O)c1cccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c12;81.0
CHEMBL283039;Rattus norvegicus;O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5cc(F)ccc54)CC3)ccc2o1;18.0
CHEMBL282543;Mus musculus;Cc1ccccc1OP(=O)(COCCOn1cnc2c(N)ncnc21)Oc1ccccc1C;22.0
CHEMBL281872;Rattus norvegicus;COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1;80.0
CHEMBL28186;Mus musculus;Nc1ncnc2c1ncn2OCCOCP(=O)(Oc1ccccc1)Oc1ccccc1;26.0
CHEMBL281607;Rattus norvegicus;O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCCc3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1;16.0
CHEMBL281243;Rattus norvegicus;COc1cccn(CC(=O)NCc2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)c1=O;3.0
CHEMBL281238;Mus musculus;Nc1ncnc2c1ncn2OCCOCP(=O)(OCCBr)OCCBr;8.0
CHEMBL281175;Rattus norvegicus;Cc1cc(C(=O)Nc2ccc(N3CCOCC3=O)cc2F)n(-c2cc3ccccc3cc2S(C)(=O)=O)n1;19.3
CHEMBL281044;Rattus norvegicus;O=C(Cn1ccc2ccccc2c1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1;17.0
CHEMBL280981;Mus musculus;O=C(Nc1cccnc1)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2;45.6
CHEMBL280857;Rattus norvegicus;COc1ccccc1-c1ccc(C[C@@H](NC(=O)[C@@]2(C)CCCO2)C(=O)O)cc1;57.0
CHEMBL280809;Mus musculus;Nc1ncnc2c1ncn2OCCOCP(=O)(Oc1ccc(Br)cc1)Oc1ccc(Br)cc1;6.0
CHEMBL280716;Rattus norvegicus;O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCS(=O)(=O)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1;16.0
CHEMBL280664;Mus musculus;COc1cccc(-c2c(C)n(Cc3c(F)cccc3F)c(=O)n(C[C@@H](C)NCc3nccs3)c2=O)c1F;6.0
CHEMBL280662;Rattus norvegicus;Cn1c(-c2ccc(Cl)cc2)c(CCC(=O)N2CCC(O)(Cc3ccccc3)CC2)c2cc(Cl)ccc21;3.0
CHEMBL280634;Mus musculus;COc1ccc(OP(=O)(COCCOn2cnc3c(N)ncnc32)Oc2ccc(OC)cc2)cc1;10.0
CHEMBL280568;Mus musculus;CC(=O)Oc1ccccc1OP(=O)(COCCOn1cnc2c(N)ncnc21)Oc1ccccc1OC(C)=O;10.0
CHEMBL279992;Rattus norvegicus;CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(C(C)(C)C)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1;9.2
CHEMBL279885;Mus musculus;CCC(CC)N[C@@H](C)Cn1c(=O)c(-c2cccc(OC)c2F)c(C)n(Cc2c(F)cccc2F)c1=O;8.2
CHEMBL279629;Rattus norvegicus;CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1;44.0
CHEMBL279486;Rattus norvegicus;CN(C)C(=N)c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cc3ccccc3cc2F)c(F)c1;47.0
CHEMBL279287;Rattus norvegicus;Cc1cc(C(=O)Nc2ccc(-n3ccnc3CN(C)C)cc2F)n(-c2ccc3cc(Cl)ccc3c2)n1;35.0
CHEMBL279053;Rattus norvegicus;CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12;50.0
CHEMBL278994;Rattus norvegicus;CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(-c3ccccc3)coc12;84.0
CHEMBL278935;Rattus norvegicus;O=C(Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)OCc1ccccn1;30.0
CHEMBL278919;Rattus norvegicus;N/C(=N/O)N1CCC(CNC(=O)[C@@H]2CC[C@H]3CN(S(=O)(=O)CCc4ccccc4)CC(=O)N32)CC1;2.7
CHEMBL27885;Rattus norvegicus;CCN(C/C=C/C#CC(C)(C)C)Cc1cccc(OCc2cc(-c3ccsc3)cs2)c1;16.5
CHEMBL278818;Rattus norvegicus;O=C(Cc1ccc(OCCN2CCOCC2)cc1OCC(F)(F)F)N1CCC(N2C(=O)OCc3ccccc32)CC1;31.0
CHEMBL278751;Rattus norvegicus;CCCN(CCC)[C@@H]1CCc2c(OC)cccc2[C@@H]1C;3.7
CHEMBL27843;Rattus norvegicus;Cn1cncc1CN(Cc1cccc(C#N)c1)c1ccc(C#N)c(-c2cccc3ccccc23)c1;10.0
CHEMBL278085;Rattus norvegicus;O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2cccc(F)c2)C1;24.0
CHEMBL277949;Rattus norvegicus;Cc1cc(C(=O)Nc2ccc(-c3ccccc3CN(C)C)cc2F)n(-c2ccc3cc(Cl)ccc3c2)n1;35.2
CHEMBL277447;Rattus norvegicus;Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CNC(=O)CC(C)(C)C)c1C;100.0
CHEMBL277279;Rattus norvegicus;O=C(NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@@H](CCN1CCC2(C=Cc3ccccc32)CC1)c1ccc(F)cc1;38.0
CHEMBL276933;Mus musculus;Cc1c(CCO)sc[n+]1CCCCCCCCCCCC[n+]1csc(CCO)c1C.[I-].[I-];2.0
CHEMBL276853;Rattus norvegicus;CCc1nc2ccc(N(CC=C(C)C)C(=O)c3ccccc3)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1;23.0
CHEMBL276404;Rattus norvegicus;O=C(O)CC(=O)N1CCC(C(=O)N2CCC3(CC2)CCN(c2ccncc2)C3)CC1;10.0
CHEMBL27616;Mus musculus;CCOP(=O)(COCCOn1cnc2c(N)ncnc21)OCC(=O)OC(C)(C)C;0.0
CHEMBL275428;Rattus norvegicus;N[C@H]1CC[C@H](CNC(=O)[C@@H]2CC[C@H]3CN(S(=O)(=O)CC(c4ccccc4)c4ccccc4)CC(=O)N32)CC1;1.5
CHEMBL275391;Rattus norvegicus;COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1;2.1
CHEMBL274872;Rattus norvegicus;COc1ccc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc1Cl;11.0
CHEMBL274713;Rattus norvegicus;CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1;26.0
CHEMBL27441;Rattus norvegicus;CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C;1.6
CHEMBL274350;Rattus norvegicus;COc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Br;14.0
CHEMBL273869;Rattus norvegicus;CN1CCN(C(=O)C2CCN(S(=O)(=O)c3ccc(NCC(c4ccccc4)c4ccccc4)c(C(=O)N4CCOCC4)c3)CC2)CC1;42.0
CHEMBL273688;Rattus norvegicus;COc1ccc(-c2ccccc2)cc1NC(=O)c1cc(OCCCN(C)C)nn1Cc1ccccc1;22.0
CHEMBL273198;Rattus norvegicus;CCc1ccc(-c2c(-c3cnc(C)[nH]3)c(=O)[nH]c3ccc(C#N)cc23)cc1;56.0
CHEMBL273166;Rattus norvegicus;Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(CC7CC7)oc6cc5CC4)n3C)cccc2n1;25.0
CHEMBL273158;Rattus norvegicus;Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCC4CC4)cc3)c2)o1;50.0
CHEMBL273054;Rattus norvegicus;O=C(O)c1ccc(Cn2cnc3ccc(C#CCc4ccccc4)cc3c2=O)cc1;75.0
CHEMBL272990;Rattus norvegicus;O=C(O)c1ccc(CCCc2c(CCNS(=O)(=O)c3ccccc3Cl)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1;13.7
CHEMBL272980;Mus musculus;Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1;12.0
