chembl_id;organism;canonical_smiles;Cmax /ug.mL-1
CHEMBL674;Rattus norvegicus;CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O;0.693
CHEMBL67;Rattus norvegicus;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O;3.83
CHEMBL66992;Rattus norvegicus;COc1cc(OC2CCN(C3CCCc4c3ccc[n+]4[O-])CC2)c(F)cc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1;8.1
CHEMBL66985;Rattus norvegicus;CCc1c(CN2CCC(Oc3cc(OC)c(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)cc3F)CC2)c(C)cc(C)[n+]1[O-];1.2
CHEMBL66931;Rattus norvegicus;COc1cc(OC2CCN(Cc3ccc[n+]([O-])c3C(F)(F)F)CC2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1;2.6
CHEMBL66240;Rattus norvegicus;CCc1c(CN2CCC(Oc3ccc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)c(OC)c3)CC2)ccc[n+]1[O-];11.0
CHEMBL66227;Rattus norvegicus;Fc1ccc(OC[C@@H]2CC[C@H]3CN(c4ncc(F)cn4)CCN3C2)cc1;0.73
CHEMBL66089;Rattus norvegicus;Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)cc(-c3cccc(Br)c3)c12;0.55
CHEMBL65949;Rattus norvegicus;COc1cc(OC2CCN(Cc3ccc(C)[n+]([O-])c3C)CC2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1;8.8
CHEMBL655;Rattus norvegicus;Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2;0.11
CHEMBL6514;Rattus norvegicus;Cc1c(C)c2c(c(C)c1OCc1ccccc1)CCC(C)(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)O2;4.12
CHEMBL64934;Rattus norvegicus;O=C(O)C(=O)N(c1ccccc1C(=O)O)c1cccc2ccccc12;1.72
CHEMBL6471;Rattus norvegicus;Cc1c(C)c2c(c(C)c1O)CCC(C)(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)O2;9.92
CHEMBL64391;Rattus norvegicus;CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O;0.00628
CHEMBL641;Rattus norvegicus;CNCC[C@@H](Oc1ccccc1C)c1ccccc1;0.17
CHEMBL64;Mus musculus;NNC(=O)c1ccncc1;298.2
CHEMBL63804;Mus musculus;O=C(Cc1cc[n+]([O-])cc1)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1;8.0
CHEMBL638;Rattus norvegicus;C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F;5.4
CHEMBL6370;Rattus norvegicus;Cc1ccc(Sc2cncc3sc(C(=O)O)cc23)cc1;0.751
CHEMBL63258;Rattus norvegicus;FC(F)(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(OCc2ccccc2)CC1;0.157
CHEMBL6322;Rattus norvegicus;CCN(CC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1;0.861
CHEMBL6320;Rattus norvegicus;Cc1ccc([S+]([O-])c2cncc3sc(C(N)=O)cc23)cc1;0.476
CHEMBL62811;Rattus norvegicus;O=C1CCc2cc(-c3cccnc3)ccc2N1;0.261
CHEMBL6273;Mus musculus;CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1;12.0
CHEMBL62444;Rattus norvegicus;CC(C)(C)[C@H]1CC[C@H](N(Cc2ccc(C(=O)NCCC(=O)O)cc2)C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1;0.106
CHEMBL62159;Rattus norvegicus;Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C#N)c1C;45.7
CHEMBL62019;Rattus norvegicus;CCCS(=O)(=O)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl;2.9
CHEMBL61832;Rattus norvegicus;O=C(O)CCC(CCCSSCCCC(CCC(=O)O)C(=O)O)C(=O)O;0.044
CHEMBL614;Mus musculus;NC(=O)c1cnccn1;63.2
CHEMBL61373;Rattus norvegicus;Cc1nc(-c2ccncc2)nc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1;0.073
CHEMBL611631;Mus musculus;Cc1cc(S(=O)(=O)NC(=O)Nc2ncc(Br)s2)ccc1-c1ccc(F)nc1;220.41
CHEMBL610333;Mus musculus;CC(C)(C)[C@H](C(=O)Nc1ncc(Cl)s1)c1ccc(Cl)cc1;569.0
CHEMBL610208;Rattus norvegicus;COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Cl)cnn1C;0.041
CHEMBL609539;Rattus norvegicus;O[C@@H]1[C@@H](COc2ccccc2F)OC(n2cnc3c(NC4CCOC4)ncnc32)[C@@H]1O;0.0603
CHEMBL609097;Rattus norvegicus;CCN(CC)CC.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O;0.7
CHEMBL608939;Rattus norvegicus;O[C@@H]1[C@@H](CSc2ccccc2F)OC(n2cnc3c(NC4CCOC4)ncnc32)[C@@H]1O;0.107
CHEMBL608844;Rattus norvegicus;CCN(CC)CC.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O;1.2
CHEMBL607315;Rattus norvegicus;CC(C)(C)[C@H](C(=O)Nc1ncc(-c2ccccc2)s1)c1ccc(Cl)cc1;1871.0
CHEMBL606964;Mus musculus;COc1ccc(N2Cc3cnc(Nc4ccc(F)cc4)nc3N([C@@H]3CC[C@@H](O)C3)C2=O)cc1;82.6
CHEMBL605921;Rattus norvegicus;N#Cc1c(-c2ccc(Oc3ccccc3)cc2)ccn2c(CC(F)(F)F)cnc12;0.274
CHEMBL605905;Rattus norvegicus;OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3nnc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O;0.05
CHEMBL605417;Rattus norvegicus;COc1ccc([C@@H](CC(=O)N[C@@H](CC(C)C)B(O)O)NC(=O)c2ccccc2)cc1;2.929
CHEMBL605412;Mus musculus;O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(cccc4C(F)(F)F)O3)CC2)nn1;3.5
CHEMBL605408;Rattus norvegicus;COC(=O)NCCO[C@@H](c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CN)CC2CCCCC2)C1;0.063
CHEMBL605314;Mus musculus;Cc1nc2c(C(F)(F)F)cccn2c1-c1cccc(Oc2cccc(S(C)(=O)=O)c2)c1;1.136
CHEMBL605127;Rattus norvegicus;CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(-c4ccncc4)c3CC[C@@H]21;0.043
CHEMBL604871;Mus musculus;Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3cccnc3)nn2)CC1;6.3
CHEMBL604710;Rattus norvegicus;O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1;0.235
CHEMBL603872;Rattus norvegicus;COc1ccc(-c2cccc3c2CC[C@H]2[C@H]3c3cc(O)c(Cl)cc3CCN2C)cc1;0.018
CHEMBL60367;Rattus norvegicus;CCC(=O)c1c(C)c(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl;13.0
CHEMBL603078;Rattus norvegicus;COc1ccc(NC(=O)Nc2ccc(F)cc2)cc1-c1c(Br)cnn1C;0.085
CHEMBL602468;Rattus norvegicus;CCC(NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1;0.319
CHEMBL602337;Rattus norvegicus;CC(C)CC(NC(=O)c1cc(COc2ccccc2)ccc1CCC(=O)O)c1ccccc1;2.66
CHEMBL602180;Rattus norvegicus;COc1cnc(-c2ccccn2)nc1N1CCCC1;0.007
CHEMBL601500;Rattus norvegicus;Cc1ccccc1CN(c1ccc(C#N)c(Cl)c1)[C@H]1CCN(S(C)(=O)=O)C1;0.221
CHEMBL60149;Rattus norvegicus;COC(=O)c1cc(C)ccc1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl;57.6
CHEMBL601221;Mus musculus;CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21;1.127
CHEMBL600686;Rattus norvegicus;O=C(CN1C(C(=O)c2ccccc2)=C(O)c2ccccc2S1(=O)=O)c1ccccc1;1.1
CHEMBL60058;Rattus norvegicus;C/C(=N\O)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl;6.92
CHEMBL600002;Mus musculus;CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C(C)C)nn1;4.133
CHEMBL6;Ovis aries;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;10.38
CHEMBL599589;Rattus norvegicus;O=C(c1ccc(Cn2cnc3ccccc32)cc1)N1CC[C@H](N2CCCC2)C1;1.751
CHEMBL598608;Mus musculus;O=C(NCCS(=O)(=O)c1ccc(C(F)(F)F)cn1)c1ccc(Cl)cc1;0.881
CHEMBL59819;Rattus norvegicus;Cc1ccc(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)OC(C)C)c1;59.2
CHEMBL598172;Rattus norvegicus;COc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1-c1c(Br)cnn1C;0.044
CHEMBL598011;Rattus norvegicus;COc1ccc(N(C(=O)CN2C=CN(c3ccccc3)C(=O)[C@H](Cc3n[nH]c4ccccc34)C2=O)C(C)C)cc1;0.123
CHEMBL597900;Rattus norvegicus;CN1CCc2cc(Cl)c(O)cc2[C@H]2c3cccc(-c4cccs4)c3CC[C@@H]21;0.09
CHEMBL59765;Rattus norvegicus;CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CCC2;0.038
CHEMBL597375;Rattus norvegicus;Cc1cc(C)cc(C(CC(C)C)NC(=O)c2cc(COc3cc(F)ccc3F)ccc2CCC(=O)O)c1;0.52
CHEMBL597146;Rattus norvegicus;Cc1cc(C)cc(C(CC(C)C)NC(=O)c2cc(COc3cccc(F)c3)ccc2CCC(=O)O)c1;0.39
CHEMBL596903;Rattus norvegicus;CC(C)CC(NC(=O)c1cc(COc2ccccc2)ccc1CCC(=O)O)c1cccc2ccccc12;0.28
CHEMBL596455;Rattus norvegicus;COC(=O)N(C)c1cc2c(NCc3ccc(OC)c(Cl)c3)ncnc2c(CCO)c1OC.Cl;0.42
CHEMBL596401;Rattus norvegicus;CCC(C)(C)C(=O)Nc1cc(C)c(C)c(S(=O)(=O)N2CCOCC2)c1;1.221
CHEMBL595937;Mus musculus;CCS(=O)(=O)c1cccc(Oc2cccc(-c3c(C)nc4c(C(F)(F)F)cccn34)c2)c1;1.421
CHEMBL595831;Rattus norvegicus;O=C([O-])/C=C/c1ccc(Cn2cccn2)cc1OCCc1ccc2ccccc2c1.[Na+];0.943
CHEMBL595689;Rattus norvegicus;Cc1cnc2c(C(F)(F)F)cccc2c1-c1cccc(Oc2cccc(S(C)(=O)=O)c2)c1;0.457
CHEMBL59568;Rattus norvegicus;Cc1c(N2CCC(N)(CF)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12;0.6
CHEMBL595474;Mus musculus;Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3)nn2)CC1;0.3
CHEMBL59541;Rattus norvegicus;Cc1c(C)c2c(c(C)c1OCc1ccccc1)C(CN1CCC[C@H]1COc1ccc(/C=C3\SC(=O)NC3=O)cc1)C(C)(C)O2.O=C(O)/C=C\C(=O)O;4.3
CHEMBL595333;Rattus norvegicus;C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](COC(=O)/C=C/c3ccc(O)c(O)c3)O[C@@H](OCCc3ccc(O)c(O)c3)[C@@H]2O)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O;0.2188
CHEMBL595252;Rattus norvegicus;O=S(=O)(c1ccccc1)c1c[nH]c2cccc(CCN3CCCCC3)c12;0.782
CHEMBL594757;Rattus norvegicus;Cc1nc2c(C(F)(F)F)cccc2n1-c1cccc(Oc2cccc(S(C)(=O)=O)c2)c1;0.614
CHEMBL594671;Rattus norvegicus;CC(C)[C@H](C(=O)Nc1nccs1)c1ccc(Cl)cc1;5.0
CHEMBL59462;Rattus norvegicus;Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C)c1CO;2.4
CHEMBL594525;Rattus norvegicus;CC(C)[C@H](C(=O)Nc1ncc(F)s1)c1ccc(Cl)cc1;83.0
CHEMBL593277;Rattus norvegicus;O=C([O-])CCc1ccc(Cn2cccn2)cc1OCCc1ccc2ccccc2c1.[Na+];8.32
CHEMBL593267;Rattus norvegicus;CS(=O)(=O)c1cccc(Oc2cccc(-c3c(C(N)=O)cnc4c(Cl)cccc34)c2)c1;1.269
CHEMBL593205;Rattus norvegicus;CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(CCc1cccc(Oc3ccc(C(=O)O)cc3)c1)CC2.Cl;7.2
CHEMBL593108;Mus musculus;FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2;2.6
CHEMBL592765;Rattus norvegicus;CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cc(F)cc(Cl)c2)C1;0.054
CHEMBL592763;Rattus norvegicus;CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)OC)c2cccc(Cl)c2)C1;0.005
CHEMBL592762;Rattus norvegicus;CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2)C1;0.123
CHEMBL591578;Rattus norvegicus;CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1;0.094
CHEMBL591223;Rattus norvegicus;COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Br)cnn1C;0.045
CHEMBL591217;Rattus norvegicus;C[C@H]1CN(C(=O)c2cc3c(C(=O)C(=O)N(C)C)cn(C)c3cc2Cl)[C@H](C)CN1C(c1ccccc1)c1ccccc1;0.367
CHEMBL591076;Rattus norvegicus;Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N1CCCNC1c1cc(C(F)(F)F)cc(C(F)(F)F)c1;0.032
CHEMBL590958;Mus musculus;CC(=O)c1ccc(Nc2c3ccccc3nc3occc23)cc1;3.064
CHEMBL590593;Rattus norvegicus;C[C@H](O)C(=O)N1CC[C@H](N(Cc2cc(Cl)ccc2Cl)c2ccc(C#N)c(Cl)c2)C1;0.134
CHEMBL589908;Rattus norvegicus;O=C(c1ccc(Cn2ccc3cccc(Cl)c32)cc1)N1CC[C@H](N2CCCC2)C1;0.022
CHEMBL589766;Mus musculus;CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21;0.081
CHEMBL58941;Rattus norvegicus;Cc1c(N2CCC(F)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12;0.35
CHEMBL589371;Rattus norvegicus;Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)C1(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1;0.029
CHEMBL589305;Rattus norvegicus;COc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1;0.165
CHEMBL584052;Mus musculus;O=C1Nc2ccccc2-c2ccnc3[nH]cc(c23)C1c1ccc(O)cc1;1.0
CHEMBL58359;Rattus norvegicus;Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2C)c(C#N)c1C;85.8
CHEMBL583253;Rattus norvegicus;CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(CCl)CC3=O;0.34
CHEMBL580059;Mus musculus;Cc1[nH]c(C)c(-c2ccc(OCc3ccc(OC(F)(F)F)cc3)nc2)c(=O)c1Cl;0.3
CHEMBL58004;Rattus norvegicus;Cc1nc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1;0.091
CHEMBL579027;Rattus norvegicus;Cc1ccc(C(=O)O)c(Oc2nc(Oc3cc(N)cc(-c4cccc(CN)c4)c3)c(F)cc2F)c1;0.059
CHEMBL578238;Rattus norvegicus;CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)ccc12;0.805
CHEMBL578028;Rattus norvegicus;CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12;1.514
CHEMBL577711;Mus musculus;CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1;0.535
CHEMBL577393;Rattus norvegicus;CN1CCN(CCNC(=O)[C@@H]2N[C@H](CC(C)(C)C)[C@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)CC1;0.274
CHEMBL577338;Rattus norvegicus;Oc1cccc(-c2ccc(-c3ccc(O)c(F)c3)s2)c1;1.388
CHEMBL576982;Rattus norvegicus;CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1;0.728
CHEMBL576342;Rattus norvegicus;CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12;3.548
CHEMBL576145;Rattus norvegicus;CNC[C@@H](O)[C@H](c1cccc(F)c1)n1cc(C)c2ccccc21;0.087
CHEMBL575538;Rattus norvegicus;COCCOCCNC(=O)[C@@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F;0.097
CHEMBL575121;Rattus norvegicus;CN1CCC(CCNC(=O)[C@@H]2N[C@H](CC(C)(C)C)[C@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)CC1;0.12
CHEMBL575023;Rattus norvegicus;Fc1ccc(-c2cc3sc(N4CCC(N5CCCCC5)CC4)nc3cn2)cn1;0.234
CHEMBL574663;Rattus norvegicus;CO[C@H]1C[C@@H](CO[C@H]2CC[C@H](C(=O)O)CC2)N(C(=O)Cc2cc(Cl)c(NC(=O)c3cn(C)c4ccccc34)cc2Cl)C1;0.385
CHEMBL574646;Mus musculus;O=C1/C(=C/c2ccccn2)CNC/C1=C\c1ccccn1;1.067
CHEMBL574645;Rattus norvegicus;OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2;0.12
CHEMBL574613;Rattus norvegicus;CC[S@+]([O-])c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1;0.2896
CHEMBL574588;Rattus norvegicus;Cc1ccc(-c2ccc3occ(-c4ccc([S@+](C)[O-])cc4)c3c2)o1;0.3969
CHEMBL574128;Rattus norvegicus;CC(=O)O[C@H]1CC2=C([C@H](C)C[C@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)OC(C)=O)CC[C@]2(C)[C@@]2(C)CC[C@H]3C(C)(C)C(=O)CC[C@]3(C)[C@H]12;0.383
CHEMBL573829;Rattus norvegicus;Cc1nc2ccc(NCc3cccc(C(F)(F)F)c3)cc2n(CCNC(=O)CO)c1=O;0.374
CHEMBL573677;Rattus norvegicus;C[C@H](CCOc1cccc(CC(=O)O)c1)N(Cc1cccc(C(F)(F)F)c1Cl)CC(c1ccccc1)c1ccccc1;2.126
CHEMBL573;Mus musculus;O=C(O)c1cccnc1;0.369
CHEMBL572933;Rattus norvegicus;CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12;3.751
CHEMBL572876;Rattus norvegicus;O=C(CO)NCCN1C(=O)COc2ccc(NCc3ccc(Cl)c(Cl)c3)cc21;0.427
CHEMBL572250;Rattus norvegicus;Cc1ccc(C(=O)O)c(Oc2nc(Oc3cccc(-c4cccc(CN)c4)c3)c(F)cc2F)c1;0.22
CHEMBL572191;Rattus norvegicus;CN(C)c1ccc(C(=O)O)c(Oc2nc(Oc3cccc(-c4cccc(CN)c4)c3)c(F)c(N3CCC(N(C)C)C3)c2F)c1;0.0
CHEMBL572094;Mus musculus;O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)C2;7.4
CHEMBL572056;Rattus norvegicus;CC[C@]1(C)C[C@@H](OC(=O)NC(=O)c2ccc(OP(=O)([O-])[O-])cc2)[C@@]2(C)[C@H]3C(=O)CC[C@@]3(CC[C@H]2C)[C@@H](C)[C@@H]1O.[Na+].[Na+];11.3
CHEMBL571581;Rattus norvegicus;Cc1c(Nc2c(C#N)cncc2-c2cc3cc(CN4CCN(C)CC4)ccc3o2)ccc2[nH]ccc12;0.108
CHEMBL571393;Rattus norvegicus;CN(C)c1ccc(C(=O)O)c(Oc2nc(Oc3cccc(-c4cccc(CN)c4)c3)c(F)cc2F)c1;0.033
CHEMBL571040;Rattus norvegicus;C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC;1.746
CHEMBL571000;Rattus norvegicus;O=CNCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O;0.089
CHEMBL570893;Rattus norvegicus;Cc1nnc(-c2c(-c3nnc(C4(C(F)(F)F)CC4)o3)nn(-c3ccc(Cl)cc3Cl)c2-c2ccc(Br)cc2)s1;0.03
CHEMBL570867;Rattus norvegicus;Cc1cc2cc(N/C(=N\C(=O)c3ccc(C(=O)N(C)C)nc3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1;2.2
CHEMBL570803;Mus musculus;COc1ccc(/C=N/OCC(=O)N2CC(C)OC(C)C2)cc1OC1CCCC1;2.157
CHEMBL570667;Rattus norvegicus;NCC1CCN(c2nccc(-c3ccc4ccccc4c3)n2)CC1;0.277
CHEMBL570596;Rattus norvegicus;Cc1cc(-c2ccc(-c3cccc(O)c3)s2)ccc1O;0.905
CHEMBL569880;Rattus norvegicus;C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OCCOC;0.1469
CHEMBL568915;Rattus norvegicus;O=C(Nc1ccc(OCCCN2CCOCC2)cc1)NC1CCCCC1;0.669
CHEMBL568580;Rattus norvegicus;CN1CCN(c2cc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3c2)CC1;0.242
CHEMBL567850;Rattus norvegicus;COc1ccc(OC)c(S(=O)(=O)Nc2cnc3ccccc3c2)c1;1.5
CHEMBL566955;Rattus norvegicus;CC(C)(C)C[C@H]1N[C@@H](C(=O)NC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12;2.067
CHEMBL566757;Rattus norvegicus;O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1;14.56
CHEMBL566248;Rattus norvegicus;CCC(C)(C)C(=O)Nc1cc(CN2CCOCC2)c(C)cn1;0.185
CHEMBL565632;Rattus norvegicus;CN(C)CCOc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc2c1;0.0162
CHEMBL565612;Rattus norvegicus;CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1;0.622
CHEMBL565540;Rattus norvegicus;Cl.O=C(CCCCN1CCOCC1)Nc1ccc(-c2cccnc2)cc1;0.244
CHEMBL565122;Rattus norvegicus;C[C@H](Cc1ccccc1)n1c(-c2ccccc2O)nc2ccnc(C(F)(F)F)c2c1=O;0.125
CHEMBL565022;Rattus norvegicus;CCN1C[C@@H](N(Cc2cc(Cl)ccc2Cl)c2ccc(C#N)c(Cl)c2)CC1=O;0.084
CHEMBL564740;Mus musculus;CCN(CC)c1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO;0.8
CHEMBL564575;Rattus norvegicus;Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(NC3CC3)ncnc21;2.613
CHEMBL564507;Mus musculus;CCNc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO;1.8
CHEMBL564405;Rattus norvegicus;COc1ccc(-c2ccc(N3CC[C@@H]4CN(C)C[C@@H]43)cc2)cc1;0.0188
CHEMBL564363;Rattus norvegicus;CS(=O)(=O)CCCn1c(CN2C(=O)/C(=N/OCCF)c3cccnc32)nc2ccccc21;0.014
CHEMBL564360;Rattus norvegicus;O=C(Nc1ccc(Cl)cc1)Nc1cccc(OCCCN2CCOCC2)c1;0.006
CHEMBL564272;Rattus norvegicus;O=C(Cc1ccc(F)cc1)Nc1cccc(OCCCN2CCOCC2)c1;0.048
CHEMBL563998;Rattus norvegicus;CN1C[C@H]2CCN(c3ccc(-c4ccc(C#N)cc4)cc3)[C@H]2C1;0.0218
CHEMBL563897;Rattus norvegicus;CCn1c(=O)n([C@@H](c2ccccc2)[C@H](O)CNC)c2ccccc21;0.306
CHEMBL563824;Rattus norvegicus;CC(Cc1ccc(Oc2cc(N3CCN(Cc4ccccc4)CC3)nc(N)n2)cc1)(Oc1ccccc1)C(=O)O;3.79
CHEMBL563341;Rattus norvegicus;CN1CC[C@@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1;0.013
CHEMBL563327;Mus musculus;CCNC(=O)c1cc2c(-c3cc(OCCN4CCCC4)c(Cl)cc3Cl)nc(N)nc2s1;0.38
CHEMBL563215;Rattus norvegicus;C[C@H](Cc1ccc(F)c(F)c1)n1c(-c2ncccc2O)nc2ccnc(C(F)(F)F)c2c1=O;0.165
CHEMBL563211;Rattus norvegicus;COc1c(N2CC3(CC3)[C@](C)(N)C2)c(F)cc2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12.O;1.22
CHEMBL562551;Rattus norvegicus;COc1cc(NC(=O)c2ccccn2)ccc1Cl;1.584
CHEMBL562268;Mus musculus;COc1ccc(C(=O)Nc2ncc(Cc3cccc(OC(F)(F)F)c3)s2)cc1OCCO;1.2
